sexo,est.civil,sede,gpo.prof,class,zona,r.edad
0,2,0,9,2,4,2
1,2,0,9,2,4,2
0,2,0,9,2,4,2
1,2,0,9,2,8,2
0,2,0,9,2,4,1
0,2,0,9,2,5,1
1,2,0,9,2,7,1
1,2,0,12,2,4,2
1,2,0,12,2,4,3
0,0,0,12,2,4,3
0,2,0,12,2,4,2
1,2,0,12,2,4,2
0,2,0,15,2,4,2
0,2,0,15,2,4,2
0,0,0,15,2,4,2
1,2,0,15,2,8,2
0,2,0,16,2,2,2
0,0,0,16,2,4,2
0,2,0,16,2,5,3
1,2,0,16,2,4,2
0,2,0,4,2,3,3
1,2,0,4,2,8,2
0,2,0,18,2,3,2
1,2,0,13,2,4,2
1,2,0,13,2,8,1
0,0,0,13,2,4,3
0,2,0,13,2,4,2
0,0,0,2,2,4,3
0,2,0,9,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,3,1
0,2,0,4,4,4,2
0,0,0,7,4,4,2
0,2,0,7,4,2,1
0,0,0,18,4,2,2
0,2,0,9,4,4,2
0,2,0,15,4,4,3
0,2,0,15,4,7,2
0,0,0,8,4,4,4
0,2,0,5,4,4,2
0,2,0,5,4,4,3
0,2,0,2,4,4,5
0,2,0,2,4,4,3
0,0,0,2,4,4,3
0,0,0,2,4,4,3
0,2,0,10,4,5,2
0,0,0,0,4,8,3
0,0,0,0,4,4,4
0,2,0,0,4,4,3
0,2,0,0,4,4,1
1,2,0,1,4,5,2
1,2,0,1,4,5,2
0,2,0,20,4,7,2
0,2,0,20,4,7,2
0,0,0,2,4,4,3
0,0,0,6,4,5,4
0,2,0,8,4,4,2
0,2,0,9,4,4,1
0,0,0,9,4,4,2
0,2,0,9,4,4,2
0,2,1,9,4,1,1
0,2,0,12,4,4,3
0,2,0,14,4,4,2
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,3,2
0,2,0,15,4,4,3
0,2,0,8,4,4,3
0,2,0,18,4,4,3
0,2,0,18,4,4,3
0,0,0,2,4,4,4
0,0,0,2,4,4,4
0,2,0,5,4,8,5
0,0,0,5,4,4,4
0,2,0,2,4,4,2
0,0,0,22,4,3,2
0,1,0,2,4,4,4
0,2,0,2,4,4,2
0,2,0,2,4,4,2
0,2,0,2,4,4,2
0,2,0,2,4,4,2
0,2,0,2,4,5,2
0,2,0,6,4,4,2
0,2,0,6,4,2,2
0,2,0,0,4,4,2
0,2,0,0,4,4,0
0,0,0,1,4,4,3
0,2,0,20,4,7,2
0,0,0,6,4,5,4
0,0,0,6,4,4,3
0,0,0,6,4,4,3
0,0,0,6,4,4,3
1,0,0,6,4,8,5
0,2,0,7,4,4,2
0,2,0,7,4,4,2
0,2,0,7,4,4,2
0,0,0,7,4,4,2
0,2,0,8,4,4,3
0,0,0,8,4,4,4
0,2,0,9,4,6,2
0,2,0,9,4,4,2
0,2,0,9,4,4,3
0,0,0,9,4,4,3
0,2,0,9,4,4,2
0,2,0,9,4,2,5
0,2,0,9,4,4,2
0,2,0,12,4,4,3
0,0,0,13,4,4,3
0,2,0,15,4,4,1
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,0,0,15,4,4,4
0,0,0,15,4,4,4
0,2,0,15,4,3,2
1,0,0,16,4,4,3
0,2,0,2,4,4,3
0,2,0,22,4,8,2
1,2,0,2,1,2,1
0,2,1,7,1,4,1
0,2,0,20,1,4,1
1,0,0,9,1,7,2
0,2,0,12,1,4,2
0,2,0,12,1,8,1
1,2,0,0,4,4,1
0,2,0,6,4,5,2
0,2,0,9,4,4,1
0,2,0,15,4,4,2
1,2,0,15,4,4,5
0,2,0,15,4,5,1
0,2,0,15,4,7,1
0,2,0,15,4,7,1
0,2,0,15,4,4,4
0,2,0,15,4,4,4
1,2,0,16,4,3,3
1,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,3
0,2,0,0,4,4,3
0,0,0,2,4,4,3
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,5,1
0,2,0,9,4,4,2
0,2,0,15,4,2,1
0,2,0,15,4,2,1
0,2,0,15,4,4,1
1,2,0,15,4,4,2
0,2,0,15,4,8,2
1,2,0,15,4,3,4
1,2,1,15,4,1,1
0,0,0,5,2,4,3
0,2,0,2,2,4,3
0,2,0,13,2,3,3
0,0,0,13,2,4,3
0,2,1,20,2,3,2
1,2,0,7,2,4,2
1,2,0,7,2,2,2
1,2,0,7,2,3,1
1,2,0,9,2,7,1
0,2,1,9,2,4,2
1,2,1,9,2,4,1
0,2,0,9,2,4,2
1,2,1,9,2,8,1
1,2,0,9,2,1,2
0,2,0,12,2,4,1
1,2,3,12,2,6,1
0,2,1,15,2,2,1
1,2,0,15,2,4,2
1,2,1,15,2,8,1
1,2,0,20,2,4,2
0,2,0,7,2,3,2
1,0,0,5,4,4,3
0,2,0,5,4,7,3
0,2,0,22,4,4,3
0,2,0,2,4,4,3
0,0,0,2,4,4,4
0,2,0,2,4,4,3
0,0,0,0,4,8,3
0,2,0,0,4,8,5
0,2,0,0,4,8,2
0,2,0,0,4,4,3
1,2,0,0,4,4,2
1,2,0,0,4,4,2
1,2,0,0,4,4,2
1,2,0,0,4,4,2
1,2,0,0,4,2,2
1,2,0,0,4,8,5
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,0,0,0,4,4,2
0,0,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,1
0,2,0,0,4,4,2
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,8,1
0,2,0,0,4,8,1
0,2,0,0,4,4,5
0,2,0,0,4,4,1
0,2,0,0,4,3,2
0,2,0,6,4,4,2
0,0,0,2,4,4,3
0,2,0,2,4,4,2
0,0,0,9,4,3,3
0,2,0,9,4,4,2
0,2,0,9,4,5,1
0,2,1,9,4,4,1
0,2,0,9,4,3,1
1,0,0,9,4,4,4
0,2,0,15,4,4,2
0,2,1,15,4,4,2
0,2,1,15,4,4,2
0,2,0,15,4,4,5
1,2,0,15,4,3,4
0,2,0,15,4,8,5
0,0,0,15,4,8,2
0,0,0,15,4,8,5
1,2,0,9,4,4,2
1,2,0,15,4,4,2
0,2,0,15,4,8,2
1,2,0,15,4,4,5
0,2,0,5,4,2,2
1,2,0,22,4,3,2
0,2,0,6,4,4,1
1,2,0,0,4,8,2
0,2,0,0,4,4,2
0,0,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,5
0,2,0,0,4,8,2
0,2,0,0,4,4,3
0,2,0,4,4,4,2
0,2,0,6,4,2,3
1,2,0,6,4,4,4
1,2,0,9,4,1,2
0,0,0,9,4,4,4
0,2,0,9,4,4,1
0,2,0,9,4,4,1
0,2,0,9,4,2,1
1,2,0,9,4,4,2
0,2,0,9,4,4,2
1,2,0,9,4,2,3
0,0,0,15,4,4,3
0,2,0,15,4,4,3
0,2,0,15,4,4,2
0,2,0,15,4,4,3
0,2,0,15,4,3,1
1,2,0,2,4,8,3
0,2,0,0,4,4,2
1,2,0,0,4,2,3
0,2,0,0,4,4,2
1,2,0,0,4,3,2
0,2,0,0,4,4,5
0,0,0,0,4,4,2
0,2,0,0,4,4,5
0,2,0,6,4,2,3
0,2,0,6,4,2,3
0,2,0,6,4,2,3
0,2,0,6,4,4,2
1,2,0,6,4,4,4
1,2,0,9,4,3,2
0,0,0,9,4,4,2
0,2,0,9,4,4,1
0,2,0,9,4,4,1
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,0,0,9,4,0,4
0,2,0,9,4,8,5
1,0,0,12,4,8,5
0,0,0,15,4,8,5
0,0,0,15,4,4,2
0,2,0,15,4,8,2
0,2,0,0,4,8,2
1,2,1,9,4,6,3
0,2,0,15,4,4,1
0,2,3,15,4,4,1
0,0,0,13,4,4,2
0,0,0,5,4,3,2
0,2,4,0,4,4,1
0,2,0,0,4,4,1
1,2,0,0,4,3,2
0,2,0,0,4,7,2
0,2,0,0,4,4,2
0,2,0,0,4,4,1
0,2,0,0,4,3,1
0,2,0,4,4,4,2
0,2,0,4,4,4,2
0,0,0,8,4,4,2
0,0,0,8,4,4,2
0,0,0,8,4,4,2
0,0,0,8,4,4,2
0,0,0,8,4,4,2
0,0,0,8,4,4,2
1,2,0,9,4,7,5
0,2,0,9,4,4,2
0,2,0,9,4,8,2
0,2,0,9,4,4,1
0,2,0,9,4,4,2
0,0,0,9,4,4,3
1,2,0,13,4,3,2
0,2,0,15,4,4,1
0,2,0,15,4,4,1
1,2,0,15,4,2,3
1,2,0,15,4,5,5
0,2,0,15,4,4,3
0,2,0,15,4,5,2
0,2,0,15,4,4,2
0,0,0,13,4,4,3
1,2,0,5,4,4,2
0,2,0,5,4,4,3
0,2,0,5,4,4,1
1,0,0,5,4,4,4
0,2,0,5,4,4,4
0,0,0,5,4,3,2
0,2,0,5,4,4,4
0,2,0,5,4,4,4
0,2,0,5,4,4,4
0,2,0,5,4,4,4
0,2,4,5,4,4,2
0,0,0,5,4,2,2
0,2,0,5,4,4,2
0,2,1,5,4,4,2
0,2,1,5,4,4,2
0,2,0,5,4,8,5
0,0,0,5,4,1,2
0,0,0,5,4,4,4
1,0,0,5,4,8,1
0,2,0,5,4,4,2
0,2,0,5,4,4,2
1,2,4,5,4,4,3
1,2,0,5,4,4,3
0,2,0,5,4,4,1
0,2,0,5,4,4,2
1,0,0,7,4,3,3
0,2,0,1,4,4,2
0,2,0,2,4,4,2
0,2,0,2,4,4,2
0,2,0,2,4,4,2
1,0,0,2,4,7,2
0,2,0,2,4,4,3
0,2,0,2,4,4,1
0,2,0,2,4,3,1
0,2,0,2,4,4,2
0,2,0,2,4,4,3
0,0,0,22,4,4,3
0,0,0,2,4,4,2
1,2,0,2,4,4,1
1,2,0,2,4,4,3
1,2,0,2,4,4,3
0,0,0,2,4,4,3
0,2,0,22,4,4,1
0,0,0,22,4,4,4
0,2,0,22,4,4,3
0,2,0,22,4,8,2
1,2,0,22,4,4,2
0,0,0,22,4,4,2
0,0,0,22,4,4,2
0,0,0,22,4,4,2
0,0,0,22,4,4,2
0,2,0,22,4,4,2
0,2,0,22,4,4,2
0,2,0,2,4,4,2
0,2,0,2,4,8,5
0,2,0,2,4,4,2
0,0,0,2,4,4,3
0,0,0,2,4,4,4
1,2,0,2,4,4,1
0,2,0,2,4,4,4
1,0,0,2,4,4,3
0,2,0,2,4,4,2
0,2,0,2,4,4,3
0,2,0,2,4,4,2
0,2,0,2,4,4,3
0,2,0,2,4,4,3
0,2,0,2,4,4,3
1,0,0,2,4,4,4
0,0,0,2,4,4,3
0,0,0,2,4,4,2
0,0,0,2,4,4,2
0,0,0,2,4,4,2
0,0,0,2,4,4,2
0,0,0,2,4,4,2
0,0,0,2,4,4,2
0,0,0,2,4,4,2
1,0,0,2,4,8,2
0,0,0,2,4,4,1
0,2,0,2,4,4,3
0,2,0,2,4,4,3
1,2,0,2,4,4,2
1,2,0,2,4,2,2
0,2,0,2,4,4,2
0,2,0,2,4,4,2
0,2,0,2,4,4,3
0,0,0,2,4,4,3
0,2,0,2,4,4,4
0,0,0,2,4,4,3
0,0,0,2,4,4,3
0,0,0,2,4,4,3
0,2,0,2,4,4,3
0,0,0,2,4,4,3
0,0,0,2,4,4,4
1,2,0,2,4,3,2
0,0,0,2,4,4,3
0,2,0,2,4,4,2
1,2,0,2,4,3,2
0,0,0,2,4,8,3
0,2,0,2,4,4,2
0,2,0,2,4,2,3
0,2,0,2,4,4,2
0,2,0,2,4,4,5
0,2,0,2,4,4,5
0,2,0,2,4,4,5
0,2,0,2,4,4,5
0,2,0,2,4,4,5
0,2,0,2,4,4,5
0,2,0,2,4,4,5
0,0,0,2,4,4,4
0,2,0,2,4,4,2
1,2,0,2,4,4,3
1,2,0,2,4,4,3
0,2,0,2,4,4,4
0,0,0,2,4,7,4
0,0,0,2,4,4,3
1,2,0,2,4,4,2
0,2,0,2,4,4,4
0,2,0,2,4,4,4
0,2,0,2,4,4,4
0,2,0,2,4,4,4
0,2,0,2,4,4,2
0,2,0,2,4,8,5
0,2,0,2,4,4,3
0,0,0,7,4,4,3
0,0,0,7,4,4,3
0,2,0,2,4,3,3
0,2,0,2,4,4,2
0,2,0,2,4,4,3
0,2,0,2,4,4,2
0,2,0,2,4,4,2
0,2,2,2,4,4,2
0,2,0,2,4,4,3
0,2,0,2,4,4,1
0,2,0,2,4,3,2
0,0,1,2,4,4,4
0,2,0,22,4,4,3
0,2,0,2,4,2,1
0,2,0,22,4,8,5
0,2,0,22,4,8,5
0,2,0,22,4,8,5
0,2,0,2,4,8,5
0,2,0,2,4,4,4
0,2,2,12,4,3,1
0,2,1,10,4,4,1
0,2,0,15,4,4,2
0,2,0,15,4,4,2
0,2,0,15,4,4,4
0,2,0,15,4,4,2
0,2,0,15,4,4,2
0,2,0,20,4,4,4
1,0,0,20,4,4,3
1,0,0,20,4,4,3
0,2,0,20,4,4,4
0,2,0,0,4,4,2
0,2,4,0,4,4,2
1,2,0,0,4,4,1
0,2,0,0,4,4,2
0,0,0,0,4,4,1
0,2,1,0,4,7,2
0,2,0,0,4,4,1
0,2,0,0,4,3,1
0,2,0,0,4,4,2
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,4
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,3,1
0,2,0,0,4,4,1
0,2,0,6,4,4,1
1,2,0,0,4,4,2
0,2,0,0,4,5,1
1,2,0,0,4,7,2
0,2,1,0,4,8,1
0,0,0,0,4,4,3
0,2,0,0,4,8,2
0,2,0,0,4,4,2
0,2,0,0,4,2,1
0,2,0,0,4,4,2
0,2,0,0,4,4,5
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,1
0,2,0,0,4,4,3
0,2,0,0,4,3,2
0,2,0,0,4,3,2
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,4
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,2
0,2,0,0,4,4,1
1,2,0,0,4,3,2
0,2,0,0,4,8,2
0,2,0,0,4,8,2
0,2,0,0,4,4,1
0,2,0,0,4,8,1
0,2,0,0,4,8,5
0,2,0,0,4,8,5
0,2,0,0,4,8,5
0,2,0,0,4,8,5
1,2,1,0,4,4,2
0,2,0,0,4,4,1
0,2,0,0,4,4,1
0,2,0,0,4,4,4
0,2,0,0,4,4,2
0,2,0,0,4,4,1
0,2,0,0,4,8,2
0,2,0,1,4,4,4
0,2,0,1,4,4,2
0,2,0,1,4,4,2
1,2,0,1,4,4,4
0,2,0,2,4,4,3
0,2,0,0,4,4,2
0,2,0,3,4,4,2
0,0,0,3,4,4,3
0,2,0,3,4,4,2
0,2,0,3,4,4,1
0,2,0,4,4,4,2
0,2,0,4,4,1,2
1,2,0,4,4,4,2
1,2,0,4,4,4,2
0,0,0,17,4,4,3
0,0,0,2,4,4,4
0,0,0,2,4,4,2
0,0,0,2,4,4,2
1,2,0,20,4,2,4
0,2,0,20,4,4,4
0,2,0,4,4,4,2
0,2,0,4,4,4,2
0,2,0,4,4,4,2
0,0,0,4,4,4,2
0,0,0,4,4,4,3
0,2,0,4,4,4,2
0,2,0,4,4,4,2
0,0,0,4,4,4,5
0,0,0,4,4,4,5
0,2,0,4,4,4,2
0,2,0,4,4,4,2
0,2,0,4,4,4,1
0,2,0,4,4,4,2
0,2,0,4,4,3,2
0,2,0,2,4,4,2
0,2,0,2,4,4,1
0,2,0,2,4,8,2
0,2,0,2,4,8,5
0,2,0,2,4,4,4
0,2,0,2,4,4,3
0,2,0,2,4,4,3
0,2,1,2,4,8,2
0,2,0,2,4,4,2
0,0,0,2,4,4,3
1,2,0,2,4,7,1
0,2,0,7,4,8,2
0,2,0,6,4,8,1
0,2,0,6,4,4,3
0,2,0,6,4,4,3
0,0,0,6,4,7,4
0,2,0,6,4,4,4
1,0,0,6,4,8,2
0,0,0,6,4,5,3
0,0,0,18,4,4,3
0,2,0,5,4,4,3
0,2,0,7,4,7,2
1,2,0,7,4,4,2
1,2,0,7,4,7,1
1,2,0,7,4,4,3
0,2,0,7,4,3,1
0,2,0,7,4,4,3
0,2,0,7,4,4,3
1,0,0,7,4,3,2
0,2,0,7,4,3,1
0,2,0,7,4,3,1
0,2,0,7,4,3,1
0,2,0,7,4,2,2
1,2,0,7,4,3,1
0,2,0,7,4,8,5
0,2,0,7,4,4,3
0,2,0,7,4,4,2
0,2,0,7,4,8,0
0,2,0,7,4,5,2
0,2,0,7,4,5,2
0,2,0,7,4,3,1
0,2,1,7,4,5,1
0,2,0,7,4,2,2
0,2,0,7,4,3,2
0,0,0,2,4,4,3
0,0,0,2,4,4,3
0,0,0,2,4,4,3
1,2,0,2,4,4,5
1,2,0,2,4,4,2
1,2,0,2,4,4,4
1,2,0,2,4,4,4
0,0,0,2,4,4,4
0,0,0,2,4,4,4
0,0,0,2,4,4,4
0,2,0,2,4,4,2
0,2,0,2,4,8,3
0,2,0,2,4,4,3
0,0,0,8,4,4,2
0,0,0,8,4,4,2
0,2,0,8,4,4,4
1,2,0,2,4,4,2
0,0,0,2,4,4,3
0,2,0,2,4,4,4
1,2,0,2,4,8,2
1,2,0,2,4,8,2
1,2,0,2,4,4,1
0,2,0,18,4,4,4
0,2,0,18,4,3,4
0,0,0,18,4,4,4
0,2,0,9,4,4,2
0,2,0,9,4,4,3
0,2,0,9,4,5,3
1,0,0,9,4,3,3
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,0,0,9,4,4,4
0,2,0,9,4,4,3
0,0,0,9,4,4,2
0,2,0,9,4,4,2
1,2,0,9,4,4,3
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,1
0,0,0,9,4,4,2
0,0,0,9,4,4,2
0,0,0,9,4,4,3
0,0,0,9,4,4,3
0,0,0,9,4,4,3
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,2,1
0,2,0,9,4,3,2
0,0,0,9,4,3,3
0,0,0,9,4,3,3
0,0,0,9,4,4,2
0,2,0,9,4,8,3
0,2,1,9,4,4,1
0,0,0,9,4,4,3
0,2,0,9,4,4,4
0,2,0,9,4,4,2
0,2,1,9,4,8,2
0,2,0,9,4,4,1
0,2,0,9,4,4,1
0,2,0,9,4,8,5
0,2,0,9,4,8,5
0,0,0,9,4,4,2
1,2,0,9,4,7,5
1,2,0,9,4,4,3
1,2,0,9,4,4,3
0,0,0,9,4,4,4
0,0,0,9,4,4,4
0,2,1,9,4,1,1
0,2,0,9,4,4,1
1,2,0,9,4,8,3
0,2,0,9,4,8,2
0,2,0,9,4,8,2
0,2,0,9,4,8,2
0,2,0,9,4,4,1
0,2,0,9,4,4,1
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,1,9,4,4,1
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
1,0,0,9,4,4,3
0,0,0,9,4,4,4
0,0,0,9,4,4,3
0,2,0,9,4,4,2
0,2,0,9,4,4,1
0,2,0,9,4,3,5
0,2,0,9,4,3,5
0,2,0,9,4,3,5
0,2,0,9,4,3,5
1,2,0,9,4,8,2
0,0,0,9,4,4,4
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,1,9,4,4,1
0,2,0,9,4,4,1
0,2,0,9,4,4,1
0,2,0,9,4,4,1
0,2,0,9,4,8,1
0,2,0,9,4,8,1
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,0,0,9,4,4,2
0,2,0,9,4,4,1
0,2,0,9,4,4,1
1,2,0,9,4,8,5
0,2,1,9,4,2,1
0,2,0,9,4,4,2
1,2,0,9,4,4,3
0,2,0,9,4,4,1
0,2,0,9,4,4,1
1,2,0,9,4,6,1
0,2,0,9,4,4,4
0,2,0,9,4,4,3
0,0,0,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,2
0,0,0,9,4,4,4
0,0,0,9,4,4,4
0,2,0,9,4,4,2
0,2,0,9,4,4,2
1,2,0,9,4,4,1
1,2,0,9,4,4,1
0,2,0,9,4,2,3
0,2,0,9,4,8,1
1,2,0,9,4,3,2
0,2,0,9,4,4,1
0,2,0,9,4,4,2
0,2,1,9,4,8,1
0,2,0,9,4,4,3
0,2,0,9,4,4,4
0,2,0,9,4,4,3
0,2,1,9,4,4,3
0,2,1,9,4,8,2
0,2,1,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,4,3
0,2,1,9,4,4,3
0,2,0,9,4,4,3
0,2,0,9,4,4,4
0,2,0,9,4,3,2
1,2,0,9,4,4,4
0,2,0,9,4,4,3
0,2,0,9,4,4,1
0,2,1,9,4,4,4
0,2,1,9,4,4,1
0,2,1,9,4,4,4
0,2,1,9,4,4,2
0,2,0,9,4,4,1
0,2,1,9,4,4,1
0,2,1,9,4,4,3
0,0,0,9,4,4,3
0,2,1,9,4,4,2
1,2,0,9,4,5,0
1,2,0,9,4,4,1
0,2,0,9,4,4,3
0,2,1,9,4,4,2
0,2,1,9,4,4,2
0,2,0,9,4,4,2
0,2,0,9,4,7,2
1,2,0,9,4,4,1
1,2,0,9,4,4,3
0,2,0,9,4,4,0
1,2,0,9,4,1,2
0,2,1,9,4,4,2
1,2,0,9,4,8,1
0,2,1,9,4,4,2
0,2,0,9,4,4,3
1,2,1,9,4,2,2
0,2,1,9,4,4,1
0,2,0,9,4,4,1
0,2,1,9,4,8,4
0,2,0,9,4,4,0
0,2,0,9,4,3,0
1,2,0,9,4,3,1
1,2,0,9,4,4,1
0,2,0,9,4,4,1
1,2,0,9,4,8,5
0,2,2,9,4,4,2
0,2,4,9,4,2,1
0,2,1,9,4,2,1
0,2,1,9,4,4,3
0,2,0,9,4,3,0
0,2,0,0,4,4,1
0,2,0,0,4,5,1
0,2,0,0,4,4,1
0,2,0,2,4,1,3
0,0,0,11,4,4,2
1,2,0,2,4,8,3
1,2,1,16,4,8,1
0,2,0,12,4,4,2
0,2,0,12,4,8,2
0,2,0,12,4,8,2
0,2,0,12,4,8,3
0,2,0,12,4,4,2
0,0,0,12,4,4,3
0,0,0,12,4,4,3
0,0,0,12,4,4,3
0,2,0,12,4,4,3
0,2,0,12,4,4,2
0,2,0,12,4,8,2
0,2,0,12,4,4,2
0,2,0,12,4,4,3
0,0,0,12,4,4,3
0,2,0,12,4,4,1
0,2,0,12,4,4,1
0,2,0,12,4,4,1
1,2,0,12,4,4,2
0,2,0,12,4,7,1
0,2,0,12,4,4,3
0,2,0,12,4,4,1
0,0,0,16,4,4,3
0,0,0,7,4,3,4
1,2,0,4,4,4,1
1,2,0,13,4,2,1
0,2,0,13,4,4,2
0,0,0,13,4,4,2
1,2,0,13,4,4,2
0,0,0,13,4,4,3
0,0,0,13,4,8,3
0,0,0,13,4,8,3
0,0,0,13,4,4,2
0,0,0,13,4,4,2
0,1,1,18,4,8,4
0,2,0,18,4,4,3
0,2,0,2,4,4,4
0,2,0,2,4,3,2
0,2,0,2,4,3,2
0,2,0,15,4,5,5
0,2,0,15,4,4,3
0,2,0,15,4,4,4
0,2,0,15,4,4,1
0,2,0,15,4,7,2
0,2,0,15,4,4,1
0,2,0,15,4,5,1
0,2,0,15,4,4,3
1,2,0,15,4,1,5
1,2,0,15,4,1,5
1,2,1,15,4,3,5
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,4,2
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,4,3
0,2,1,15,4,1,1
0,2,0,15,4,4,2
0,2,0,15,4,4,2
0,2,0,15,4,4,2
0,2,0,15,4,4,2
1,2,0,15,4,4,1
1,2,0,15,4,2,2
1,2,0,15,4,2,2
1,2,0,15,4,1,1
0,2,0,15,4,8,5
0,2,0,15,4,4,1
1,2,0,15,4,2,2
1,2,0,15,4,2,2
0,0,0,15,4,4,3
1,2,0,15,4,1,3
1,0,0,15,4,2,5
1,2,0,15,4,5,2
0,2,0,15,4,4,4
0,2,0,15,4,4,4
1,2,0,15,4,3,2
1,2,0,15,4,4,3
0,0,0,15,4,4,2
0,2,0,15,4,4,1
0,2,0,15,4,4,2
0,2,0,15,4,4,3
1,2,0,15,4,8,5
1,2,0,15,4,8,5
1,2,0,15,4,8,5
1,2,0,15,4,8,5
1,2,0,15,4,8,5
1,2,0,15,4,8,5
1,2,0,15,4,8,5
0,2,0,15,4,7,5
1,2,0,15,4,8,5
0,0,0,15,4,4,1
1,2,0,15,4,4,5
1,2,0,15,4,3,1
0,2,0,15,4,4,5
0,2,0,15,4,4,2
0,2,0,15,4,4,2
0,2,0,15,4,4,2
0,2,0,15,4,4,2
1,2,0,15,4,4,5
0,2,0,15,4,7,2
0,2,0,15,4,7,2
0,0,0,15,4,8,5
0,2,0,15,4,4,3
0,2,0,15,4,4,3
0,0,0,15,4,4,4
1,2,0,15,4,3,1
0,2,0,15,4,4,3
0,2,0,15,4,4,3
1,2,0,15,4,4,3
0,2,0,15,4,4,2
1,2,0,15,4,4,2
0,2,0,15,4,4,3
0,2,0,15,4,4,4
0,2,0,15,4,8,5
0,2,1,15,4,8,2
0,0,0,15,4,4,3
0,0,0,15,4,4,3
1,2,0,15,4,4,5
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,7,1
0,2,0,15,4,7,1
0,2,0,15,4,4,2
0,2,0,15,4,4,2
0,2,1,15,4,4,2
0,2,0,15,4,4,2
1,2,0,15,4,4,3
0,2,1,15,4,4,2
0,2,0,15,4,4,5
1,2,0,15,4,4,3
1,2,0,15,4,8,5
0,0,0,15,4,4,2
1,2,0,15,4,4,2
0,2,0,15,4,4,5
0,2,1,15,4,4,2
0,2,0,15,4,4,1
0,2,0,15,4,7,1
1,2,1,15,4,4,3
0,0,0,15,4,4,5
0,2,0,15,4,4,5
1,0,0,15,4,8,5
0,2,0,15,4,4,3
0,2,0,15,4,3,2
0,2,0,15,4,8,5
0,2,0,15,4,4,1
1,2,0,15,4,4,5
0,2,0,15,4,2,2
0,2,0,15,4,2,2
0,2,0,15,4,8,4
0,2,0,15,4,4,4
0,2,0,15,4,7,2
0,0,0,15,4,1,3
0,0,0,15,4,1,3
0,2,0,15,4,2,2
1,2,0,15,4,4,3
1,2,0,15,4,4,3
0,2,0,15,4,8,1
0,2,0,15,4,4,5
0,2,0,15,4,4,3
0,0,0,15,4,4,4
0,0,0,15,4,4,4
0,2,0,15,4,8,1
0,2,0,15,4,8,1
0,2,0,15,4,8,1
1,2,0,15,4,3,3
0,2,0,15,4,5,2
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,5,2
0,2,0,15,4,4,4
0,2,0,15,4,5,2
0,2,0,15,4,1,5
1,2,0,15,4,5,1
0,2,0,15,4,1,2
0,2,0,15,4,4,2
0,0,0,15,4,4,4
0,0,0,15,4,4,4
0,0,0,15,4,4,4
0,2,0,15,4,4,1
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,0,15,4,8,5
0,2,1,15,4,8,1
