aibo1,aibo2,aibo3,aibo4,aibo5,class
-32,-39,-59,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
-32,-39,-49,-68,-72,0
