device_0,device_1,device_2,device_3,device_4,device_5,device_6,device_7,device_8,device_9,class
-36.0,-54.0,-44.0,-56.0,-54.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-38.0,-54.0,-44.0,-56.0,-52.0,-66.0,-66.0,-76.0,-76.0,-76.0,10
-36.0,-54.0,-44.0,-56.0,-52.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-38.0,-54.0,-44.0,-56.0,-52.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-36.0,-54.0,-44.0,-56.0,-54.0,-66.0,-66.0,-76.0,-74.0,-74.0,10
-36.0,-54.0,-44.0,-56.0,-52.0,-66.0,-66.0,-74.0,-76.0,-72.0,10
-36.0,-54.0,-44.0,-58.0,-52.0,-66.0,-64.0,-76.0,-74.0,-74.0,10
-36.0,-54.0,-44.0,-58.0,-52.0,-66.0,-64.0,-76.0,-76.0,-74.0,10
-36.0,-54.0,-44.0,-58.0,-52.0,-64.0,-66.0,-76.0,-74.0,-74.0,10
-36.0,-52.0,-44.0,-58.0,-52.0,-66.0,-66.0,-74.0,-76.0,-76.0,10
-36.0,-52.0,-44.0,-58.0,-50.0,-66.0,-64.0,-76.0,-76.0,-74.0,10
-36.0,-54.0,-44.0,-58.0,-54.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-36.0,-52.0,-44.0,-58.0,-52.0,-66.0,-66.0,-76.0,-76.0,-76.0,10
-36.0,-54.0,-44.0,-56.0,-54.0,-66.0,-64.0,-76.0,-76.0,-74.0,10
-38.0,-54.0,-46.0,-58.0,-52.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-36.0,-54.0,-44.0,-56.0,-50.0,-66.0,-66.0,-76.0,-74.0,-74.0,10
-38.0,-54.0,-44.0,-58.0,-52.0,-66.0,-64.0,-76.0,-76.0,-74.0,10
-36.0,-54.0,-44.0,-58.0,-50.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-36.0,-54.0,-44.0,-56.0,-52.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-38.0,-54.0,-44.0,-58.0,-52.0,-68.0,-66.0,-76.0,-76.0,-74.0,10
-36.0,-54.0,-44.0,-56.0,-52.0,-66.0,-64.0,-76.0,-76.0,-76.0,10
-38.0,-54.0,-44.0,-58.0,-52.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-38.0,-52.0,-44.0,-58.0,-52.0,-66.0,-64.0,-76.0,-76.0,-74.0,10
-38.0,-52.0,-44.0,-58.0,-52.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-38.0,-52.0,-44.0,-56.0,-54.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-38.0,-52.0,-44.0,-56.0,-52.0,-66.0,-64.0,-76.0,-76.0,-74.0,10
-38.0,-54.0,-44.0,-56.0,-52.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-36.0,-54.0,-44.0,-58.0,-52.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-38.0,-54.0,-44.0,-56.0,-52.0,-66.0,-66.0,-76.0,-76.0,-76.0,10
-36.0,-54.0,-44.0,-56.0,-54.0,-66.0,-66.0,-76.0,-76.0,-74.0,10
-40.0,-54.0,-36.0,-52.0,-48.0,-64.0,-68.0,-72.0,-70.0,-68.0,11
-40.0,-56.0,-36.0,-52.0,-50.0,-64.0,-66.0,-72.0,-70.0,-68.0,11
-40.0,-56.0,-36.0,-52.0,-48.0,-64.0,-68.0,-72.0,-70.0,-68.0,11
-38.0,-52.0,-38.0,-52.0,-50.0,-64.0,-68.0,-70.0,-70.0,-70.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-70.0,-68.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-36.0,-52.0,-50.0,-64.0,-66.0,-70.0,-70.0,-68.0,11
-38.0,-56.0,-36.0,-50.0,-50.0,-64.0,-66.0,-72.0,-70.0,-68.0,11
-40.0,-56.0,-38.0,-50.0,-50.0,-64.0,-68.0,-70.0,-68.0,-68.0,11
-40.0,-54.0,-36.0,-50.0,-50.0,-64.0,-66.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-70.0,-68.0,-68.0,11
-38.0,-54.0,-38.0,-50.0,-50.0,-64.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-36.0,-52.0,-50.0,-64.0,-68.0,-70.0,-68.0,-70.0,11
-40.0,-54.0,-38.0,-52.0,-48.0,-64.0,-68.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-66.0,-66.0,-70.0,-70.0,-70.0,11
-40.0,-54.0,-36.0,-52.0,-50.0,-64.0,-68.0,-72.0,-68.0,-68.0,11
-40.0,-56.0,-38.0,-52.0,-50.0,-64.0,-68.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-68.0,-70.0,-68.0,11
-40.0,-52.0,-38.0,-50.0,-50.0,-66.0,-68.0,-68.0,-68.0,-70.0,11
-40.0,-54.0,-38.0,-50.0,-50.0,-64.0,-66.0,-70.0,-68.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-36.0,-50.0,-50.0,-64.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-72.0,-70.0,-70.0,11
-40.0,-56.0,-36.0,-52.0,-50.0,-64.0,-66.0,-70.0,-68.0,-68.0,11
-40.0,-52.0,-38.0,-52.0,-50.0,-64.0,-68.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-48.0,-64.0,-68.0,-70.0,-68.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-56.0,-38.0,-52.0,-48.0,-66.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-36.0,-50.0,-50.0,-64.0,-66.0,-72.0,-70.0,-68.0,11
-40.0,-52.0,-36.0,-52.0,-50.0,-64.0,-68.0,-68.0,-70.0,-68.0,11
-40.0,-54.0,-36.0,-52.0,-50.0,-64.0,-66.0,-68.0,-70.0,-68.0,11
-40.0,-54.0,-36.0,-52.0,-50.0,-64.0,-68.0,-72.0,-70.0,-70.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-56.0,-38.0,-52.0,-50.0,-64.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-56.0,-38.0,-52.0,-50.0,-64.0,-66.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-62.0,-66.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-68.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-68.0,-68.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-50.0,-50.0,-64.0,-64.0,-72.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-50.0,-50.0,-64.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-50.0,-50.0,-64.0,-66.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-38.0,-52.0,-50.0,-64.0,-68.0,-72.0,-70.0,-68.0,11
-38.0,-54.0,-38.0,-52.0,-50.0,-64.0,-66.0,-70.0,-70.0,-68.0,11
-38.0,-54.0,-38.0,-52.0,-48.0,-64.0,-68.0,-70.0,-70.0,-68.0,11
-40.0,-54.0,-36.0,-52.0,-50.0,-64.0,-66.0,-68.0,-70.0,-68.0,11
-42.0,-60.0,-36.0,-56.0,-54.0,-66.0,-62.0,-78.0,-74.0,-72.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-80.0,-74.0,-72.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-44.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-66.0,-78.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-68.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-68.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-72.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-72.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-62.0,-78.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-76.0,-70.0,12
-42.0,-58.0,-36.0,-58.0,-52.0,-64.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-62.0,-78.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-66.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-72.0,-72.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-62.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-76.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-76.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-66.0,-80.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-76.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-68.0,-64.0,-78.0,-74.0,-72.0,12
-42.0,-58.0,-34.0,-56.0,-52.0,-68.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-58.0,-34.0,-56.0,-52.0,-68.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-58.0,-34.0,-56.0,-52.0,-66.0,-64.0,-76.0,-72.0,-70.0,12
-42.0,-60.0,-34.0,-56.0,-52.0,-68.0,-62.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-34.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-40.0,-60.0,-34.0,-58.0,-52.0,-66.0,-64.0,-76.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-68.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-68.0,-62.0,-80.0,-74.0,-72.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-68.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-66.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-34.0,-56.0,-52.0,-68.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-68.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-68.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-58.0,-36.0,-56.0,-52.0,-64.0,-64.0,-80.0,-74.0,-72.0,12
-42.0,-60.0,-36.0,-58.0,-52.0,-68.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-58.0,-34.0,-56.0,-52.0,-66.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-34.0,-56.0,-52.0,-66.0,-64.0,-78.0,-74.0,-70.0,12
-42.0,-60.0,-34.0,-56.0,-52.0,-64.0,-64.0,-80.0,-74.0,-70.0,12
-42.0,-60.0,-36.0,-56.0,-52.0,-66.0,-64.0,-80.0,-74.0,-70.0,12
-44.0,-58.0,-40.0,-60.0,-56.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-66.0,-70.0,-68.0,-74.0,13
-44.0,-58.0,-40.0,-62.0,-56.0,-68.0,-66.0,-70.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-70.0,-66.0,-74.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-70.0,-68.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-74.0,13
-44.0,-60.0,-40.0,-60.0,-56.0,-66.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-66.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-38.0,-62.0,-56.0,-68.0,-66.0,-72.0,-68.0,-72.0,13
-44.0,-58.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-68.0,-72.0,13
-44.0,-60.0,-38.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-70.0,-64.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-60.0,-56.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-60.0,-56.0,-68.0,-64.0,-72.0,-72.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-68.0,-72.0,13
-42.0,-60.0,-38.0,-60.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-66.0,-72.0,-68.0,-72.0,13
-44.0,-60.0,-38.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-68.0,-72.0,13
-44.0,-58.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-66.0,-72.0,-68.0,-72.0,13
-42.0,-60.0,-40.0,-60.0,-54.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-38.0,-62.0,-56.0,-68.0,-66.0,-72.0,-68.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-66.0,-72.0,-68.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-68.0,-72.0,13
-42.0,-60.0,-40.0,-62.0,-54.0,-68.0,-66.0,-72.0,-68.0,-72.0,13
-44.0,-60.0,-38.0,-60.0,-56.0,-68.0,-66.0,-72.0,-68.0,-72.0,13
-44.0,-58.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-68.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-58.0,-68.0,-64.0,-72.0,-68.0,-72.0,13
-44.0,-58.0,-38.0,-62.0,-58.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-66.0,-66.0,-72.0,-68.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-66.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-58.0,-40.0,-62.0,-56.0,-66.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-58.0,-40.0,-62.0,-54.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-58.0,-40.0,-60.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-58.0,-40.0,-60.0,-56.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-58.0,-38.0,-62.0,-56.0,-66.0,-64.0,-72.0,-70.0,-72.0,13
-42.0,-58.0,-38.0,-62.0,-56.0,-68.0,-66.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-70.0,-70.0,-72.0,13
-44.0,-60.0,-38.0,-60.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-60.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-58.0,-40.0,-62.0,-56.0,-68.0,-64.0,-72.0,-70.0,-72.0,13
-44.0,-60.0,-40.0,-56.0,-54.0,-68.0,-66.0,-76.0,-66.0,-70.0,14
-42.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-76.0,-68.0,-72.0,14
-42.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-58.0,-54.0,-68.0,-68.0,-76.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-52.0,-68.0,-66.0,-80.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-68.0,-76.0,-68.0,-72.0,14
-42.0,-60.0,-40.0,-58.0,-54.0,-68.0,-66.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-66.0,-70.0,14
-42.0,-60.0,-40.0,-56.0,-52.0,-68.0,-66.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-56.0,-56.0,-68.0,-66.0,-76.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-76.0,-64.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-68.0,-80.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-78.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-78.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-78.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-52.0,-70.0,-66.0,-78.0,-68.0,-70.0,14
-42.0,-60.0,-40.0,-58.0,-54.0,-68.0,-66.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-78.0,-66.0,-72.0,14
-44.0,-58.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-68.0,-66.0,-76.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-52.0,-70.0,-66.0,-78.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-68.0,-66.0,-78.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-78.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-68.0,-66.0,-76.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-68.0,-68.0,-78.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-68.0,-76.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-78.0,-64.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-68.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-78.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-56.0,-52.0,-70.0,-68.0,-78.0,-66.0,-70.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-68.0,-66.0,-78.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-78.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-68.0,-78.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-68.0,-66.0,-76.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-68.0,-78.0,-66.0,-70.0,14
-44.0,-60.0,-40.0,-58.0,-52.0,-70.0,-66.0,-76.0,-66.0,-70.0,14
-44.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-66.0,-66.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-58.0,-52.0,-68.0,-66.0,-76.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-56.0,-52.0,-70.0,-66.0,-76.0,-66.0,-70.0,14
-42.0,-60.0,-40.0,-56.0,-52.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-58.0,-52.0,-68.0,-66.0,-76.0,-66.0,-70.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-66.0,-68.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-44.0,-60.0,-40.0,-58.0,-54.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-42.0,-60.0,-40.0,-56.0,-54.0,-70.0,-66.0,-76.0,-66.0,-72.0,14
-50.0,-58.0,-48.0,-62.0,-50.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-62.0,-66.0,15
-48.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-60.0,-48.0,-60.0,-52.0,-68.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-46.0,-60.0,-52.0,-70.0,-62.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-64.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-46.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-68.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-46.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-48.0,-58.0,-48.0,-60.0,-52.0,-68.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-46.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-60.0,-50.0,-68.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-48.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-46.0,-62.0,-52.0,-70.0,-64.0,-74.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-48.0,-58.0,-46.0,-62.0,-52.0,-68.0,-64.0,-76.0,-66.0,-66.0,15
-48.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-48.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-46.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-64.0,-52.0,-70.0,-62.0,-76.0,-66.0,-64.0,15
-48.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-68.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-46.0,-64.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-60.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-64.0,-52.0,-70.0,-64.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-46.0,-64.0,-52.0,-68.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-46.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-46.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-46.0,-62.0,-52.0,-70.0,-62.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-64.0,-76.0,-66.0,-64.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-70.0,-62.0,-76.0,-66.0,-66.0,15
-50.0,-58.0,-48.0,-62.0,-52.0,-68.0,-64.0,-76.0,-66.0,-66.0,15
