2,-63,-71,-62,-61,-70
2,-62,-72,-62,-62,-74
2,-59,-60,-60,-68,-70
2,-62,-74,-66,-63,-68
2,-58,-62,-58,-63,-77
2,-55,-74,-67,-68,-68
2,-53,-68,-63,-65,-70
2,-60,-76,-62,-66,-72
2,-54,-62,-65,-66,-67
2,-57,-69,-59,-64,-67
2,-58,-84,-59,-62,-73
2,-63,-69,-61,-62,-72
2,-56,-78,-63,-64,-70
2,-55,-82,-63,-62,-68
2,-58,-75,-59,-67,-68
2,-54,-62,-62,-66,-68
2,-57,-74,-60,-64,-77
2,-54,-77,-66,-68,-67
2,-62,-74,-59,-68,-70
2,-55,-68,-63,-65,-69
2,-62,-62,-66,-69,-68
2,-62,-67,-63,-65,-73
2,-62,-68,-63,-67,-70
2,-54,-75,-63,-69,-69
2,-62,-74,-59,-66,-68
2,-58,-74,-66,-69,-69
2,-63,-62,-59,-67,-68
2,-62,-74,-62,-66,-72
2,-58,-75,-66,-69,-76
2,-54,-75,-61,-68,-68
2,-58,-75,-62,-65,-69
2,-60,-62,-66,-66,-70
2,-63,-76,-63,-67,-68
2,-57,-75,-66,-68,-70
2,-54,-77,-63,-67,-69
2,-63,-74,-66,-68,-68
2,-56,-62,-64,-68,-70
2,-54,-75,-59,-66,-68
2,-63,-62,-59,-69,-70
2,-58,-62,-66,-67,-69
2,-63,-75,-64,-68,-69
2,-54,-77,-59,-67,-68
2,-58,-75,-66,-69,-70
2,-54,-78,-63,-68,-68
2,-58,-75,-59,-69,-70
2,-54,-61,-63,-67,-68
2,-58,-75,-59,-69,-76
2,-54,-62,-66,-68,-68
2,-57,-62,-61,-66,-72
2,-58,-77,-64,-66,-76
2,-58,-75,-59,-69,-70
2,-54,-77,-66,-66,-76
2,-63,-75,-59,-66,-70
2,-63,-77,-59,-68,-76
2,-54,-69,-59,-66,-71
2,-63,-75,-64,-69,-70
2,-54,-77,-66,-68,-76
2,-63,-74,-63,-69,-69
2,-54,-77,-66,-68,-76
2,-58,-75,-63,-66,-68
2,-56,-62,-62,-66,-72
2,-54,-77,-63,-69,-76
2,-58,-75,-59,-66,-69
2,-63,-62,-64,-68,-73
2,-54,-77,-63,-68,-76
2,-63,-75,-63,-66,-71
2,-58,-68,-59,-66,-72
2,-63,-62,-58,-68,-68
2,-56,-62,-64,-66,-72
2,-58,-75,-59,-66,-76
2,-60,-61,-61,-68,-72
2,-54,-77,-66,-69,-70
2,-58,-75,-59,-68,-69
2,-63,-78,-63,-69,-70
2,-58,-75,-59,-68,-68
2,-54,-62,-63,-69,-76
2,-60,-75,-62,-67,-73
2,-56,-62,-61,-66,-69
2,-54,-79,-66,-69,-68
