Beacon,RSSI
FB:D3:B5:B9:89:F2,-68
C8:5B:EA:43:6F:75,-72
F7:24:98:9B:B6:EA,-66
EA:EF:87:2F:4D:93,-75
C9:EC:7A:17:D8:D5,-71
FB:D3:B5:B9:89:F2,-62
C8:5B:EA:43:6F:75,-79
EA:EF:87:2F:4D:93,-70
C9:EC:7A:17:D8:D5,-68
00:07:80:04:FA:67,-81
00:07:80:04:FA:67,-81
C8:5B:EA:43:6F:75,-51
FB:D3:B5:B9:89:F2,-68
F7:24:98:9B:B6:EA,-67
EA:EF:87:2F:4D:93,-77
C9:EC:7A:17:D8:D5,-74
C8:5B:EA:43:6F:75,-68
FB:D3:B5:B9:89:F2,-62
C2:7F:9A:AA:70:30,-65
F7:24:98:9B:B6:EA,-60
EA:EF:87:2F:4D:93,-73
C9:EC:7A:17:D8:D5,-68
C8:5B:EA:43:6F:75,-51
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-67
EA:EF:87:2F:4D:93,-70
C8:5B:EA:43:6F:75,-81
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-61
EA:EF:87:2F:4D:93,-71
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-68
F7:24:98:9B:B6:EA,-71
EA:EF:87:2F:4D:93,-71
C9:EC:7A:17:D8:D5,-73
C8:5B:EA:43:6F:75,-69
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-61
EA:EF:87:2F:4D:93,-72
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-65
EA:EF:87:2F:4D:93,-73
C9:EC:7A:17:D8:D5,-75
C8:5B:EA:43:6F:75,-74
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-69
EA:EF:87:2F:4D:93,-71
C9:EC:7A:17:D8:D5,-67
C8:5B:EA:43:6F:75,-71
FB:D3:B5:B9:89:F2,-70
F7:24:98:9B:B6:EA,-60
EA:EF:87:2F:4D:93,-70
C9:EC:7A:17:D8:D5,-73
C8:5B:EA:43:6F:75,-52
F7:24:98:9B:B6:EA,-68
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-73
EA:EF:87:2F:4D:93,-74
C9:EC:7A:17:D8:D5,-66
C8:5B:EA:43:6F:75,-66
F7:24:98:9B:B6:EA,-60
FB:D3:B5:B9:89:F2,-70
C9:EC:7A:17:D8:D5,-74
EA:EF:87:2F:4D:93,-69
C8:5B:EA:43:6F:75,-71
F7:24:98:9B:B6:EA,-70
FB:D3:B5:B9:89:F2,-62
C9:EC:7A:17:D8:D5,-74
EA:EF:87:2F:4D:93,-75
C8:5B:EA:43:6F:75,-69
F7:24:98:9B:B6:EA,-67
FB:D3:B5:B9:89:F2,-68
C9:EC:7A:17:D8:D5,-74
EA:EF:87:2F:4D:93,-72
C8:5B:EA:43:6F:75,-52
C9:EC:7A:17:D8:D5,-74
EA:EF:87:2F:4D:93,-75
C8:5B:EA:43:6F:75,-66
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-70
C9:EC:7A:17:D8:D5,-73
EA:EF:87:2F:4D:93,-68
C8:5B:EA:43:6F:75,-51
FB:D3:B5:B9:89:F2,-69
C9:EC:7A:17:D8:D5,-77
EA:EF:87:2F:4D:93,-75
00:07:80:04:FA:67,-80
00:07:80:04:FA:67,-79
C8:5B:EA:43:6F:75,-78
F7:24:98:9B:B6:EA,-68
FB:D3:B5:B9:89:F2,-68
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-71
C8:5B:EA:43:6F:75,-51
F7:24:98:9B:B6:EA,-70
FB:D3:B5:B9:89:F2,-69
C9:EC:7A:17:D8:D5,-77
EA:EF:87:2F:4D:93,-76
C8:5B:EA:43:6F:75,-71
F7:24:98:9B:B6:EA,-61
FB:D3:B5:B9:89:F2,-68
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-69
00:07:80:04:FA:67,-79
00:07:80:04:FA:67,-79
C8:5B:EA:43:6F:75,-51
F7:24:98:9B:B6:EA,-69
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-62
C9:EC:7A:17:D8:D5,-74
EA:EF:87:2F:4D:93,-74
C2:6D:7B:47:3A:30,-78
C8:5B:EA:43:6F:75,-86
DF:5B:5C:6A:49:BB,-81
F7:24:98:9B:B6:EA,-60
FB:D3:B5:B9:89:F2,-68
C9:EC:7A:17:D8:D5,-74
EA:EF:87:2F:4D:93,-69
F7:24:98:9B:B6:EA,-70
EA:EF:87:2F:4D:93,-76
C8:5B:EA:43:6F:75,-72
F7:24:98:9B:B6:EA,-68
00:07:80:04:FA:67,-79
00:07:80:04:FA:67,-79
C9:EC:7A:17:D8:D5,-75
FB:D3:B5:B9:89:F2,-71
EA:EF:87:2F:4D:93,-69
C8:5B:EA:43:6F:75,-68
F7:24:98:9B:B6:EA,-68
EA:EF:87:2F:4D:93,-75
C8:5B:EA:43:6F:75,-77
F7:24:98:9B:B6:EA,-67
C9:EC:7A:17:D8:D5,-70
FB:D3:B5:B9:89:F2,-70
EA:EF:87:2F:4D:93,-70
F7:24:98:9B:B6:EA,-60
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-73
C8:5B:EA:43:6F:75,-69
F7:24:98:9B:B6:EA,-69
C9:EC:7A:17:D8:D5,-72
C9:EC:7A:17:D8:D5,-73
FB:D3:B5:B9:89:F2,-69
EA:EF:87:2F:4D:93,-70
C8:5B:EA:43:6F:75,-51
F7:24:98:9B:B6:EA,-71
C9:EC:7A:17:D8:D5,-69
EA:EF:87:2F:4D:93,-74
C8:5B:EA:43:6F:75,-70
F7:24:98:9B:B6:EA,-70
C9:EC:7A:17:D8:D5,-73
00:07:80:04:FA:67,-87
00:07:80:04:FA:67,-87
FB:D3:B5:B9:89:F2,-70
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-70
C8:5B:EA:43:6F:75,-51
F7:24:98:9B:B6:EA,-59
C9:EC:7A:17:D8:D5,-72
FB:D3:B5:B9:89:F2,-69
EA:EF:87:2F:4D:93,-75
C8:5B:EA:43:6F:75,-71
F7:24:98:9B:B6:EA,-70
C9:EC:7A:17:D8:D5,-72
FB:D3:B5:B9:89:F2,-68
EA:EF:87:2F:4D:93,-68
C8:5B:EA:43:6F:75,-51
F7:24:98:9B:B6:EA,-59
C9:EC:7A:17:D8:D5,-76
FB:D3:B5:B9:89:F2,-63
EA:EF:87:2F:4D:93,-72
F7:24:98:9B:B6:EA,-71
C8:5B:EA:43:6F:75,-68
C9:EC:7A:17:D8:D5,-71
FB:D3:B5:B9:89:F2,-71
EA:EF:87:2F:4D:93,-71
C8:5B:EA:43:6F:75,-82
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-76
F7:24:98:9B:B6:EA,-69
C8:5B:EA:43:6F:75,-69
FB:D3:B5:B9:89:F2,-71
C9:EC:7A:17:D8:D5,-75
EA:EF:87:2F:4D:93,-69
C8:5B:EA:43:6F:75,-51
F7:24:98:9B:B6:EA,-60
FB:D3:B5:B9:89:F2,-62
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-72
F7:24:98:9B:B6:EA,-69
C8:5B:EA:43:6F:75,-68
FB:D3:B5:B9:89:F2,-69
C9:EC:7A:17:D8:D5,-71
EA:EF:87:2F:4D:93,-70
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-52
FB:D3:B5:B9:89:F2,-62
C9:EC:7A:17:D8:D5,-69
EA:EF:87:2F:4D:93,-76
00:07:80:04:FA:67,-78
00:07:80:04:FA:67,-78
F7:24:98:9B:B6:EA,-73
C8:5B:EA:43:6F:75,-76
