Beacon,RSSI
C9:EC:7A:17:D8:D5,-74
C8:5B:EA:43:6F:75,-57
EA:EF:87:2F:4D:93,-77
FB:D3:B5:B9:89:F2,-71
C9:EC:7A:17:D8:D5,-68
00:07:80:04:FA:67,-79
00:07:80:04:FA:67,-80
F7:24:98:9B:B6:EA,-68
EA:EF:87:2F:4D:93,-66
FB:D3:B5:B9:89:F2,-68
C9:EC:7A:17:D8:D5,-73
C8:5B:EA:43:6F:75,-52
F7:24:98:9B:B6:EA,-68
EA:EF:87:2F:4D:93,-80
FB:D3:B5:B9:89:F2,-85
C9:EC:7A:17:D8:D5,-68
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-68
C9:EC:7A:17:D8:D5,-75
C8:5B:EA:43:6F:75,-51
00:07:80:04:FA:67,-88
00:07:80:04:FA:67,-90
F7:24:98:9B:B6:EA,-71
EA:EF:87:2F:4D:93,-83
FB:D3:B5:B9:89:F2,-69
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-69
FB:D3:B5:B9:89:F2,-69
C9:EC:7A:17:D8:D5,-75
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-87
F7:24:98:9B:B6:EA,-67
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-82
EA:EF:87:2F:4D:93,-69
C9:EC:7A:17:D8:D5,-67
C8:5B:EA:43:6F:75,-53
C8:5B:EA:43:6F:75,-51
EA:EF:87:2F:4D:93,-79
F7:24:98:9B:B6:EA,-67
C9:EC:7A:17:D8:D5,-74
FB:D3:B5:B9:89:F2,-81
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-68
C8:5B:EA:43:6F:75,-54
F7:24:98:9B:B6:EA,-67
EA:EF:87:2F:4D:93,-81
00:07:80:04:FA:67,-88
00:07:80:04:FA:67,-89
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-76
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-66
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-69
C8:5B:EA:43:6F:75,-52
F7:24:98:9B:B6:EA,-68
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-76
FB:D3:B5:B9:89:F2,-74
C8:5B:EA:43:6F:75,-55
F7:24:98:9B:B6:EA,-68
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-68
00:07:80:04:FA:67,-81
00:07:80:04:FA:67,-81
C8:5B:EA:43:6F:75,-52
F7:24:98:9B:B6:EA,-69
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-76
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-77
C9:EC:7A:17:D8:D5,-78
FB:D3:B5:B9:89:F2,-74
C8:5B:EA:43:6F:75,-52
F7:24:98:9B:B6:EA,-68
F7:24:98:9B:B6:EA,-67
FB:D3:B5:B9:89:F2,-80
C9:EC:7A:17:D8:D5,-71
00:07:80:04:FA:67,-82
00:07:80:04:FA:67,-81
C8:5B:EA:43:6F:75,-52
C8:5B:EA:43:6F:75,-56
C2:3F:F4:B8:0F:30,-79
F7:24:98:9B:B6:EA,-71
EA:EF:87:2F:4D:93,-74
C8:5B:EA:43:6F:75,-52
F7:24:98:9B:B6:EA,-68
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-70
C8:5B:EA:43:6F:75,-55
F7:24:98:9B:B6:EA,-71
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-70
FB:D3:B5:B9:89:F2,-71
00:07:80:04:FA:67,-80
00:07:80:04:FA:67,-80
C8:5B:EA:43:6F:75,-52
F7:24:98:9B:B6:EA,-67
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-70
C8:5B:EA:43:6F:75,-56
F7:24:98:9B:B6:EA,-69
C8:5B:EA:43:6F:75,-51
F7:24:98:9B:B6:EA,-74
EA:EF:87:2F:4D:93,-64
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-77
C8:5B:EA:43:6F:75,-56
00:07:80:04:FA:67,-87
EA:EF:87:2F:4D:93,-68
F7:24:98:9B:B6:EA,-66
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-74
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-67
F7:24:98:9B:B6:EA,-67
FB:D3:B5:B9:89:F2,-84
C8:5B:EA:43:6F:75,-58
EA:EF:87:2F:4D:93,-82
EA:EF:87:2F:4D:93,-69
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-72
C8:5B:EA:43:6F:75,-52
00:07:80:04:FA:67,-84
C9:EC:7A:17:D8:D5,-78
EA:EF:87:2F:4D:93,-66
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-69
C8:5B:EA:43:6F:75,-52
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-71
F7:24:98:9B:B6:EA,-67
FB:D3:B5:B9:89:F2,-73
C8:5B:EA:43:6F:75,-53
C9:EC:7A:17:D8:D5,-74
F7:24:98:9B:B6:EA,-67
FB:D3:B5:B9:89:F2,-69
C8:5B:EA:43:6F:75,-58
EA:EF:87:2F:4D:93,-73
00:07:80:04:FA:67,-83
00:07:80:04:FA:67,-84
C9:EC:7A:17:D8:D5,-71
F7:24:98:9B:B6:EA,-68
FB:D3:B5:B9:89:F2,-74
C8:5B:EA:43:6F:75,-53
EA:EF:87:2F:4D:93,-70
C9:EC:7A:17:D8:D5,-75
F7:24:98:9B:B6:EA,-67
FB:D3:B5:B9:89:F2,-71
C8:5B:EA:43:6F:75,-50
EA:EF:87:2F:4D:93,-66
C9:EC:7A:17:D8:D5,-69
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-70
EA:EF:87:2F:4D:93,-69
C9:EC:7A:17:D8:D5,-74
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-70
00:07:80:04:FA:67,-80
00:07:80:04:FA:67,-80
C8:5B:EA:43:6F:75,-57
EA:EF:87:2F:4D:93,-71
C9:EC:7A:17:D8:D5,-68
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-73
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-68
FB:D3:B5:B9:89:F2,-70
C8:5B:EA:43:6F:75,-51
C9:EC:7A:17:D8:D5,-70
F7:24:98:9B:B6:EA,-68
C2:56:EC:5B:E7:30,-63
FB:D3:B5:B9:89:F2,-73
C8:5B:EA:43:6F:75,-54
00:07:80:04:FA:67,-80
00:07:80:04:FA:67,-79
EA:EF:87:2F:4D:93,-86
C9:EC:7A:17:D8:D5,-69
F7:24:98:9B:B6:EA,-68
FB:D3:B5:B9:89:F2,-71
FB:D3:B5:B9:89:F2,-73
C8:5B:EA:43:6F:75,-57
EA:EF:87:2F:4D:93,-78
F7:24:98:9B:B6:EA,-70
FB:D3:B5:B9:89:F2,-69
C8:5B:EA:43:6F:75,-53
00:07:80:04:FA:67,-89
00:07:80:04:FA:67,-89
EA:EF:87:2F:4D:93,-66
C9:EC:7A:17:D8:D5,-68
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-77
C8:5B:EA:43:6F:75,-58
EA:EF:87:2F:4D:93,-78
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-72
C8:5B:EA:43:6F:75,-53
EA:EF:87:2F:4D:93,-71
C9:EC:7A:17:D8:D5,-68
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-75
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-66
00:07:80:04:FA:67,-80
F7:24:98:9B:B6:EA,-69
FB:D3:B5:B9:89:F2,-71
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-66
C9:EC:7A:17:D8:D5,-70
F7:24:98:9B:B6:EA,-68
C8:5B:EA:43:6F:75,-58
EA:EF:87:2F:4D:93,-80
C9:EC:7A:17:D8:D5,-69
F7:24:98:9B:B6:EA,-70
FB:D3:B5:B9:89:F2,-74
C8:5B:EA:43:6F:75,-51
00:07:80:04:FA:67,-79
00:07:80:04:FA:67,-78
EA:EF:87:2F:4D:93,-66
C9:EC:7A:17:D8:D5,-76
F7:24:98:9B:B6:EA,-70
FB:D3:B5:B9:89:F2,-74
C8:5B:EA:43:6F:75,-54
EA:EF:87:2F:4D:93,-75
C9:EC:7A:17:D8:D5,-70
DF:36:2A:26:FB:BB,-74
F7:24:98:9B:B6:EA,-70
FB:D3:B5:B9:89:F2,-72
C8:5B:EA:43:6F:75,-57
C9:EC:7A:17:D8:D5,-77
C8:5B:EA:43:6F:75,-58
FB:D3:B5:B9:89:F2,-69
EA:EF:87:2F:4D:93,-83
C9:EC:7A:17:D8:D5,-69
00:07:80:04:FA:67,-78
00:07:80:04:FA:67,-78
F7:24:98:9B:B6:EA,-68
C8:5B:EA:43:6F:75,-53
FB:D3:B5:B9:89:F2,-75
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-75
C8:5B:EA:43:6F:75,-51
FB:D3:B5:B9:89:F2,-68
EA:EF:87:2F:4D:93,-81
C9:EC:7A:17:D8:D5,-68
F7:24:98:9B:B6:EA,-68
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-77
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-68
00:07:80:04:FA:67,-79
C8:5B:EA:43:6F:75,-53
FB:D3:B5:B9:89:F2,-71
EA:EF:87:2F:4D:93,-76
C9:EC:7A:17:D8:D5,-68
F7:24:98:9B:B6:EA,-65
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-82
C9:EC:7A:17:D8:D5,-76
C8:5B:EA:43:6F:75,-55
C2:65:BA:89:27:30,-63
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-69
F7:24:98:9B:B6:EA,-69
00:07:80:04:FA:67,-84
00:07:80:04:FA:67,-84
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-80
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-65
F7:24:98:9B:B6:EA,-69
C8:5B:EA:43:6F:75,-51
FB:D3:B5:B9:89:F2,-69
C9:EC:7A:17:D8:D5,-66
EA:EF:87:2F:4D:93,-70
F7:24:98:9B:B6:EA,-68
