-59.0,-73.0,-78.0,-62.0,-68.0,14
-59.0,-73.0,-78.0,-71.0,-68.0,14
-59.0,-74.0,-78.0,-71.0,-68.0,14
-59.0,-74.0,-69.0,-71.0,-68.0,14
-59.0,-74.0,-69.0,-71.0,-81.0,14
-59.0,-74.0,-69.0,-62.0,-81.0,14
-57.0,-74.0,-69.0,-62.0,-81.0,14
-57.0,-72.0,-69.0,-62.0,-81.0,14
-57.0,-72.0,-69.0,-62.0,-70.0,14
-57.0,-72.0,-70.0,-62.0,-70.0,14
-57.0,-72.0,-70.0,-63.0,-70.0,14
-59.0,-72.0,-70.0,-63.0,-70.0,14
-59.0,-71.0,-70.0,-63.0,-70.0,14
-59.0,-74.0,-70.0,-63.0,-70.0,14
-59.0,-74.0,-76.0,-63.0,-70.0,14
-58.0,-74.0,-76.0,-63.0,-70.0,14
-58.0,-74.0,-71.0,-63.0,-70.0,14
-58.0,-74.0,-71.0,-62.0,-70.0,14
-58.0,-74.0,-71.0,-62.0,-69.0,14
-58.0,-71.0,-71.0,-62.0,-69.0,14
-58.0,-71.0,-71.0,-62.0,-75.0,14
-58.0,-73.0,-71.0,-62.0,-75.0,14
-58.0,-73.0,-70.0,-62.0,-75.0,14
-59.0,-73.0,-70.0,-62.0,-75.0,14
-59.0,-70.0,-70.0,-62.0,-75.0,14
-59.0,-70.0,-77.0,-62.0,-75.0,14
-59.0,-70.0,-77.0,-60.0,-75.0,14
-59.0,-70.0,-69.0,-60.0,-75.0,14
-59.0,-70.0,-69.0,-60.0,-68.0,14
-59.0,-70.0,-69.0,-63.0,-68.0,14
-59.0,-72.0,-69.0,-63.0,-68.0,14
-59.0,-72.0,-69.0,-60.0,-68.0,14
-58.0,-72.0,-69.0,-60.0,-68.0,14
-58.0,-72.0,-69.0,-63.0,-68.0,14
-58.0,-72.0,-68.0,-63.0,-68.0,14
-58.0,-72.0,-68.0,-63.0,-80.0,14
-58.0,-72.0,-78.0,-63.0,-80.0,14
-59.0,-72.0,-78.0,-63.0,-80.0,14
-59.0,-72.0,-78.0,-61.0,-80.0,14
-59.0,-72.0,-68.0,-61.0,-80.0,14
-58.0,-72.0,-68.0,-61.0,-80.0,14
-58.0,-71.0,-68.0,-61.0,-80.0,14
-58.0,-71.0,-77.0,-61.0,-80.0,14
-59.0,-71.0,-77.0,-61.0,-80.0,14
-59.0,-71.0,-77.0,-61.0,-69.0,14
-58.0,-71.0,-77.0,-61.0,-69.0,14
-58.0,-71.0,-77.0,-61.0,-81.0,14
-58.0,-71.0,-80.0,-61.0,-81.0,14
-59.0,-71.0,-80.0,-61.0,-81.0,14
-59.0,-71.0,-80.0,-61.0,-75.0,14
-59.0,-71.0,-74.0,-61.0,-75.0,14
-59.0,-71.0,-74.0,-68.0,-75.0,14
-58.0,-71.0,-74.0,-68.0,-75.0,14
-58.0,-71.0,-74.0,-68.0,-79.0,14
-58.0,-71.0,-80.0,-68.0,-79.0,14
-58.0,-71.0,-80.0,-63.0,-79.0,14
-59.0,-71.0,-80.0,-63.0,-79.0,14
-59.0,-73.0,-80.0,-63.0,-79.0,14
-59.0,-73.0,-80.0,-63.0,-75.0,14
-59.0,-73.0,-68.0,-63.0,-75.0,14
-59.0,-73.0,-68.0,-60.0,-75.0,14
-58.0,-73.0,-68.0,-60.0,-75.0,14
-58.0,-72.0,-68.0,-60.0,-75.0,14
-58.0,-72.0,-68.0,-60.0,-69.0,14
-58.0,-72.0,-77.0,-60.0,-69.0,14
-58.0,-72.0,-77.0,-62.0,-69.0,14
-58.0,-72.0,-72.0,-62.0,-69.0,14
-58.0,-72.0,-72.0,-60.0,-69.0,14
-58.0,-74.0,-72.0,-60.0,-69.0,14
-58.0,-74.0,-72.0,-60.0,-80.0,14
-58.0,-74.0,-82.0,-60.0,-80.0,14
-58.0,-74.0,-82.0,-67.0,-80.0,14
-58.0,-74.0,-82.0,-67.0,-74.0,14
-58.0,-74.0,-69.0,-67.0,-74.0,14
-58.0,-74.0,-69.0,-60.0,-74.0,14
-58.0,-72.0,-69.0,-60.0,-74.0,14
-58.0,-72.0,-69.0,-60.0,-81.0,14
-58.0,-72.0,-68.0,-60.0,-81.0,14
-58.0,-72.0,-68.0,-67.0,-81.0,14
-58.0,-72.0,-68.0,-67.0,-74.0,14
-58.0,-72.0,-77.0,-67.0,-74.0,14
-58.0,-72.0,-77.0,-64.0,-74.0,14
-58.0,-72.0,-77.0,-64.0,-70.0,14
-58.0,-72.0,-68.0,-64.0,-70.0,14
-58.0,-72.0,-68.0,-68.0,-70.0,14
-58.0,-74.0,-68.0,-68.0,-70.0,14
-58.0,-74.0,-79.0,-68.0,-70.0,14
-58.0,-74.0,-79.0,-63.0,-70.0,14
-59.0,-74.0,-79.0,-63.0,-70.0,14
-59.0,-74.0,-79.0,-63.0,-72.0,14
-59.0,-73.0,-79.0,-63.0,-72.0,14
-59.0,-73.0,-69.0,-63.0,-72.0,14
-59.0,-73.0,-69.0,-60.0,-72.0,14
-58.0,-73.0,-69.0,-60.0,-72.0,14
-58.0,-73.0,-69.0,-60.0,-80.0,14
-58.0,-75.0,-69.0,-60.0,-80.0,14
-58.0,-73.0,-69.0,-60.0,-75.0,14
-58.0,-73.0,-70.0,-60.0,-75.0,14
-58.0,-73.0,-70.0,-60.0,-80.0,14
-58.0,-73.0,-77.0,-60.0,-80.0,14
-58.0,-73.0,-77.0,-62.0,-80.0,14
-58.0,-73.0,-77.0,-62.0,-74.0,14
-58.0,-71.0,-77.0,-62.0,-74.0,14
-58.0,-71.0,-68.0,-62.0,-74.0,14
