0,1,2,3,4,position
-57.0,-69.0,-69.0,-56.0,-61.0,5
-57.0,-69.0,-69.0,-56.0,-63.0,5
-57.0,-69.0,-71.0,-56.0,-63.0,5
-57.0,-68.0,-71.0,-56.0,-63.0,5
-57.0,-65.0,-71.0,-56.0,-63.0,5
-63.0,-65.0,-71.0,-56.0,-63.0,5
-63.0,-65.0,-71.0,-56.0,-61.0,5
-63.0,-65.0,-77.0,-56.0,-61.0,5
-60.0,-65.0,-77.0,-56.0,-61.0,5
-60.0,-65.0,-77.0,-53.0,-61.0,5
-60.0,-65.0,-71.0,-53.0,-61.0,5
-60.0,-67.0,-71.0,-53.0,-61.0,5
-62.0,-67.0,-71.0,-53.0,-61.0,5
-62.0,-67.0,-71.0,-55.0,-61.0,5
-62.0,-67.0,-71.0,-55.0,-65.0,5
-62.0,-67.0,-71.0,-52.0,-65.0,5
-62.0,-67.0,-74.0,-52.0,-65.0,5
-62.0,-67.0,-74.0,-52.0,-60.0,5
-57.0,-67.0,-74.0,-52.0,-60.0,5
-57.0,-67.0,-74.0,-54.0,-60.0,5
-57.0,-67.0,-74.0,-54.0,-63.0,5
-57.0,-67.0,-76.0,-54.0,-63.0,5
-57.0,-65.0,-76.0,-54.0,-63.0,5
-65.0,-65.0,-76.0,-54.0,-63.0,5
-65.0,-65.0,-76.0,-52.0,-63.0,5
-65.0,-65.0,-76.0,-52.0,-60.0,5
-65.0,-65.0,-71.0,-52.0,-60.0,5
-58.0,-65.0,-71.0,-52.0,-60.0,5
-58.0,-69.0,-71.0,-52.0,-60.0,5
-58.0,-69.0,-71.0,-51.0,-60.0,5
-58.0,-69.0,-71.0,-51.0,-62.0,5
-58.0,-69.0,-73.0,-51.0,-62.0,5
-69.0,-69.0,-73.0,-51.0,-62.0,5
-69.0,-73.0,-73.0,-51.0,-62.0,5
-69.0,-73.0,-73.0,-50.0,-62.0,5
-69.0,-73.0,-73.0,-50.0,-59.0,5
-69.0,-73.0,-68.0,-50.0,-59.0,5
-61.0,-73.0,-68.0,-50.0,-59.0,5
-61.0,-71.0,-68.0,-50.0,-59.0,5
-61.0,-71.0,-68.0,-50.0,-61.0,5
-61.0,-71.0,-73.0,-50.0,-61.0,5
-61.0,-71.0,-73.0,-51.0,-61.0,5
-61.0,-71.0,-73.0,-51.0,-60.0,5
-61.0,-71.0,-72.0,-51.0,-60.0,5
-61.0,-71.0,-72.0,-51.0,-63.0,5
-62.0,-71.0,-72.0,-51.0,-63.0,5
-62.0,-67.0,-72.0,-51.0,-63.0,5
-62.0,-67.0,-72.0,-53.0,-63.0,5
-62.0,-67.0,-72.0,-53.0,-60.0,5
-62.0,-67.0,-70.0,-53.0,-60.0,5
-62.0,-70.0,-70.0,-53.0,-60.0,5
-67.0,-70.0,-70.0,-53.0,-60.0,5
-67.0,-70.0,-70.0,-54.0,-60.0,5
-67.0,-70.0,-70.0,-54.0,-64.0,5
-67.0,-66.0,-70.0,-54.0,-64.0,5
-64.0,-66.0,-70.0,-54.0,-64.0,5
-64.0,-66.0,-70.0,-56.0,-64.0,5
-64.0,-66.0,-70.0,-56.0,-59.0,5
-64.0,-66.0,-74.0,-56.0,-59.0,5
-64.0,-69.0,-74.0,-56.0,-59.0,5
-56.0,-69.0,-74.0,-56.0,-59.0,5
-56.0,-69.0,-74.0,-55.0,-59.0,5
-56.0,-69.0,-74.0,-55.0,-62.0,5
-56.0,-69.0,-84.0,-55.0,-62.0,5
-63.0,-69.0,-84.0,-55.0,-62.0,5
-63.0,-67.0,-84.0,-55.0,-62.0,5
-60.0,-69.0,-70.0,-54.0,-58.0,5
-60.0,-69.0,-70.0,-54.0,-62.0,5
-60.0,-69.0,-81.0,-54.0,-62.0,5
-66.0,-69.0,-81.0,-54.0,-62.0,5
-66.0,-69.0,-81.0,-54.0,-59.0,5
-66.0,-69.0,-71.0,-54.0,-59.0,5
-66.0,-70.0,-71.0,-54.0,-59.0,5
-66.0,-70.0,-71.0,-51.0,-59.0,5
-66.0,-70.0,-71.0,-51.0,-61.0,5
-60.0,-70.0,-71.0,-51.0,-61.0,5
-60.0,-66.0,-71.0,-51.0,-61.0,5
-60.0,-66.0,-72.0,-51.0,-61.0,5
-57.0,-66.0,-72.0,-51.0,-61.0,5
-57.0,-69.0,-72.0,-51.0,-61.0,5
-57.0,-69.0,-72.0,-54.0,-61.0,5
-57.0,-69.0,-72.0,-54.0,-62.0,5
-60.0,-69.0,-72.0,-54.0,-62.0,5
-60.0,-66.0,-72.0,-54.0,-62.0,5
-60.0,-66.0,-72.0,-52.0,-62.0,5
-60.0,-66.0,-72.0,-52.0,-63.0,5
-60.0,-66.0,-76.0,-52.0,-63.0,5
-58.0,-66.0,-76.0,-52.0,-63.0,5
-58.0,-67.0,-76.0,-52.0,-63.0,5
-58.0,-67.0,-76.0,-55.0,-63.0,5
-58.0,-67.0,-76.0,-55.0,-59.0,5
-58.0,-67.0,-69.0,-55.0,-59.0,5
-59.0,-67.0,-69.0,-55.0,-59.0,5
-59.0,-64.0,-69.0,-55.0,-59.0,5
-59.0,-64.0,-69.0,-54.0,-59.0,5
-59.0,-64.0,-69.0,-54.0,-63.0,5
-59.0,-64.0,-78.0,-54.0,-63.0,5
-58.0,-64.0,-78.0,-54.0,-63.0,5
-58.0,-66.0,-78.0,-54.0,-63.0,5
-58.0,-66.0,-78.0,-52.0,-63.0,5
-58.0,-66.0,-78.0,-52.0,-59.0,5
-58.0,-66.0,-78.0,-53.0,-59.0,5
-58.0,-69.0,-78.0,-53.0,-59.0,5
-58.0,-69.0,-78.0,-53.0,-65.0,5
-58.0,-69.0,-74.0,-53.0,-65.0,5
-59.0,-69.0,-74.0,-53.0,-65.0,5
-59.0,-69.0,-74.0,-51.0,-65.0,5
-59.0,-65.0,-74.0,-51.0,-65.0,5
-59.0,-65.0,-74.0,-51.0,-61.0,5
-59.0,-65.0,-73.0,-51.0,-61.0,5
-58.0,-65.0,-73.0,-51.0,-61.0,5
-58.0,-74.0,-73.0,-51.0,-61.0,5
-58.0,-74.0,-73.0,-51.0,-66.0,5
-58.0,-74.0,-78.0,-51.0,-66.0,5
-59.0,-74.0,-78.0,-51.0,-66.0,5
-59.0,-74.0,-78.0,-52.0,-66.0,5
-59.0,-65.0,-78.0,-52.0,-66.0,5
-59.0,-65.0,-78.0,-52.0,-60.0,5
