Hora,DiaSemana,busID,Orientacion,ProximaParada,Ruta
3,5,5942,0,MTA_403686,MTANYCT_BX19
21,4,8023,0,MTA_502032,MTANYCT_Q43
12,4,6129,0,MTA_502560,MTANYCT_Q48
23,4,4638,1,MTA_550121,MTABC_Q07
23,4,3684,0,MTA_503404,MTABC_Q60
4,4,4331,0,MTA_101744,MTANYCT_BX30
21,4,5829,0,MTA_401906,MTANYCT_M86
2,5,4686,1,MTA_500426,MTANYCT_Q85
20,4,6110,0,MTA_101702,MTANYCT_BX26
0,5,4718,0,MTA_100025,MTANYCT_BX2
20,4,4150,1,MTA_551699,MTABC_Q60
14,4,572,1,MTA_350245,MTABC_B103
0,5,4027,1,MTA_553275,MTABC_Q72
20,4,7765,1,MTA_102083,MTANYCT_BX31
14,4,6088,0,MTA_402611,MTANYCT_BX7
22,4,3535,1,MTA_552337,MTABC_Q113
3,5,7024,0,MTA_203061,MTANYCT_S40
13,4,1259,0,MTA_401704,MTANYCT_M15+
16,4,5920,0,MTA_103378,MTANYCT_Q44
19,4,4392,1,MTA_402626,MTANYCT_BX7
1,5,538,1,MTA_550473,MTABC_Q53
12,4,4816,1,MTA_503793,MTANYCT_B15
23,4,9457,0,MTA_306801,MTANYCT_B62
19,4,3906,1,MTA_903082,MTANYCT_M42
10,4,8932,1,MTA_301597,MTANYCT_B14
3,5,3839,1,MTA_400122,MTANYCT_M3
20,4,6662,1,MTA_400516,MTANYCT_M1
19,4,5207,1,MTA_403508,MTANYCT_M66
11,4,9588,1,MTA_504119,MTANYCT_B52
0,5,5858,1,MTA_404116,MTANYCT_M34A+
12,4,5961,1,MTA_101374,MTANYCT_BX19
16,4,263,0,MTA_305110,MTANYCT_B61
12,4,4032,0,MTA_503312,MTABC_Q33
12,4,7763,1,MTA_102034,MTANYCT_BX21
11,4,9679,1,MTA_504526,MTANYCT_B62
12,4,499,0,MTA_307840,MTABC_B103
14,4,5058,1,MTA_308354,MTANYCT_B44
13,4,608,0,MTA_551754,MTABC_Q65
13,4,7787,1,MTA_100768,MTANYCT_BX11
18,4,5230,1,MTA_404122,MTANYCT_M66
20,4,4869,1,MTA_302854,MTANYCT_B36
1,5,9646,1,MTA_901022,MTANYCT_B6
5,4,6565,1,MTA_901463,MTANYCT_B26
13,4,8997,1,MTA_901089,MTANYCT_B12
13,4,5979,0,MTA_402656,MTANYCT_M60+
21,4,4517,0,MTA_304396,MTANYCT_B54
11,4,9555,1,MTA_904095,MTANYCT_Q43
15,4,6820,1,MTA_301410,MTANYCT_B12
23,4,4458,0,MTA_502302,MTANYCT_Q46
18,4,9231,1,MTA_306533,MTANYCT_B25
6,4,5546,1,MTA_903146,MTANYCT_M103
3,5,7667,0,MTA_101210,MTANYCT_BX17
16,4,385,0,MTA_307835,MTANYCT_B68
1,5,6640,0,MTA_400616,MTANYCT_M4
10,4,4869,0,MTA_300563,MTANYCT_B6
11,4,4728,1,MTA_104019,MTANYCT_BX15
20,4,3572,0,MTA_504322,MTABC_Q67
11,4,3423,1,MTA_450055,MTABC_BXM7
18,4,5638,1,MTA_403647,MTANYCT_M15
12,4,7612,1,MTA_305743,MTANYCT_B68
0,5,7819,1,MTA_100423,MTANYCT_BX6
22,4,4236,1,MTA_307636,MTANYCT_B41
16,4,4121,1,MTA_203210,MTANYCT_S57
13,4,2170,0,MTA_404888,MTANYCT_X28
17,4,5098,1,MTA_300255,MTANYCT_B3
4,4,187,0,MTA_551859,MTABC_Q66
22,4,612,0,MTA_551005,MTABC_Q25
23,4,2782,1,MTA_404228,MTANYCT_X1
16,4,9548,1,MTA_502115,MTANYCT_Q43
15,4,552,1,MTA_551730,MTABC_Q65
20,4,6893,0,MTA_500856,MTANYCT_Q12
15,4,5616,0,MTA_401897,MTANYCT_M86
18,4,5960,1,MTA_100643,MTANYCT_BX19
21,4,4685,1,MTA_904005,MTANYCT_Q85
12,4,2273,1,MTA_402679,MTANYCT_X63
17,4,5973,0,MTA_402659,MTANYCT_M60+
12,4,3634,0,MTA_503295,MTABC_Q60
12,4,6851,1,MTA_504447,MTANYCT_Q28
2,5,7677,1,MTA_101471,MTANYCT_BX21
3,5,5896,1,MTA_501139,MTANYCT_Q44
9,4,8023,1,MTA_904088,MTANYCT_Q46
14,4,5167,0,MTA_502846,MTANYCT_Q77
15,4,6843,0,MTA_301132,MTANYCT_B15
20,4,229,1,MTA_551866,MTABC_Q66
20,4,4767,1,MTA_102269,MTANYCT_BX22
18,4,2915,1,MTA_403311,MTANYCT_X10
7,4,4825,0,MTA_307989,MTANYCT_B15
15,4,3211,1,MTA_401842,MTABC_QM20
22,4,5182,0,MTA_307920,MTANYCT_B46
14,4,5579,0,MTA_103737,MTANYCT_BX15
18,4,2751,1,MTA_404201,MTANYCT_X1
19,4,7722,1,MTA_402502,MTANYCT_BX15
1,5,3192,1,MTA_501184,MTABC_QM2
14,4,508,0,MTA_308735,MTABC_B103
16,4,5753,0,MTA_101489,MTANYCT_BX22
11,4,7728,1,MTA_101071,MTANYCT_BX15
18,4,218,1,MTA_551922,MTABC_Q66
2,5,535,0,MTA_551851,MTABC_Q66
3,5,3114,0,MTA_550473,MTABC_BM5
20,4,7734,0,MTA_103689,MTANYCT_BX8
11,4,3716,1,MTA_550851,MTABC_Q22
18,4,1020,0,MTA_100294,MTANYCT_BX5
15,4,5623,1,MTA_402838,MTANYCT_M103
23,4,5186,1,MTA_303294,MTANYCT_B41
4,4,4639,1,MTA_503335,MTABC_Q60
20,4,6396,1,MTA_403786,MTANYCT_M11
20,4,4135,0,MTA_202842,MTANYCT_S61
19,4,3970,0,MTA_304402,MTANYCT_B54
15,4,9403,1,MTA_300671,MTANYCT_B6
6,4,8015,1,MTA_502372,MTANYCT_Q46
10,4,6572,0,MTA_300421,MTANYCT_B82
22,4,3023,1,MTA_450014,MTABC_QM20
21,4,2284,0,MTA_505169,MTANYCT_X63
23,4,278,0,MTA_102373,MTANYCT_BX36
14,4,275,0,MTA_101423,MTANYCT_BX21
11,4,6512,0,MTA_503462,MTANYCT_Q58
15,4,6808,1,MTA_307309,MTANYCT_B12
17,4,4785,0,MTA_102590,MTANYCT_BX42
13,4,3801,1,MTA_403168,MTANYCT_M104
21,4,6332,0,MTA_200549,MTANYCT_S62
22,4,3525,1,MTA_550256,MTABC_Q112
23,4,3409,0,MTA_450090,MTABC_BXM7
23,4,7793,0,MTA_403656,MTANYCT_BX36
19,4,6873,1,MTA_904915,MTANYCT_Q32
13,4,3545,0,MTA_552426,MTABC_Q113
22,4,4228,1,MTA_303983,MTANYCT_B49
4,4,257,0,MTA_302874,MTANYCT_B37
15,4,6496,1,MTA_503240,MTANYCT_Q58
16,4,5279,1,MTA_405265,MTANYCT_M14D
16,4,5570,1,MTA_104061,MTANYCT_BX2
22,4,8011,1,MTA_500984,MTANYCT_Q36
20,4,3802,0,MTA_403432,MTANYCT_M98
15,4,3653,1,MTA_503334,MTABC_Q60
12,4,4313,0,MTA_203093,MTANYCT_X7
19,4,8081,1,MTA_501409,MTANYCT_Q17
12,4,9510,1,MTA_307798,MTANYCT_B62
13,4,437,0,MTA_302881,MTANYCT_B37
21,4,5159,1,MTA_500406,MTANYCT_Q4
1,5,7806,0,MTA_103806,MTANYCT_BX6
22,4,4212,0,MTA_403456,MTANYCT_Q32
14,4,9565,0,MTA_500121,MTANYCT_Q2
1,5,593,0,MTA_551613,MTABC_Q53
20,4,7624,1,MTA_403670,MTANYCT_BX36
16,4,4450,0,MTA_203012,MTANYCT_S74
9,4,6582,0,MTA_303360,MTANYCT_B42
13,4,6012,1,MTA_101745,MTABC_Q50
20,4,427,0,MTA_302710,MTANYCT_B35
23,4,4459,0,MTA_500019,MTANYCT_Q1
17,4,7671,1,MTA_102328,MTANYCT_BX35
12,4,5207,0,MTA_403996,MTANYCT_M66
0,5,2414,1,MTA_405277,MTANYCT_X1
10,4,4056,0,MTA_202700,MTANYCT_S91
23,4,4795,1,MTA_102533,MTANYCT_BX40
20,4,4147,0,MTA_551221,MTABC_Q37
23,4,4241,0,MTA_302598,MTANYCT_B31
14,4,5008,0,MTA_303539,MTANYCT_B45
17,4,4160,1,MTA_550108,MTABC_Q07
12,4,2423,0,MTA_203093,MTANYCT_X7
11,4,4385,1,MTA_400811,MTANYCT_BX7
17,4,6002,1,MTA_101728,MTANYCT_BX26
11,4,2085,0,MTA_200394,MTANYCT_X17J
0,5,3324,0,MTA_550263,MTABC_QM21
4,4,5548,1,MTA_403425,MTANYCT_M101
14,4,6509,1,MTA_302513,MTANYCT_B26
19,4,9514,1,MTA_306055,MTANYCT_B57
0,5,3024,0,MTA_400742,MTABC_QM5
22,4,3503,1,MTA_552992,MTABC_Q52
3,5,4232,1,MTA_303308,MTANYCT_B41
16,4,6185,1,MTA_402641,MTANYCT_M100
0,5,5212,1,MTA_400124,MTANYCT_M72
11,4,8071,1,MTA_500686,MTANYCT_Q85
18,4,5959,0,MTA_102976,MTANYCT_BX15
0,5,4182,0,MTA_503096,MTANYCT_Q12
12,4,3396,1,MTA_150056,MTABC_BXM7
13,4,6191,0,MTA_502462,MTANYCT_Q20A
22,4,4170,0,MTA_804059,MTANYCT_Q58
12,4,7055,1,MTA_201548,MTANYCT_S48
14,4,6708,1,MTA_403362,MTANYCT_M7
18,4,6559,1,MTA_504314,MTANYCT_Q54
12,4,447,0,MTA_308082,MTANYCT_B61
11,4,6457,1,MTA_501414,MTANYCT_Q43
3,5,7772,1,MTA_403712,MTANYCT_BX33
17,4,7659,1,MTA_103211,MTANYCT_BX32
11,4,3683,0,MTA_550740,MTABC_Q35
11,4,5223,0,MTA_903094,MTANYCT_M57
14,4,4350,1,MTA_100199,MTANYCT_BX3
0,5,1212,1,MTA_100849,MTANYCT_BX12+
17,4,5107,0,MTA_300035,MTANYCT_B1
5,4,326,1,MTA_101459,MTANYCT_BX21
1,5,3927,1,MTA_403854,MTANYCT_M21
21,4,3324,0,MTA_450081,MTABC_QM21
20,4,4069,0,MTA_100948,MTANYCT_BX24
3,5,5727,0,MTA_802062,MTANYCT_BX22
21,4,9673,1,MTA_504377,MTANYCT_Q55
3,5,3397,1,MTA_103181,MTABC_BXM8
20,4,6681,1,MTA_403372,MTANYCT_M11
12,4,278,1,MTA_803005,MTANYCT_BX35
7,4,4228,1,MTA_303310,MTANYCT_B41
19,4,9514,1,MTA_307977,MTANYCT_B57
21,4,3007,0,MTA_552521,MTABC_QM8
21,4,4815,1,MTA_307249,MTANYCT_B25
11,4,4379,0,MTA_100461,MTANYCT_BX10
19,4,5689,0,MTA_101375,MTANYCT_BX2
10,4,1247,0,MTA_401442,MTANYCT_M60+
10,4,551,0,MTA_551890,MTABC_Q66
22,4,7086,0,MTA_905142,MTANYCT_S93
23,4,4881,1,MTA_901058,MTANYCT_B36
11,4,4860,1,MTA_901339,MTANYCT_B64
20,4,6673,0,MTA_403457,MTANYCT_M3
18,4,670,1,MTA_305853,MTANYCT_B61
10,4,6014,0,MTA_100294,MTABC_Q50
12,4,6780,0,MTA_401941,MTANYCT_M96
12,4,297,1,MTA_803062,MTANYCT_BX6
4,4,4880,0,MTA_302826,MTANYCT_B36
3,5,4661,0,MTA_500391,MTANYCT_Q4
20,4,2799,1,MTA_905051,MTANYCT_X5
12,4,6736,0,MTA_403851,MTANYCT_M21
11,4,5765,0,MTA_104328,MTANYCT_BX12
13,4,3117,NULL,NULL,NULL
21,4,6444,0,MTA_501674,MTANYCT_Q27
21,4,4839,1,MTA_300466,MTANYCT_B82
18,4,309,1,MTA_103668,MTANYCT_BX31
10,4,3593,1,MTA_552988,MTABC_Q18
9,4,5681,1,MTA_101231,MTANYCT_BX15
20,4,4629,0,MTA_303630,MTANYCT_B46
11,4,395,1,MTA_302761,MTANYCT_B35
22,4,5893,0,MTA_402679,MTANYCT_M101
2,5,6503,1,MTA_504249,MTANYCT_B38
17,4,4021,0,MTA_553285,MTABC_Q70
14,4,4494,0,MTA_551073,MTABC_Q29
13,4,4520,0,MTA_504282,MTANYCT_Q54
23,4,2772,1,MTA_805013,MTANYCT_X2
2,5,4207,0,MTA_503309,MTANYCT_Q32
16,4,6018,0,MTA_553163,MTABC_Q50
0,5,4009,1,MTA_550063,MTABC_Q06
12,4,3743,0,MTA_550349,MTABC_Q10
15,4,6751,1,MTA_400292,MTANYCT_M3
10,4,3678,1,MTA_550452,MTABC_Q11
13,4,197,0,MTA_551897,MTABC_Q66
12,4,5585,0,MTA_100571,MTANYCT_BX9
21,4,4076,1,MTA_102999,MTANYCT_BX30
14,4,3424,1,MTA_450446,MTABC_BXM9
14,4,321,0,MTA_101389,MTANYCT_BX21
23,4,6045,0,MTA_404302,MTANYCT_Q32
12,4,276,0,MTA_102047,MTANYCT_BX31
22,4,4828,0,MTA_301127,MTANYCT_B15
12,4,8849,1,MTA_550653,MTABC_Q39
14,4,6655,0,MTA_401021,MTANYCT_M7
0,5,3703,1,MTA_552406,MTABC_Q112
22,4,3141,0,MTA_450021,MTABC_QM5
11,4,6021,1,MTA_101751,MTABC_BX23
5,4,307,1,MTA_100416,MTANYCT_BX6
22,4,3368,1,MTA_450451,MTABC_BXM7
21,4,7813,0,MTA_101837,MTANYCT_BX27
21,4,3998,1,MTA_550350,MTABC_Q37
17,4,3760,1,MTA_550065,MTABC_Q06
13,4,3756,0,MTA_552993,MTABC_Q21
16,4,4675,1,MTA_904005,MTANYCT_Q85
14,4,3940,1,MTA_402055,MTANYCT_M9
1,5,3715,1,MTA_551172,MTABC_Q35
4,4,2424,1,MTA_200375,MTANYCT_X1
16,4,5887,0,MTA_402679,MTANYCT_M103
9,4,4772,1,MTA_102679,MTANYCT_BX40
16,4,260,0,MTA_300804,MTANYCT_B8
11,4,7694,0,MTA_102283,MTANYCT_BX35
22,4,9272,0,MTA_904075,MTANYCT_Q30
13,4,3109,1,MTA_100705,MTABC_BXM1
20,4,8072,1,MTA_500100,MTANYCT_Q3
0,5,4740,0,MTA_100048,MTANYCT_BX1
19,4,580,0,MTA_350117,MTABC_B100
19,4,5295,1,MTA_402154,MTANYCT_M23
22,4,666,0,MTA_305892,MTANYCT_B70
4,4,4536,0,MTA_504549,MTANYCT_B62
18,4,266,1,MTA_100779,MTANYCT_BX11
20,4,6098,1,MTA_201569,MTANYCT_S98
1,5,9073,1,MTA_501380,MTANYCT_Q17
3,5,8079,0,MTA_503937,MTANYCT_Q5
19,4,7647,0,MTA_102276,MTANYCT_BX35
16,4,7693,0,MTA_100376,MTANYCT_BX6
17,4,574,0,MTA_308735,MTABC_B103
10,4,3868,0,MTA_401412,MTANYCT_M11
0,5,276,0,MTA_802104,MTANYCT_BX31
18,4,601,1,MTA_551319,MTABC_Q38
10,4,5079,0,MTA_302791,MTANYCT_B36
3,5,7728,0,MTA_102401,MTANYCT_BX36
21,4,4251,1,MTA_805071,MTANYCT_S89
0,5,5942,1,MTA_403693,MTANYCT_BX19
19,4,4150,0,MTA_550184,MTABC_Q60
2,5,3903,0,MTA_402211,MTANYCT_M31
23,4,5099,1,MTA_300624,MTANYCT_B6
16,4,3538,0,MTA_552249,MTABC_Q110
4,4,4923,1,MTA_804061,MTANYCT_Q17
22,4,5807,0,MTA_102590,MTANYCT_BX42
19,4,7690,0,MTA_403656,MTANYCT_BX36
3,5,8059,1,MTA_501397,MTANYCT_Q17
21,4,9415,0,MTA_300547,MTANYCT_B6
21,4,6129,0,MTA_503096,MTANYCT_Q12
19,4,9221,1,MTA_904005,MTANYCT_Q85
5,4,452,0,MTA_308324,MTANYCT_B63
22,4,4510,1,MTA_502868,MTABC_Q72
22,4,187,0,MTA_550070,MTABC_Q53
17,4,6191,1,MTA_804061,MTANYCT_Q20A
1,5,4164,0,MTA_550034,MTABC_Q06
19,4,3769,1,MTA_552398,MTABC_Q112
20,4,4651,1,MTA_551450,MTABC_Q40
13,4,3947,0,MTA_903046,MTANYCT_M42
22,4,2125,0,MTA_350104,MTABC_BM2
12,4,8756,1,MTA_551399,MTABC_Q39
16,4,5322,1,MTA_103121,MTANYCT_BX39
12,4,3657,0,MTA_550243,MTABC_Q09
22,4,5812,1,MTA_100096,MTANYCT_BX2
20,4,439,1,MTA_306701,MTANYCT_B4
15,4,298,1,MTA_403653,MTANYCT_BX36
0,5,5059,0,MTA_303902,MTANYCT_B49
17,4,1203,0,MTA_103947,MTANYCT_BX12+
20,4,2261,0,MTA_904036,MTANYCT_X64
0,5,3732,1,MTA_550646,MTABC_Q19
22,4,5117,0,MTA_300206,MTANYCT_B3
2,5,4359,1,MTA_400811,MTANYCT_BX7
20,4,631,0,MTA_551743,MTABC_Q65
20,4,3010,0,MTA_553178,MTABC_QM10
21,4,5236,1,MTA_405297,MTANYCT_M104
1,5,6183,0,MTA_201030,MTANYCT_S78
12,4,9695,1,MTA_300876,MTANYCT_B49
11,4,3585,1,MTA_552954,MTABC_Q69
17,4,8028,1,MTA_504525,MTANYCT_Q43
15,4,5713,1,MTA_100109,MTANYCT_BX1
15,4,5835,1,MTA_903147,MTANYCT_M101
15,4,4216,0,MTA_400359,MTANYCT_Q32
2,5,5858,1,MTA_403359,MTANYCT_M34A+
0,5,4402,1,MTA_100779,MTANYCT_BX13
16,4,2412,1,MTA_400323,MTANYCT_X1
13,4,3390,0,MTA_552504,MTABC_QM2
16,4,6563,1,MTA_304198,MTANYCT_B52
18,4,6604,1,MTA_553257,MTANYCT_B15
15,4,7727,0,MTA_403658,MTANYCT_BX36
3,5,4158,1,MTA_551700,MTABC_Q60
11,4,7570,0,MTA_901328,MTANYCT_B67
2,5,578,1,MTA_300788,MTABC_B100
15,4,4084,0,MTA_103013,MTANYCT_BX26
12,4,4418,1,MTA_101756,MTANYCT_BX26
19,4,3827,1,MTA_400640,MTANYCT_M98
2,5,5317,0,MTA_103588,MTANYCT_BX12+
0,5,6888,1,MTA_904016,MTANYCT_Q12
19,4,7769,1,MTA_103897,MTANYCT_BX36
23,4,8904,0,MTA_503283,MTANYCT_Q56
12,4,2806,0,MTA_404887,MTANYCT_X17A
22,4,3904,0,MTA_401992,MTANYCT_M116
13,4,1238,1,MTA_401771,MTANYCT_M15+
7,4,3680,1,MTA_551825,MTABC_Q64
23,4,6598,1,MTA_302034,MTANYCT_B83
2,5,6679,0,MTA_401025,MTANYCT_M11
17,4,5211,1,MTA_402300,MTANYCT_M72
11,4,3150,1,MTA_450419,MTABC_BM3
15,4,8920,0,MTA_553078,MTABC_Q69
13,4,4322,0,MTA_404887,MTANYCT_X19
20,4,6760,0,MTA_401934,MTANYCT_M106
19,4,6484,1,MTA_501318,MTANYCT_Q2
21,4,4099,0,MTA_404026,MTANYCT_BX7
23,4,4540,1,MTA_504404,MTANYCT_Q59
2,5,399,0,MTA_308301,MTANYCT_B68
8,4,452,1,NULL,MTANYCT_B63
22,4,7784,1,MTA_100559,MTANYCT_BX36
16,4,5964,0,MTA_102976,MTANYCT_BX15
20,4,3063,0,MTA_403640,MTABC_QM1
18,4,4761,0,MTA_103588,MTANYCT_BX12+
19,4,7699,0,MTA_103077,MTANYCT_BX8
12,4,8062,0,MTA_503791,MTANYCT_Q4
12,4,9167,1,MTA_503320,MTABC_Q47
13,4,9568,1,MTA_901022,MTANYCT_B6
20,4,4649,1,MTA_550199,MTABC_Q08
17,4,6866,1,MTA_500917,MTANYCT_Q13
11,4,3897,1,MTA_400744,MTANYCT_M31
13,4,5203,1,MTA_403513,MTANYCT_M66
15,4,9468,1,MTA_901325,MTANYCT_Q59
10,4,2827,0,MTA_203485,MTANYCT_X22A
12,4,5556,0,MTA_550331,MTABC_Q10
18,4,8023,1,MTA_503687,MTANYCT_Q43
12,4,3384,1,MTA_402831,MTABC_BXM1
6,4,6746,0,MTA_402535,MTANYCT_M5
19,4,5089,0,MTA_300424,MTANYCT_B6
0,5,5894,0,MTA_402512,MTANYCT_M101
14,4,8964,1,MTA_300489,MTANYCT_B82
12,4,5772,0,MTA_102793,MTANYCT_BX41+
18,4,4525,1,MTA_307152,MTANYCT_B54
1,5,5713,0,MTA_103970,MTANYCT_BX1
18,4,9543,0,MTA_500750,MTANYCT_Q43
1,5,3722,0,MTA_551667,MTABC_Q60
18,4,5229,0,MTA_903145,MTANYCT_M9
11,4,4132,1,MTA_550194,MTABC_Q08
2,5,5098,1,MTA_307478,MTANYCT_B6
15,4,5290,0,MTA_401577,MTANYCT_M14A
15,4,4154,0,MTA_503296,MTABC_Q60
3,5,3749,0,MTA_550002,MTABC_Q06
21,4,3878,0,MTA_400599,MTANYCT_M5
11,4,3989,0,MTA_504283,MTANYCT_Q54
20,4,7647,0,MTA_101784,MTANYCT_BX35
12,4,5001,0,MTA_303360,MTANYCT_B42
15,4,3214,1,MTA_450453,MTABC_QM6
13,4,2455,0,MTA_404892,MTANYCT_X28
17,4,6045,1,MTA_501203,MTANYCT_Q15
13,4,3572,0,MTA_502540,MTABC_Q33
12,4,3338,1,MTA_403457,MTABC_BM1
20,4,5825,1,MTA_404171,MTANYCT_M103
16,4,6657,0,MTA_401272,MTANYCT_M10
18,4,6707,1,MTA_400124,MTANYCT_M2
15,4,5113,1,MTA_300662,MTANYCT_B6
10,4,3502,0,MTA_551486,MTABC_Q41
20,4,5780,0,MTA_102793,MTANYCT_BX41+
11,4,2144,0,MTA_404906,MTANYCT_X28
19,4,2787,1,MTA_905051,MTANYCT_X8
20,4,3989,1,MTA_504450,MTANYCT_Q54
20,4,6316,1,MTA_305167,MTANYCT_B62
20,4,5210,1,MTA_403986,MTANYCT_M57
20,4,665,1,MTA_300064,MTANYCT_B9
22,4,7687,0,MTA_101221,MTANYCT_BX17
13,4,5862,0,MTA_403191,MTANYCT_M34+
11,4,204,0,MTA_551761,MTABC_Q66
0,5,201,1,MTA_551356,MTABC_Q38
8,4,4021,0,MTA_553284,MTABC_Q70
12,4,5097,1,MTA_300624,MTANYCT_B6
11,4,4457,1,MTA_503247,MTANYCT_Q83
16,4,235,0,MTA_308130,MTANYCT_B63
18,4,4958,1,MTA_901093,MTANYCT_B46
14,4,4553,0,MTA_307460,MTANYCT_B38
2,5,6833,1,MTA_306259,MTANYCT_B83
21,4,2429,1,MTA_404175,MTANYCT_X5
11,4,4821,1,MTA_306452,MTANYCT_B82
10,4,6038,0,MTA_100679,MTANYCT_BX10
9,4,5301,1,MTA_403380,MTANYCT_M14D
14,4,3110,1,MTA_100707,MTABC_BXM2
15,4,1216,0,MTA_103588,MTANYCT_BX12+
14,4,6019,1,MTA_150138,MTABC_Q50
22,4,4693,1,MTA_501368,MTANYCT_Q17
17,4,6869,1,MTA_904095,MTANYCT_Q31
22,4,2070,1,MTA_404914,MTANYCT_X28
11,4,6506,0,MTA_301958,MTANYCT_B20
14,4,3559,0,MTA_552353,MTABC_Q111
3,5,5636,1,MTA_401749,MTANYCT_M15
3,5,617,0,MTA_501356,MTABC_Q25
16,4,5829,0,MTA_403518,MTANYCT_M86
19,4,6397,0,MTA_401034,MTANYCT_M7
13,4,6828,0,MTA_301310,MTANYCT_B12
9,4,4440,0,MTA_200661,MTANYCT_S78
21,4,4100,1,MTA_307596,MTANYCT_B52
0,5,4879,0,MTA_300578,MTANYCT_B6
12,4,6846,0,MTA_500854,MTANYCT_Q26
17,4,4567,0,MTA_306161,MTANYCT_B47
18,4,4710,1,MTA_100133,MTANYCT_BX1
21,4,3318,0,MTA_450417,MTABC_QM17
22,4,5729,0,MTA_802009,MTANYCT_BX39
0,5,531,1,MTA_551738,MTABC_Q65
22,4,7805,0,MTA_102191,MTANYCT_BX33
11,4,6192,1,MTA_201112,MTANYCT_S78
13,4,609,1,MTA_503845,MTABC_Q66
19,4,4629,1,MTA_303692,MTANYCT_B46
3,5,5130,0,MTA_308281,MTANYCT_B49
3,5,5158,1,MTA_500209,MTANYCT_Q3
15,4,9442,0,MTA_503469,MTANYCT_Q59
21,4,4579,0,MTA_303407,MTANYCT_B44
15,4,9403,1,MTA_308050,MTANYCT_B6
11,4,6585,0,MTA_301727,MTANYCT_B17
17,4,271,0,MTA_403783,MTANYCT_BX11
11,4,3211,1,MTA_552532,MTABC_QM6
21,4,9415,0,MTA_901012,MTANYCT_B6
23,4,3643,1,MTA_550851,MTABC_Q22
18,4,5932,0,MTA_502184,MTANYCT_Q44
9,4,3456,1,MTA_450451,MTABC_BXM7
4,4,7591,0,MTA_303714,MTANYCT_B43
19,4,4132,0,MTA_503674,MTABC_Q09
17,4,3518,1,MTA_552492,MTABC_Q113
11,4,7742,0,MTA_403697,MTANYCT_BX6
12,4,2874,0,MTA_402145,MTANYCT_X14
23,4,7751,0,MTA_403656,MTANYCT_BX35
12,4,4584,1,MTA_303170,MTANYCT_B46
10,4,5216,1,MTA_803057,MTANYCT_M66
4,4,9475,0,MTA_302297,MTANYCT_B62
21,4,2792,1,MTA_402169,MTANYCT_X9
20,4,7615,0,MTA_301611,MTANYCT_B16
21,4,665,0,MTA_300944,MTANYCT_B9
14,4,5837,1,MTA_803166,MTANYCT_M86
16,4,5189,1,MTA_303672,MTANYCT_B46
9,4,4081,0,MTA_104257,MTANYCT_BX16
11,4,5841,1,MTA_403418,MTANYCT_M101
0,5,6441,0,MTA_502071,MTANYCT_Q43
20,4,7743,0,MTA_103906,MTANYCT_BX21
20,4,8087,1,MTA_504955,MTANYCT_Q85
15,4,3833,0,MTA_401021,MTANYCT_M11
12,4,5622,1,MTA_401744,MTANYCT_M15
19,4,4380,0,MTA_401447,MTANYCT_M100
23,4,5266,0,MTA_401507,MTANYCT_M14D
21,4,4820,0,MTA_301109,MTANYCT_B15
9,4,5925,0,MTA_103996,MTANYCT_Q44
18,4,9453,0,MTA_901326,MTANYCT_B32
22,4,7748,1,MTA_100532,MTANYCT_BX8
19,4,458,0,MTA_303710,MTANYCT_B43
23,4,4918,0,MTA_303042,MTANYCT_B38
17,4,4590,1,MTA_307460,MTANYCT_B41
2,5,6552,1,MTA_303074,MTANYCT_B38
3,5,214,1,MTA_550417,MTABC_Q53
19,4,4341,0,MTA_100657,MTANYCT_BX10
21,4,3683,0,MTA_550775,MTABC_Q22
4,4,6886,0,MTA_501001,MTANYCT_Q28
12,4,6096,0,MTA_101750,MTANYCT_BX30
15,4,9487,0,MTA_306960,MTANYCT_B62
22,4,3122,1,MTA_401840,MTABC_QM15
23,4,9485,0,MTA_307809,MTANYCT_B24
13,4,4168,1,MTA_550050,MTABC_Q06
13,4,9444,1,MTA_304703,MTANYCT_B57
12,4,9531,0,MTA_500003,MTANYCT_Q2
11,4,3222,1,MTA_552923,MTABC_QM5
23,4,6570,0,MTA_301545,MTANYCT_B14
1,5,8027,1,MTA_502256,MTANYCT_Q27
13,4,2890,0,MTA_401797,MTANYCT_X15
17,4,5778,0,MTA_103980,MTANYCT_BX41+
11,4,7699,1,MTA_102411,MTANYCT_BX36
22,4,4502,0,MTA_550881,MTABC_Q23
10,4,263,0,MTA_302678,MTANYCT_B35
13,4,9616,0,MTA_300541,MTANYCT_B6
21,4,2064,1,MTA_404239,MTANYCT_X2
12,4,5579,1,MTA_101058,MTANYCT_BX15
16,4,5549,0,MTA_401946,MTANYCT_M101
18,4,4519,1,MTA_503529,MTANYCT_Q58
21,4,356,0,MTA_305341,MTANYCT_B63
17,4,8843,1,MTA_503429,MTANYCT_Q56
18,4,9624,0,MTA_501561,MTANYCT_Q27
12,4,7081,0,MTA_200546,MTANYCT_S66
14,4,4984,1,MTA_503793,MTANYCT_B15
18,4,5799,0,MTA_102587,MTANYCT_BX40
23,4,4082,0,MTA_101863,MTANYCT_BX28
18,4,9499,0,MTA_301033,MTANYCT_B20
10,4,442,0,MTA_308059,MTANYCT_B69
10,4,4671,0,MTA_500197,MTANYCT_Q3
11,4,3287,1,MTA_401840,MTABC_QM24
23,4,6498,1,MTA_302421,MTANYCT_B26
20,4,7620,1,MTA_102431,MTANYCT_BX36
