0,1,2,3,4,position
-66.0,-58.0,-66.0,-53.0,-60.0,6
-66.0,-59.0,-66.0,-53.0,-60.0,6
-66.0,-59.0,-66.0,-64.0,-60.0,6
-66.0,-59.0,-68.0,-64.0,-60.0,6
-66.0,-59.0,-68.0,-64.0,-59.0,6
-67.0,-59.0,-68.0,-64.0,-59.0,6
-67.0,-59.0,-68.0,-53.0,-59.0,6
-67.0,-59.0,-65.0,-53.0,-59.0,6
-67.0,-59.0,-71.0,-53.0,-59.0,6
-67.0,-59.0,-71.0,-53.0,-62.0,6
-73.0,-59.0,-71.0,-53.0,-62.0,6
-73.0,-59.0,-71.0,-63.0,-62.0,6
-73.0,-59.0,-67.0,-63.0,-62.0,6
-73.0,-59.0,-67.0,-63.0,-59.0,6
-73.0,-58.0,-67.0,-63.0,-59.0,6
-67.0,-58.0,-67.0,-63.0,-59.0,6
-67.0,-58.0,-67.0,-60.0,-59.0,6
-67.0,-58.0,-66.0,-60.0,-59.0,6
-67.0,-59.0,-66.0,-60.0,-59.0,6
-81.0,-59.0,-66.0,-60.0,-59.0,6
-81.0,-57.0,-66.0,-60.0,-59.0,6
-59.0,-57.0,-66.0,-60.0,-59.0,6
-59.0,-57.0,-66.0,-62.0,-59.0,6
-59.0,-57.0,-67.0,-62.0,-59.0,6
-59.0,-57.0,-67.0,-62.0,-61.0,6
-59.0,-58.0,-67.0,-62.0,-61.0,6
-68.0,-58.0,-67.0,-62.0,-61.0,6
-68.0,-58.0,-67.0,-53.0,-61.0,6
-68.0,-58.0,-69.0,-53.0,-61.0,6
-68.0,-58.0,-69.0,-53.0,-59.0,6
-68.0,-57.0,-69.0,-53.0,-59.0,6
-68.0,-57.0,-67.0,-53.0,-59.0,6
-68.0,-57.0,-67.0,-53.0,-61.0,6
-68.0,-59.0,-67.0,-53.0,-61.0,6
-73.0,-59.0,-67.0,-53.0,-61.0,6
-73.0,-59.0,-67.0,-53.0,-62.0,6
-73.0,-58.0,-67.0,-53.0,-62.0,6
-69.0,-58.0,-67.0,-53.0,-62.0,6
-69.0,-58.0,-67.0,-53.0,-61.0,6
-69.0,-59.0,-67.0,-53.0,-61.0,6
-74.0,-59.0,-67.0,-53.0,-61.0,6
-74.0,-59.0,-67.0,-53.0,-59.0,6
-59.0,-59.0,-67.0,-53.0,-59.0,6
-59.0,-59.0,-66.0,-53.0,-59.0,6
-74.0,-59.0,-66.0,-53.0,-59.0,6
-74.0,-59.0,-66.0,-52.0,-59.0,6
-74.0,-59.0,-69.0,-52.0,-59.0,6
-74.0,-58.0,-69.0,-52.0,-59.0,6
-59.0,-58.0,-69.0,-52.0,-59.0,6
-59.0,-58.0,-69.0,-62.0,-59.0,6
-59.0,-58.0,-66.0,-62.0,-59.0,6
-59.0,-58.0,-66.0,-62.0,-61.0,6
-75.0,-58.0,-66.0,-62.0,-61.0,6
-75.0,-58.0,-66.0,-52.0,-61.0,6
-75.0,-58.0,-69.0,-52.0,-61.0,6
-75.0,-57.0,-69.0,-52.0,-61.0,6
-59.0,-57.0,-69.0,-52.0,-61.0,6
-59.0,-57.0,-69.0,-62.0,-61.0,6
-59.0,-58.0,-69.0,-62.0,-61.0,6
-59.0,-58.0,-70.0,-52.0,-59.0,6
-59.0,-59.0,-70.0,-52.0,-59.0,6
-60.0,-59.0,-70.0,-52.0,-59.0,6
-60.0,-59.0,-70.0,-62.0,-59.0,6
-60.0,-59.0,-70.0,-62.0,-58.0,6
-67.0,-59.0,-70.0,-62.0,-58.0,6
-67.0,-59.0,-70.0,-61.0,-58.0,6
-67.0,-58.0,-70.0,-61.0,-58.0,6
-60.0,-58.0,-70.0,-61.0,-58.0,6
-60.0,-58.0,-70.0,-52.0,-58.0,6
-60.0,-57.0,-70.0,-52.0,-58.0,6
-60.0,-57.0,-70.0,-52.0,-59.0,6
-78.0,-57.0,-70.0,-52.0,-59.0,6
-78.0,-57.0,-66.0,-52.0,-59.0,6
-78.0,-57.0,-66.0,-61.0,-59.0,6
-78.0,-58.0,-66.0,-61.0,-59.0,6
-78.0,-58.0,-66.0,-61.0,-60.0,6
-78.0,-58.0,-66.0,-51.0,-60.0,6
-78.0,-57.0,-66.0,-51.0,-60.0,6
-78.0,-57.0,-66.0,-51.0,-59.0,6
-78.0,-57.0,-66.0,-60.0,-59.0,6
-78.0,-58.0,-66.0,-60.0,-59.0,6
-78.0,-58.0,-66.0,-60.0,-61.0,6
-59.0,-58.0,-66.0,-60.0,-61.0,6
-59.0,-58.0,-69.0,-60.0,-61.0,6
-59.0,-58.0,-69.0,-52.0,-61.0,6
-78.0,-58.0,-69.0,-52.0,-59.0,6
-78.0,-58.0,-68.0,-52.0,-59.0,6
-78.0,-58.0,-68.0,-61.0,-59.0,6
-78.0,-58.0,-68.0,-61.0,-60.0,6
-64.0,-58.0,-68.0,-61.0,-60.0,6
-64.0,-58.0,-66.0,-61.0,-60.0,6
-64.0,-58.0,-66.0,-52.0,-60.0,6
-73.0,-58.0,-66.0,-52.0,-60.0,6
-73.0,-57.0,-66.0,-52.0,-60.0,6
-62.0,-57.0,-66.0,-52.0,-60.0,6
-62.0,-59.0,-66.0,-52.0,-60.0,6
-62.0,-59.0,-66.0,-52.0,-61.0,6
-58.0,-59.0,-66.0,-52.0,-61.0,6
-58.0,-59.0,-66.0,-63.0,-61.0,6
-58.0,-59.0,-66.0,-63.0,-60.0,6
-61.0,-59.0,-66.0,-63.0,-60.0,6
-61.0,-57.0,-66.0,-63.0,-60.0,6
-61.0,-57.0,-66.0,-63.0,-62.0,6
-57.0,-57.0,-66.0,-63.0,-62.0,6
-57.0,-57.0,-66.0,-63.0,-59.0,6
-59.0,-57.0,-66.0,-63.0,-59.0,6
-59.0,-60.0,-66.0,-63.0,-59.0,6
-59.0,-60.0,-66.0,-65.0,-59.0,6
-59.0,-60.0,-66.0,-65.0,-60.0,6
-58.0,-60.0,-66.0,-65.0,-60.0,6
-58.0,-58.0,-66.0,-65.0,-60.0,6
-58.0,-58.0,-69.0,-65.0,-60.0,6
-59.0,-58.0,-69.0,-65.0,-60.0,6
-59.0,-58.0,-69.0,-51.0,-60.0,6
-59.0,-58.0,-68.0,-51.0,-60.0,6
-59.0,-58.0,-68.0,-51.0,-63.0,6
-58.0,-58.0,-68.0,-51.0,-60.0,6
-58.0,-59.0,-68.0,-51.0,-60.0,6
-58.0,-59.0,-66.0,-51.0,-60.0,6
-58.0,-59.0,-66.0,-51.0,-62.0,6
-57.0,-59.0,-66.0,-51.0,-62.0,6
-57.0,-59.0,-69.0,-51.0,-62.0,6
-57.0,-59.0,-69.0,-57.0,-62.0,6
-57.0,-59.0,-69.0,-57.0,-64.0,6
-62.0,-59.0,-69.0,-57.0,-64.0,6
-62.0,-59.0,-69.0,-51.0,-64.0,6
-62.0,-59.0,-69.0,-51.0,-63.0,6
-67.0,-59.0,-69.0,-51.0,-63.0,6
-67.0,-58.0,-69.0,-51.0,-63.0,6
-67.0,-58.0,-69.0,-55.0,-63.0,6
-67.0,-58.0,-66.0,-55.0,-63.0,6
-67.0,-58.0,-66.0,-55.0,-62.0,6
-60.0,-58.0,-66.0,-55.0,-62.0,6
-60.0,-59.0,-66.0,-55.0,-62.0,6
-60.0,-59.0,-66.0,-57.0,-62.0,6
-60.0,-59.0,-66.0,-57.0,-64.0,6
-55.0,-59.0,-66.0,-57.0,-64.0,6
-55.0,-59.0,-66.0,-51.0,-64.0,6
-55.0,-59.0,-69.0,-51.0,-64.0,6
-55.0,-59.0,-69.0,-51.0,-60.0,6
-55.0,-58.0,-69.0,-51.0,-60.0,6
-64.0,-58.0,-69.0,-51.0,-60.0,6
-64.0,-58.0,-69.0,-60.0,-60.0,6
-64.0,-58.0,-67.0,-60.0,-60.0,6
-64.0,-58.0,-67.0,-60.0,-62.0,6
-64.0,-57.0,-67.0,-60.0,-62.0,6
-64.0,-57.0,-67.0,-56.0,-62.0,6
-64.0,-57.0,-68.0,-56.0,-62.0,6
-62.0,-57.0,-68.0,-56.0,-62.0,6
-62.0,-57.0,-70.0,-56.0,-62.0,6
-62.0,-57.0,-70.0,-56.0,-59.0,6
-62.0,-59.0,-70.0,-56.0,-59.0,6
-54.0,-59.0,-70.0,-56.0,-59.0,6
-54.0,-59.0,-69.0,-56.0,-59.0,6
-54.0,-59.0,-69.0,-56.0,-62.0,6
-54.0,-57.0,-69.0,-56.0,-62.0,6
-58.0,-57.0,-69.0,-56.0,-62.0,6
-58.0,-57.0,-69.0,-59.0,-62.0,6
-58.0,-57.0,-64.0,-59.0,-62.0,6
-58.0,-58.0,-64.0,-59.0,-62.0,6
-54.0,-58.0,-64.0,-59.0,-62.0,6
-54.0,-58.0,-64.0,-58.0,-62.0,6
-54.0,-58.0,-68.0,-58.0,-62.0,6
-54.0,-58.0,-68.0,-58.0,-61.0,6
-54.0,-57.0,-68.0,-58.0,-61.0,6
-58.0,-57.0,-68.0,-58.0,-61.0,6
-58.0,-57.0,-68.0,-63.0,-61.0,6
-58.0,-57.0,-63.0,-63.0,-61.0,6
-58.0,-57.0,-63.0,-63.0,-60.0,6
-58.0,-58.0,-63.0,-63.0,-60.0,6
-58.0,-58.0,-63.0,-56.0,-60.0,6
-58.0,-58.0,-68.0,-56.0,-60.0,6
-58.0,-58.0,-68.0,-56.0,-61.0,6
-67.0,-58.0,-68.0,-56.0,-61.0,6
-67.0,-59.0,-68.0,-56.0,-61.0,6
-67.0,-59.0,-68.0,-70.0,-61.0,6
-67.0,-59.0,-65.0,-70.0,-61.0,6
-67.0,-58.0,-65.0,-70.0,-61.0,6
-69.0,-58.0,-65.0,-70.0,-61.0,6
-69.0,-58.0,-65.0,-59.0,-61.0,6
-69.0,-58.0,-69.0,-59.0,-61.0,6
-69.0,-58.0,-69.0,-59.0,-62.0,6
-69.0,-60.0,-69.0,-59.0,-62.0,6
-60.0,-60.0,-69.0,-59.0,-62.0,6
-60.0,-60.0,-69.0,-66.0,-62.0,6
-60.0,-60.0,-69.0,-66.0,-59.0,6
-60.0,-59.0,-69.0,-66.0,-62.0,6
-60.0,-59.0,-69.0,-61.0,-62.0,6
-60.0,-59.0,-69.0,-65.0,-62.0,6
-60.0,-59.0,-66.0,-65.0,-62.0,6
-60.0,-59.0,-66.0,-65.0,-61.0,6
-61.0,-59.0,-66.0,-65.0,-61.0,6
-70.0,-59.0,-71.0,-59.0,-61.0,6
-70.0,-59.0,-69.0,-59.0,-61.0,6
-70.0,-59.0,-69.0,-59.0,-59.0,6
-70.0,-58.0,-69.0,-59.0,-59.0,6
-61.0,-58.0,-69.0,-59.0,-59.0,6
-61.0,-58.0,-63.0,-59.0,-59.0,6
-61.0,-59.0,-63.0,-59.0,-59.0,6
-64.0,-59.0,-63.0,-59.0,-59.0,6
-64.0,-59.0,-63.0,-55.0,-59.0,6
-64.0,-59.0,-63.0,-55.0,-60.0,6
-64.0,-58.0,-63.0,-55.0,-60.0,6
-61.0,-58.0,-63.0,-55.0,-60.0,6
-61.0,-58.0,-65.0,-55.0,-60.0,6
-61.0,-58.0,-65.0,-58.0,-60.0,6
-61.0,-58.0,-69.0,-58.0,-60.0,6
-77.0,-58.0,-69.0,-58.0,-60.0,6
-77.0,-59.0,-69.0,-58.0,-60.0,6
-77.0,-59.0,-69.0,-59.0,-60.0,6
-77.0,-59.0,-65.0,-59.0,-60.0,6
-77.0,-59.0,-65.0,-59.0,-61.0,6
-61.0,-59.0,-65.0,-59.0,-61.0,6
-61.0,-60.0,-65.0,-59.0,-61.0,6
-61.0,-60.0,-65.0,-57.0,-61.0,6
-61.0,-60.0,-71.0,-57.0,-61.0,6
-61.0,-59.0,-71.0,-57.0,-61.0,6
-61.0,-59.0,-71.0,-59.0,-61.0,6
-61.0,-59.0,-71.0,-59.0,-62.0,6
-65.0,-59.0,-71.0,-59.0,-62.0,6
-65.0,-60.0,-71.0,-59.0,-62.0,6
-65.0,-60.0,-66.0,-59.0,-62.0,6
-65.0,-60.0,-66.0,-58.0,-62.0,6
-52.0,-60.0,-66.0,-58.0,-62.0,6
-52.0,-59.0,-66.0,-58.0,-62.0,6
-52.0,-59.0,-66.0,-61.0,-62.0,6
-52.0,-59.0,-66.0,-61.0,-61.0,6
-64.0,-59.0,-66.0,-61.0,-61.0,6
-64.0,-59.0,-64.0,-61.0,-61.0,6
-64.0,-59.0,-64.0,-58.0,-61.0,6
-64.0,-59.0,-64.0,-58.0,-63.0,6
-72.0,-59.0,-64.0,-58.0,-63.0,6
-72.0,-59.0,-64.0,-51.0,-63.0,6
-72.0,-59.0,-64.0,-51.0,-62.0,6
-61.0,-59.0,-64.0,-51.0,-62.0,6
-51.0,-59.0,-64.0,-51.0,-62.0,6
-51.0,-60.0,-64.0,-51.0,-62.0,6
-51.0,-60.0,-65.0,-51.0,-62.0,6
-51.0,-60.0,-65.0,-60.0,-62.0,6
-51.0,-60.0,-65.0,-60.0,-60.0,6
-51.0,-58.0,-65.0,-60.0,-60.0,6
-51.0,-58.0,-66.0,-60.0,-60.0,6
-51.0,-58.0,-66.0,-53.0,-60.0,6
-51.0,-58.0,-66.0,-53.0,-62.0,6
-64.0,-58.0,-66.0,-53.0,-62.0,6
-64.0,-58.0,-68.0,-53.0,-62.0,6
-64.0,-58.0,-68.0,-53.0,-61.0,6
-68.0,-58.0,-68.0,-53.0,-61.0,6
-68.0,-58.0,-66.0,-53.0,-61.0,6
-68.0,-58.0,-66.0,-52.0,-61.0,6
-68.0,-58.0,-66.0,-52.0,-62.0,6
-65.0,-58.0,-66.0,-52.0,-62.0,6
-65.0,-59.0,-66.0,-52.0,-62.0,6
-65.0,-59.0,-69.0,-52.0,-62.0,6
-65.0,-59.0,-69.0,-60.0,-62.0,6
-65.0,-59.0,-69.0,-60.0,-60.0,6
-52.0,-59.0,-69.0,-60.0,-60.0,6
-52.0,-58.0,-69.0,-60.0,-60.0,6
-52.0,-58.0,-67.0,-60.0,-60.0,6
-52.0,-58.0,-67.0,-57.0,-60.0,6
-52.0,-58.0,-67.0,-57.0,-65.0,6
-64.0,-58.0,-67.0,-57.0,-65.0,6
-64.0,-58.0,-70.0,-57.0,-65.0,6
-64.0,-58.0,-70.0,-51.0,-65.0,6
-64.0,-58.0,-70.0,-51.0,-63.0,6
-69.0,-58.0,-70.0,-51.0,-63.0,6
-69.0,-59.0,-70.0,-51.0,-63.0,6
-69.0,-59.0,-70.0,-60.0,-63.0,6
-69.0,-59.0,-70.0,-60.0,-64.0,6
-62.0,-59.0,-70.0,-60.0,-64.0,6
-62.0,-60.0,-70.0,-60.0,-64.0,6
-62.0,-60.0,-69.0,-60.0,-64.0,6
-62.0,-60.0,-69.0,-58.0,-64.0,6
-62.0,-60.0,-69.0,-58.0,-65.0,6
-62.0,-59.0,-69.0,-58.0,-65.0,6
-62.0,-59.0,-68.0,-58.0,-65.0,6
-62.0,-59.0,-65.0,-58.0,-65.0,6
-62.0,-59.0,-65.0,-59.0,-65.0,6
-62.0,-59.0,-65.0,-59.0,-63.0,6
-64.0,-59.0,-65.0,-59.0,-63.0,6
-64.0,-60.0,-65.0,-59.0,-63.0,6
-64.0,-60.0,-70.0,-59.0,-63.0,6
-52.0,-60.0,-68.0,-58.0,-62.0,6
-52.0,-59.0,-68.0,-58.0,-62.0,6
-52.0,-59.0,-69.0,-58.0,-62.0,6
-52.0,-59.0,-69.0,-60.0,-62.0,6
