Beacon,RSSI
FB:D3:B5:B9:89:F2,-67
C9:EC:7A:17:D8:D5,-67
C8:5B:EA:43:6F:75,-55
F7:24:98:9B:B6:EA,-48
EA:EF:87:2F:4D:93,-68
FB:D3:B5:B9:89:F2,-57
C9:EC:7A:17:D8:D5,-63
C8:5B:EA:43:6F:75,-54
F7:24:98:9B:B6:EA,-54
C9:EC:7A:17:D8:D5,-65
C8:5B:EA:43:6F:75,-56
F7:24:98:9B:B6:EA,-48
EA:EF:87:2F:4D:93,-69
FB:D3:B5:B9:89:F2,-57
C9:EC:7A:17:D8:D5,-62
C8:5B:EA:43:6F:75,-60
F7:24:98:9B:B6:EA,-53
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-65
C8:5B:EA:43:6F:75,-54
F7:24:98:9B:B6:EA,-47
FB:D3:B5:B9:89:F2,-57
C9:EC:7A:17:D8:D5,-62
C8:5B:EA:43:6F:75,-63
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-69
C8:5B:EA:43:6F:75,-53
F7:24:98:9B:B6:EA,-47
EA:EF:87:2F:4D:93,-67
FB:D3:B5:B9:89:F2,-62
C9:EC:7A:17:D8:D5,-63
C8:5B:EA:43:6F:75,-61
F7:24:98:9B:B6:EA,-49
FB:D3:B5:B9:89:F2,-56
C9:EC:7A:17:D8:D5,-66
C8:5B:EA:43:6F:75,-55
F7:24:98:9B:B6:EA,-46
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-78
C8:5B:EA:43:6F:75,-63
F7:24:98:9B:B6:EA,-48
FB:D3:B5:B9:89:F2,-57
C9:EC:7A:17:D8:D5,-69
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-68
FB:D3:B5:B9:89:F2,-63
C9:EC:7A:17:D8:D5,-79
C8:5B:EA:43:6F:75,-63
F7:24:98:9B:B6:EA,-48
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-62
FB:D3:B5:B9:89:F2,-67
C8:5B:EA:43:6F:75,-56
C8:5B:EA:43:6F:75,-63
F7:24:98:9B:B6:EA,-48
EA:EF:87:2F:4D:93,-67
FB:D3:B5:B9:89:F2,-66
C8:5B:EA:43:6F:75,-55
F7:24:98:9B:B6:EA,-54
C2:75:9F:50:B1:30,-71
EA:EF:87:2F:4D:93,-73
C9:EC:7A:17:D8:D5,-80
FB:D3:B5:B9:89:F2,-57
C8:5B:EA:43:6F:75,-64
F7:24:98:9B:B6:EA,-47
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-66
C8:5B:EA:43:6F:75,-55
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-73
C9:EC:7A:17:D8:D5,-84
FB:D3:B5:B9:89:F2,-62
C8:5B:EA:43:6F:75,-63
F7:24:98:9B:B6:EA,-49
EA:EF:87:2F:4D:93,-68
FB:D3:B5:B9:89:F2,-66
F7:24:98:9B:B6:EA,-47
EA:EF:87:2F:4D:93,-72
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-57
C8:5B:EA:43:6F:75,-62
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-62
FB:D3:B5:B9:89:F2,-66
C8:5B:EA:43:6F:75,-53
F7:24:98:9B:B6:EA,-47
C9:EC:7A:17:D8:D5,-78
FB:D3:B5:B9:89:F2,-57
F7:24:98:9B:B6:EA,-53
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-63
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-63
F7:24:98:9B:B6:EA,-47
C8:5B:EA:43:6F:75,-55
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-62
DF:0E:31:7A:00:BB,-71
FB:D3:B5:B9:89:F2,-63
F7:24:98:9B:B6:EA,-46
EA:EF:87:2F:4D:93,-68
C8:5B:EA:43:6F:75,-55
FB:D3:B5:B9:89:F2,-67
F7:24:98:9B:B6:EA,-48
EA:EF:87:2F:4D:93,-67
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-76
C8:5B:EA:43:6F:75,-57
F7:24:98:9B:B6:EA,-48
C9:EC:7A:17:D8:D5,-62
FB:D3:B5:B9:89:F2,-63
F7:24:98:9B:B6:EA,-46
EA:EF:87:2F:4D:93,-66
C9:EC:7A:17:D8:D5,-77
C8:5B:EA:43:6F:75,-56
F7:24:98:9B:B6:EA,-53
C9:EC:7A:17:D8:D5,-62
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-66
C8:5B:EA:43:6F:75,-57
FB:D3:B5:B9:89:F2,-56
F7:24:98:9B:B6:EA,-54
C9:EC:7A:17:D8:D5,-62
C8:5B:EA:43:6F:75,-63
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-49
EA:EF:87:2F:4D:93,-66
C8:5B:EA:43:6F:75,-57
FB:D3:B5:B9:89:F2,-66
C9:EC:7A:17:D8:D5,-82
C8:5B:EA:43:6F:75,-63
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-66
C8:5B:EA:43:6F:75,-57
FB:D3:B5:B9:89:F2,-57
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-74
C9:EC:7A:17:D8:D5,-89
C8:5B:EA:43:6F:75,-53
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-47
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-57
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-83
FB:D3:B5:B9:89:F2,-62
C8:5B:EA:43:6F:75,-57
F7:24:98:9B:B6:EA,-47
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-69
C8:5B:EA:43:6F:75,-63
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-62
FB:D3:B5:B9:89:F2,-62
C8:5B:EA:43:6F:75,-57
EA:EF:87:2F:4D:93,-74
F7:24:98:9B:B6:EA,-46
F7:24:98:9B:B6:EA,-48
C9:EC:7A:17:D8:D5,-69
C8:5B:EA:43:6F:75,-65
EA:EF:87:2F:4D:93,-67
F7:24:98:9B:B6:EA,-54
C9:EC:7A:17:D8:D5,-87
FB:D3:B5:B9:89:F2,-62
C8:5B:EA:43:6F:75,-57
EA:EF:87:2F:4D:93,-75
F7:24:98:9B:B6:EA,-48
C9:EC:7A:17:D8:D5,-69
C8:5B:EA:43:6F:75,-53
EA:EF:87:2F:4D:93,-67
F7:24:98:9B:B6:EA,-46
FB:D3:B5:B9:89:F2,-57
C8:5B:EA:43:6F:75,-57
EA:EF:87:2F:4D:93,-75
F7:24:98:9B:B6:EA,-48
C9:EC:7A:17:D8:D5,-62
FB:D3:B5:B9:89:F2,-67
C8:5B:EA:43:6F:75,-53
EA:EF:87:2F:4D:93,-66
F7:24:98:9B:B6:EA,-46
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-57
EA:EF:87:2F:4D:93,-75
F7:24:98:9B:B6:EA,-54
C9:EC:7A:17:D8:D5,-63
FB:D3:B5:B9:89:F2,-67
EA:EF:87:2F:4D:93,-67
C8:5B:EA:43:6F:75,-56
F7:24:98:9B:B6:EA,-46
C9:EC:7A:17:D8:D5,-86
FB:D3:B5:B9:89:F2,-57
EA:EF:87:2F:4D:93,-67
C8:5B:EA:43:6F:75,-65
F7:24:98:9B:B6:EA,-54
DF:1C:74:84:C9:BB,-67
FB:D3:B5:B9:89:F2,-66
EA:EF:87:2F:4D:93,-75
C8:5B:EA:43:6F:75,-57
F7:24:98:9B:B6:EA,-48
FB:D3:B5:B9:89:F2,-57
EA:EF:87:2F:4D:93,-67
C8:5B:EA:43:6F:75,-65
F7:24:98:9B:B6:EA,-54
C9:EC:7A:17:D8:D5,-63
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-68
C8:5B:EA:43:6F:75,-57
F7:24:98:9B:B6:EA,-48
C2:19:44:27:EE:30,-70
C9:EC:7A:17:D8:D5,-69
EA:EF:87:2F:4D:93,-67
C8:5B:EA:43:6F:75,-65
F7:24:98:9B:B6:EA,-54
C9:EC:7A:17:D8:D5,-86
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-67
C8:5B:EA:43:6F:75,-56
F7:24:98:9B:B6:EA,-48
FB:D3:B5:B9:89:F2,-57
