Beacon,RSSI
F7:24:98:9B:B6:EA,-57
C8:5B:EA:43:6F:75,-63
EA:EF:87:2F:4D:93,-64
C9:EC:7A:17:D8:D5,-74
F7:24:98:9B:B6:EA,-55
C8:5B:EA:43:6F:75,-53
FB:D3:B5:B9:89:F2,-74
C9:EC:7A:17:D8:D5,-80
F7:24:98:9B:B6:EA,-58
C8:5B:EA:43:6F:75,-58
EA:EF:87:2F:4D:93,-65
FB:D3:B5:B9:89:F2,-71
FB:D3:B5:B9:89:F2,-73
C9:EC:7A:17:D8:D5,-79
F7:24:98:9B:B6:EA,-57
C8:5B:EA:43:6F:75,-50
FB:D3:B5:B9:89:F2,-82
EA:EF:87:2F:4D:93,-64
C2:08:8D:06:A0:30,-69
F7:24:98:9B:B6:EA,-57
C8:5B:EA:43:6F:75,-68
C8:5B:EA:43:6F:75,-66
FB:D3:B5:B9:89:F2,-73
EA:EF:87:2F:4D:93,-64
C9:EC:7A:17:D8:D5,-77
F7:24:98:9B:B6:EA,-54
C8:5B:EA:43:6F:75,-54
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-71
F7:24:98:9B:B6:EA,-57
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-69
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-74
F7:24:98:9B:B6:EA,-56
C8:5B:EA:43:6F:75,-60
EA:EF:87:2F:4D:93,-64
FB:D3:B5:B9:89:F2,-72
C9:EC:7A:17:D8:D5,-66
F7:24:98:9B:B6:EA,-59
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-62
FB:D3:B5:B9:89:F2,-73
DF:12:1C:D0:EC:BB,-60
F7:24:98:9B:B6:EA,-56
C8:5B:EA:43:6F:75,-60
C9:EC:7A:17:D8:D5,-70
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-48
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-74
F7:24:98:9B:B6:EA,-54
C8:5B:EA:43:6F:75,-56
FB:D3:B5:B9:89:F2,-77
C8:5B:EA:43:6F:75,-51
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-54
C8:5B:EA:43:6F:75,-51
FB:D3:B5:B9:89:F2,-70
F7:24:98:9B:B6:EA,-58
C8:5B:EA:43:6F:75,-50
C9:EC:7A:17:D8:D5,-71
EA:EF:87:2F:4D:93,-64
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-56
C8:5B:EA:43:6F:75,-52
C9:EC:7A:17:D8:D5,-79
EA:EF:87:2F:4D:93,-62
FB:D3:B5:B9:89:F2,-74
F7:24:98:9B:B6:EA,-57
C8:5B:EA:43:6F:75,-48
EA:EF:87:2F:4D:93,-63
C9:EC:7A:17:D8:D5,-71
FB:D3:B5:B9:89:F2,-70
F7:24:98:9B:B6:EA,-54
C8:5B:EA:43:6F:75,-54
EA:EF:87:2F:4D:93,-62
FB:D3:B5:B9:89:F2,-74
F7:24:98:9B:B6:EA,-59
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-64
C9:EC:7A:17:D8:D5,-66
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-52
C8:5B:EA:43:6F:75,-53
EA:EF:87:2F:4D:93,-66
FB:D3:B5:B9:89:F2,-78
F7:24:98:9B:B6:EA,-58
EA:EF:87:2F:4D:93,-62
FB:D3:B5:B9:89:F2,-71
C9:EC:7A:17:D8:D5,-67
F7:24:98:9B:B6:EA,-54
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-57
C2:6E:F7:F4:6F:30,-83
FB:D3:B5:B9:89:F2,-68
C9:EC:7A:17:D8:D5,-66
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-63
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-72
C9:EC:7A:17:D8:D5,-70
F7:24:98:9B:B6:EA,-59
EA:EF:87:2F:4D:93,-63
C8:5B:EA:43:6F:75,-49
FB:D3:B5:B9:89:F2,-71
C9:EC:7A:17:D8:D5,-67
F7:24:98:9B:B6:EA,-56
EA:EF:87:2F:4D:93,-62
C8:5B:EA:43:6F:75,-59
F7:24:98:9B:B6:EA,-58
EA:EF:87:2F:4D:93,-65
C8:5B:EA:43:6F:75,-51
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-73
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-55
EA:EF:87:2F:4D:93,-62
C8:5B:EA:43:6F:75,-52
F7:24:98:9B:B6:EA,-59
EA:EF:87:2F:4D:93,-63
C8:5B:EA:43:6F:75,-50
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-73
F7:24:98:9B:B6:EA,-55
EA:EF:87:2F:4D:93,-63
C9:EC:7A:17:D8:D5,-81
C8:5B:EA:43:6F:75,-53
F7:24:98:9B:B6:EA,-56
EA:EF:87:2F:4D:93,-65
C8:5B:EA:43:6F:75,-50
FB:D3:B5:B9:89:F2,-75
F7:24:98:9B:B6:EA,-56
EA:EF:87:2F:4D:93,-63
C8:5B:EA:43:6F:75,-55
C9:EC:7A:17:D8:D5,-78
FB:D3:B5:B9:89:F2,-77
F7:24:98:9B:B6:EA,-57
EA:EF:87:2F:4D:93,-63
C8:5B:EA:43:6F:75,-51
C9:EC:7A:17:D8:D5,-72
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-62
C8:5B:EA:43:6F:75,-54
C9:EC:7A:17:D8:D5,-78
FB:D3:B5:B9:89:F2,-78
DF:64:3F:E7:CC:BB,-62
F7:24:98:9B:B6:EA,-60
EA:EF:87:2F:4D:93,-62
C8:5B:EA:43:6F:75,-52
C9:EC:7A:17:D8:D5,-70
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-57
EA:EF:87:2F:4D:93,-64
C8:5B:EA:43:6F:75,-53
C9:EC:7A:17:D8:D5,-75
FB:D3:B5:B9:89:F2,-77
F7:24:98:9B:B6:EA,-53
EA:EF:87:2F:4D:93,-60
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-77
EA:EF:87:2F:4D:93,-68
C8:5B:EA:43:6F:75,-54
C9:EC:7A:17:D8:D5,-78
F7:24:98:9B:B6:EA,-52
EA:EF:87:2F:4D:93,-64
C8:5B:EA:43:6F:75,-50
FB:D3:B5:B9:89:F2,-77
F7:24:98:9B:B6:EA,-57
EA:EF:87:2F:4D:93,-62
C9:EC:7A:17:D8:D5,-68
C8:5B:EA:43:6F:75,-54
F7:24:98:9B:B6:EA,-54
EA:EF:87:2F:4D:93,-62
C8:5B:EA:43:6F:75,-51
FB:D3:B5:B9:89:F2,-74
C2:00:95:7E:10:30,-63
F7:24:98:9B:B6:EA,-57
EA:EF:87:2F:4D:93,-64
C9:EC:7A:17:D8:D5,-68
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-61
F7:24:98:9B:B6:EA,-55
EA:EF:87:2F:4D:93,-62
C8:5B:EA:43:6F:75,-55
C9:EC:7A:17:D8:D5,-70
FB:D3:B5:B9:89:F2,-74
F7:24:98:9B:B6:EA,-57
FB:D3:B5:B9:89:F2,-68
F7:24:98:9B:B6:EA,-59
C8:5B:EA:43:6F:75,-50
EA:EF:87:2F:4D:93,-63
C9:EC:7A:17:D8:D5,-70
FB:D3:B5:B9:89:F2,-74
F7:24:98:9B:B6:EA,-56
C8:5B:EA:43:6F:75,-55
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-76
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-53
F7:24:98:9B:B6:EA,-56
C8:5B:EA:43:6F:75,-54
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-55
F7:24:98:9B:B6:EA,-58
C8:5B:EA:43:6F:75,-54
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-65
F7:24:98:9B:B6:EA,-63
FB:D3:B5:B9:89:F2,-71
EA:EF:87:2F:4D:93,-63
F7:24:98:9B:B6:EA,-57
C9:EC:7A:17:D8:D5,-72
C8:5B:EA:43:6F:75,-55
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-64
F7:24:98:9B:B6:EA,-54
C9:EC:7A:17:D8:D5,-77
EA:EF:87:2F:4D:93,-62
F7:24:98:9B:B6:EA,-57
C9:EC:7A:17:D8:D5,-71
C8:5B:EA:43:6F:75,-54
EA:EF:87:2F:4D:93,-62
F7:24:98:9B:B6:EA,-60
C9:EC:7A:17:D8:D5,-68
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-63
F7:24:98:9B:B6:EA,-52
C8:5B:EA:43:6F:75,-54
FB:D3:B5:B9:89:F2,-70
EA:EF:87:2F:4D:93,-63
C9:EC:7A:17:D8:D5,-69
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-64
F7:24:98:9B:B6:EA,-52
C9:EC:7A:17:D8:D5,-77
C8:5B:EA:43:6F:75,-57
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-63
F7:24:98:9B:B6:EA,-57
C9:EC:7A:17:D8:D5,-72
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-64
DF:4F:C4:50:CE:BB,-61
F7:24:98:9B:B6:EA,-62
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-74
C8:5B:EA:43:6F:75,-54
EA:EF:87:2F:4D:93,-62
F7:24:98:9B:B6:EA,-57
FB:D3:B5:B9:89:F2,-70
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-63
FB:D3:B5:B9:89:F2,-76
F7:24:98:9B:B6:EA,-56
C9:EC:7A:17:D8:D5,-71
FB:D3:B5:B9:89:F2,-72
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-62
F7:24:98:9B:B6:EA,-60
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-82
C8:5B:EA:43:6F:75,-55
EA:EF:87:2F:4D:93,-62
F7:24:98:9B:B6:EA,-56
FB:D3:B5:B9:89:F2,-73
C8:5B:EA:43:6F:75,-55
EA:EF:87:2F:4D:93,-60
F7:24:98:9B:B6:EA,-60
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-75
C8:5B:EA:43:6F:75,-52
EA:EF:87:2F:4D:93,-62
