Beacon,RSSI
F7:24:98:9B:B6:EA,-61
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-72
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-52
C8:5B:EA:43:6F:75,-58
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-63
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-58
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-71
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-55
C8:5B:EA:43:6F:75,-58
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-62
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-53
C8:5B:EA:43:6F:75,-60
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-71
F7:24:98:9B:B6:EA,-55
C8:5B:EA:43:6F:75,-58
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-61
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-53
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-70
FB:D3:B5:B9:89:F2,-73
F7:24:98:9B:B6:EA,-55
C8:5B:EA:43:6F:75,-58
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-62
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-63
EA:EF:87:2F:4D:93,-71
F7:24:98:9B:B6:EA,-55
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-63
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-71
C2:42:48:32:4C:30,-51
C8:5B:EA:43:6F:75,-58
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-63
FB:D3:B5:B9:89:F2,-70
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-63
EA:EF:87:2F:4D:93,-71
C8:5B:EA:43:6F:75,-55
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-64
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-59
C8:5B:EA:43:6F:75,-57
C9:EC:7A:17:D8:D5,-71
EA:EF:87:2F:4D:93,-70
C8:5B:EA:43:6F:75,-56
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-63
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-57
EA:EF:87:2F:4D:93,-70
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-53
C8:5B:EA:43:6F:75,-56
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-64
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-55
C8:5B:EA:43:6F:75,-64
C9:EC:7A:17:D8:D5,-68
C8:5B:EA:43:6F:75,-57
C1:F1:24:D9:52:CB,-83
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-64
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-56
C8:5B:EA:43:6F:75,-63
EA:EF:87:2F:4D:93,-70
DF:3C:CB:24:ED:BB,-75
C8:5B:EA:43:6F:75,-59
F7:24:98:9B:B6:EA,-60
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-62
FB:D3:B5:B9:89:F2,-72
FB:D3:B5:B9:89:F2,-69
C8:5B:EA:43:6F:75,-62
C9:EC:7A:17:D8:D5,-70
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-69
FB:D3:B5:B9:89:F2,-75
C8:5B:EA:43:6F:75,-58
F7:24:98:9B:B6:EA,-61
EA:EF:87:2F:4D:93,-63
FB:D3:B5:B9:89:F2,-69
C8:5B:EA:43:6F:75,-63
C9:EC:7A:17:D8:D5,-66
EA:EF:87:2F:4D:93,-69
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-57
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-62
C8:5B:EA:43:6F:75,-59
EA:EF:87:2F:4D:93,-70
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-57
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-68
F7:24:98:9B:B6:EA,-53
EA:EF:87:2F:4D:93,-69
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-62
C2:25:BA:B1:2D:30,-51
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-62
FB:D3:B5:B9:89:F2,-68
C8:5B:EA:43:6F:75,-59
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-69
F7:24:98:9B:B6:EA,-60
C8:5B:EA:43:6F:75,-62
C9:EC:7A:17:D8:D5,-68
EA:EF:87:2F:4D:93,-69
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-55
C8:5B:EA:43:6F:75,-58
C9:EC:7A:17:D8:D5,-67
EA:EF:87:2F:4D:93,-69
F7:24:98:9B:B6:EA,-53
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-70
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-70
F7:24:98:9B:B6:EA,-55
EA:EF:87:2F:4D:93,-63
C9:EC:7A:17:D8:D5,-66
F7:24:98:9B:B6:EA,-53
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-70
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-60
EA:EF:87:2F:4D:93,-69
C9:EC:7A:17:D8:D5,-66
C9:EC:7A:17:D8:D5,-67
F7:24:98:9B:B6:EA,-56
C8:5B:EA:43:6F:75,-57
EA:EF:87:2F:4D:93,-63
C9:EC:7A:17:D8:D5,-69
C1:F1:24:D9:52:CB,-78
FB:D3:B5:B9:89:F2,-68
F7:24:98:9B:B6:EA,-61
C8:5B:EA:43:6F:75,-59
EA:EF:87:2F:4D:93,-71
C9:EC:7A:17:D8:D5,-67
F7:24:98:9B:B6:EA,-53
C8:5B:EA:43:6F:75,-56
EA:EF:87:2F:4D:93,-62
C9:EC:7A:17:D8:D5,-66
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-55
EA:EF:87:2F:4D:93,-71
F7:24:98:9B:B6:EA,-53
C8:5B:EA:43:6F:75,-54
EA:EF:87:2F:4D:93,-70
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-68
F7:24:98:9B:B6:EA,-56
C8:5B:EA:43:6F:75,-59
EA:EF:87:2F:4D:93,-72
C9:EC:7A:17:D8:D5,-71
FB:D3:B5:B9:89:F2,-78
F7:24:98:9B:B6:EA,-53
C8:5B:EA:43:6F:75,-62
EA:EF:87:2F:4D:93,-69
C9:EC:7A:17:D8:D5,-66
FB:D3:B5:B9:89:F2,-69
F7:24:98:9B:B6:EA,-55
C8:5B:EA:43:6F:75,-58
EA:EF:87:2F:4D:93,-63
F7:24:98:9B:B6:EA,-54
C8:5B:EA:43:6F:75,-54
C8:5B:EA:43:6F:75,-64
