0,1,2,3,4,position
-58.0,-66.0,-67.0,-55.0,-74.0,7
-58.0,-66.0,-67.0,-56.0,-74.0,7
-58.0,-66.0,-67.0,-56.0,-64.0,7
-66.0,-66.0,-67.0,-56.0,-64.0,7
-66.0,-66.0,-68.0,-56.0,-64.0,7
-66.0,-81.0,-68.0,-56.0,-64.0,7
-66.0,-81.0,-68.0,-49.0,-64.0,7
-69.0,-81.0,-68.0,-49.0,-64.0,7
-69.0,-81.0,-68.0,-49.0,-74.0,7
-69.0,-81.0,-66.0,-49.0,-74.0,7
-69.0,-81.0,-66.0,-55.0,-74.0,7
-70.0,-81.0,-66.0,-55.0,-74.0,7
-70.0,-81.0,-66.0,-55.0,-65.0,7
-70.0,-74.0,-66.0,-55.0,-65.0,7
-69.0,-74.0,-66.0,-55.0,-65.0,7
-69.0,-81.0,-66.0,-55.0,-65.0,7
-69.0,-81.0,-66.0,-53.0,-65.0,7
-69.0,-72.0,-66.0,-53.0,-65.0,7
-69.0,-72.0,-66.0,-56.0,-65.0,7
-57.0,-72.0,-66.0,-56.0,-65.0,7
-57.0,-72.0,-67.0,-56.0,-65.0,7
-57.0,-80.0,-67.0,-56.0,-65.0,7
-70.0,-80.0,-67.0,-56.0,-65.0,7
-70.0,-80.0,-75.0,-56.0,-65.0,7
-70.0,-67.0,-75.0,-56.0,-65.0,7
-70.0,-67.0,-75.0,-55.0,-65.0,7
-70.0,-67.0,-75.0,-55.0,-75.0,7
-69.0,-67.0,-75.0,-55.0,-75.0,7
-69.0,-67.0,-69.0,-55.0,-75.0,7
-69.0,-81.0,-69.0,-55.0,-75.0,7
-69.0,-81.0,-69.0,-56.0,-75.0,7
-69.0,-81.0,-69.0,-56.0,-65.0,7
-68.0,-81.0,-69.0,-56.0,-65.0,7
-68.0,-68.0,-69.0,-56.0,-65.0,7
-68.0,-68.0,-75.0,-56.0,-65.0,7
-68.0,-82.0,-75.0,-56.0,-65.0,7
-68.0,-82.0,-69.0,-56.0,-65.0,7
-68.0,-82.0,-69.0,-49.0,-65.0,7
-55.0,-82.0,-69.0,-49.0,-65.0,7
-55.0,-68.0,-69.0,-49.0,-65.0,7
-55.0,-68.0,-66.0,-49.0,-65.0,7
-55.0,-68.0,-66.0,-57.0,-65.0,7
-71.0,-68.0,-66.0,-57.0,-65.0,7
-71.0,-78.0,-66.0,-57.0,-65.0,7
-71.0,-78.0,-68.0,-57.0,-65.0,7
-71.0,-78.0,-68.0,-49.0,-65.0,7
-71.0,-78.0,-68.0,-49.0,-63.0,7
-57.0,-78.0,-68.0,-49.0,-63.0,7
-57.0,-66.0,-68.0,-49.0,-63.0,7
-57.0,-66.0,-67.0,-49.0,-63.0,7
-57.0,-66.0,-67.0,-55.0,-63.0,7
-57.0,-77.0,-67.0,-55.0,-63.0,7
-57.0,-77.0,-68.0,-55.0,-63.0,7
-57.0,-77.0,-68.0,-54.0,-63.0,7
-56.0,-77.0,-68.0,-54.0,-63.0,7
-56.0,-77.0,-68.0,-54.0,-62.0,7
-56.0,-78.0,-68.0,-54.0,-62.0,7
-56.0,-78.0,-67.0,-54.0,-62.0,7
