0,1,2,3,4,position
-79.0,-83.0,-75.0,-72.0,-77.0,7
-79.0,-83.0,-84.0,-72.0,-77.0,7
-74.0,-83.0,-84.0,-72.0,-77.0,7
-74.0,-75.0,-84.0,-72.0,-77.0,7
-74.0,-75.0,-84.0,-72.0,-87.0,7
-74.0,-75.0,-84.0,-71.0,-87.0,7
-74.0,-75.0,-75.0,-71.0,-87.0,7
-87.0,-75.0,-75.0,-71.0,-87.0,7
-87.0,-80.0,-75.0,-71.0,-87.0,7
-87.0,-80.0,-75.0,-71.0,-76.0,7
-87.0,-80.0,-75.0,-72.0,-76.0,7
-87.0,-80.0,-85.0,-72.0,-76.0,7
-87.0,-76.0,-85.0,-72.0,-76.0,7
-87.0,-76.0,-85.0,-71.0,-76.0,7
-87.0,-76.0,-80.0,-71.0,-76.0,7
-77.0,-76.0,-80.0,-71.0,-76.0,7
-77.0,-83.0,-80.0,-71.0,-76.0,7
-77.0,-83.0,-80.0,-71.0,-77.0,7
-77.0,-83.0,-80.0,-72.0,-77.0,7
-85.0,-83.0,-80.0,-72.0,-77.0,7
-85.0,-83.0,-80.0,-72.0,-87.0,7
-85.0,-78.0,-80.0,-72.0,-87.0,7
-74.0,-78.0,-80.0,-72.0,-87.0,7
-74.0,-78.0,-81.0,-72.0,-87.0,7
-74.0,-84.0,-81.0,-72.0,-87.0,7
-74.0,-84.0,-81.0,-72.0,-76.0,7
-74.0,-84.0,-81.0,-81.0,-76.0,7
-74.0,-75.0,-81.0,-81.0,-76.0,7
-75.0,-75.0,-81.0,-81.0,-76.0,7
-75.0,-84.0,-81.0,-81.0,-76.0,7
-75.0,-84.0,-81.0,-81.0,-77.0,7
-75.0,-84.0,-81.0,-79.0,-77.0,7
-75.0,-84.0,-75.0,-79.0,-77.0,7
-75.0,-84.0,-75.0,-79.0,-76.0,7
-75.0,-84.0,-75.0,-71.0,-76.0,7
-74.0,-84.0,-75.0,-71.0,-76.0,7
-74.0,-83.0,-75.0,-71.0,-76.0,7
-74.0,-83.0,-75.0,-80.0,-76.0,7
-77.0,-83.0,-75.0,-80.0,-76.0,7
-77.0,-83.0,-82.0,-80.0,-76.0,7
-77.0,-83.0,-82.0,-80.0,-77.0,7
-77.0,-78.0,-82.0,-80.0,-77.0,7
-77.0,-78.0,-82.0,-71.0,-77.0,7
-84.0,-78.0,-82.0,-71.0,-77.0,7
-84.0,-78.0,-81.0,-71.0,-77.0,7
-84.0,-84.0,-81.0,-71.0,-77.0,7
-84.0,-84.0,-81.0,-71.0,-75.0,7
-74.0,-84.0,-81.0,-71.0,-75.0,7
-74.0,-84.0,-81.0,-72.0,-75.0,7
-74.0,-76.0,-81.0,-72.0,-75.0,7
-74.0,-76.0,-81.0,-72.0,-77.0,7
-74.0,-76.0,-81.0,-71.0,-77.0,7
-74.0,-76.0,-80.0,-71.0,-77.0,7
-74.0,-78.0,-80.0,-71.0,-77.0,7
-74.0,-78.0,-80.0,-72.0,-77.0,7
-77.0,-78.0,-80.0,-72.0,-77.0,7
-77.0,-77.0,-80.0,-72.0,-77.0,7
-77.0,-77.0,-80.0,-71.0,-77.0,7
-75.0,-77.0,-80.0,-71.0,-77.0,7
-75.0,-77.0,-74.0,-71.0,-77.0,7
-75.0,-79.0,-80.0,-71.0,-77.0,7
-75.0,-79.0,-80.0,-72.0,-77.0,7
-78.0,-79.0,-80.0,-72.0,-77.0,7
-78.0,-79.0,-83.0,-72.0,-77.0,7
-78.0,-81.0,-83.0,-72.0,-77.0,7
-78.0,-81.0,-83.0,-80.0,-77.0,7
-75.0,-81.0,-83.0,-80.0,-77.0,7
-75.0,-81.0,-79.0,-80.0,-77.0,7
-75.0,-78.0,-79.0,-80.0,-77.0,7
-75.0,-78.0,-79.0,-80.0,-76.0,7
-75.0,-78.0,-79.0,-71.0,-76.0,7
