Beacon,RSSI
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-67
C8:5B:EA:43:6F:75,-67
FB:D3:B5:B9:89:F2,-61
C9:EC:7A:17:D8:D5,-65
C8:5B:EA:43:6F:75,-71
FB:D3:B5:B9:89:F2,-73
F7:24:98:9B:B6:EA,-71
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-66
C8:5B:EA:43:6F:75,-68
F7:24:98:9B:B6:EA,-76
EA:EF:87:2F:4D:93,-76
C8:5B:EA:43:6F:75,-76
C9:EC:7A:17:D8:D5,-69
FB:D3:B5:B9:89:F2,-73
F7:24:98:9B:B6:EA,-69
EA:EF:87:2F:4D:93,-65
C8:5B:EA:43:6F:75,-70
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-60
F7:24:98:9B:B6:EA,-84
EA:EF:87:2F:4D:93,-66
C8:5B:EA:43:6F:75,-68
C9:EC:7A:17:D8:D5,-67
F7:24:98:9B:B6:EA,-72
F7:24:98:9B:B6:EA,-77
EA:EF:87:2F:4D:93,-65
C8:5B:EA:43:6F:75,-74
C9:EC:7A:17:D8:D5,-64
FB:D3:B5:B9:89:F2,-61
EA:EF:87:2F:4D:93,-68
EA:EF:87:2F:4D:93,-76
C8:5B:EA:43:6F:75,-68
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-63
F7:24:98:9B:B6:EA,-71
EA:EF:87:2F:4D:93,-65
C8:5B:EA:43:6F:75,-75
C9:EC:7A:17:D8:D5,-64
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-70
EA:EF:87:2F:4D:93,-65
C8:5B:EA:43:6F:75,-76
C9:EC:7A:17:D8:D5,-64
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-76
EA:EF:87:2F:4D:93,-69
C8:5B:EA:43:6F:75,-71
C9:EC:7A:17:D8:D5,-65
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-72
C8:5B:EA:43:6F:75,-66
C9:EC:7A:17:D8:D5,-63
DF:04:8B:BE:0F:BB,-71
F7:24:98:9B:B6:EA,-76
EA:EF:87:2F:4D:93,-69
C8:5B:EA:43:6F:75,-70
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-61
F7:24:98:9B:B6:EA,-79
EA:EF:87:2F:4D:93,-76
C8:5B:EA:43:6F:75,-68
FB:D3:B5:B9:89:F2,-63
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-75
EA:EF:87:2F:4D:93,-69
C8:5B:EA:43:6F:75,-69
C9:EC:7A:17:D8:D5,-65
C9:EC:7A:17:D8:D5,-70
FB:D3:B5:B9:89:F2,-60
F7:24:98:9B:B6:EA,-81
EA:EF:87:2F:4D:93,-78
C8:5B:EA:43:6F:75,-69
C9:EC:7A:17:D8:D5,-66
FB:D3:B5:B9:89:F2,-71
F7:24:98:9B:B6:EA,-75
EA:EF:87:2F:4D:93,-65
C8:5B:EA:43:6F:75,-69
C9:EC:7A:17:D8:D5,-65
EA:EF:87:2F:4D:93,-66
C8:5B:EA:43:6F:75,-69
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-74
EA:EF:87:2F:4D:93,-65
C8:5B:EA:43:6F:75,-70
C9:EC:7A:17:D8:D5,-65
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-81
EA:EF:87:2F:4D:93,-77
C8:5B:EA:43:6F:75,-76
C9:EC:7A:17:D8:D5,-67
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-76
EA:EF:87:2F:4D:93,-67
C9:EC:7A:17:D8:D5,-63
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-77
C8:5B:EA:43:6F:75,-77
C9:EC:7A:17:D8:D5,-65
FB:D3:B5:B9:89:F2,-72
F7:24:98:9B:B6:EA,-71
EA:EF:87:2F:4D:93,-63
C9:EC:7A:17:D8:D5,-68
F7:24:98:9B:B6:EA,-81
EA:EF:87:2F:4D:93,-69
C9:EC:7A:17:D8:D5,-65
FB:D3:B5:B9:89:F2,-63
F7:24:98:9B:B6:EA,-76
EA:EF:87:2F:4D:93,-63
C8:5B:EA:43:6F:75,-67
C9:EC:7A:17:D8:D5,-64
FB:D3:B5:B9:89:F2,-74
F7:24:98:9B:B6:EA,-78
EA:EF:87:2F:4D:93,-69
C8:5B:EA:43:6F:75,-76
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-76
EA:EF:87:2F:4D:93,-65
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-66
C8:5B:EA:43:6F:75,-70
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-71
EA:EF:87:2F:4D:93,-65
C9:EC:7A:17:D8:D5,-62
C8:5B:EA:43:6F:75,-76
FB:D3:B5:B9:89:F2,-71
C9:EC:7A:17:D8:D5,-66
FB:D3:B5:B9:89:F2,-63
EA:EF:87:2F:4D:93,-76
C8:5B:EA:43:6F:75,-76
C9:EC:7A:17:D8:D5,-68
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-80
EA:EF:87:2F:4D:93,-65
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-76
F7:24:98:9B:B6:EA,-77
C8:5B:EA:43:6F:75,-76
C9:EC:7A:17:D8:D5,-66
FB:D3:B5:B9:89:F2,-60
EA:EF:87:2F:4D:93,-65
F7:24:98:9B:B6:EA,-70
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-76
F7:24:98:9B:B6:EA,-77
C8:5B:EA:43:6F:75,-70
FB:D3:B5:B9:89:F2,-62
F7:24:98:9B:B6:EA,-80
C8:5B:EA:43:6F:75,-76
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-68
F7:24:98:9B:B6:EA,-77
C9:EC:7A:17:D8:D5,-68
DF:43:B4:F8:22:BB,-75
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-64
C9:EC:7A:17:D8:D5,-66
FB:D3:B5:B9:89:F2,-63
EA:EF:87:2F:4D:93,-68
F7:24:98:9B:B6:EA,-77
C9:EC:7A:17:D8:D5,-68
C8:5B:EA:43:6F:75,-71
FB:D3:B5:B9:89:F2,-62
C2:3F:71:81:53:30,-80
C9:EC:7A:17:D8:D5,-65
C8:5B:EA:43:6F:75,-68
C8:5B:EA:43:6F:75,-76
FB:D3:B5:B9:89:F2,-63
EA:EF:87:2F:4D:93,-68
F7:24:98:9B:B6:EA,-77
C9:EC:7A:17:D8:D5,-65
C8:5B:EA:43:6F:75,-71
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-76
F7:24:98:9B:B6:EA,-80
C9:EC:7A:17:D8:D5,-66
C8:5B:EA:43:6F:75,-68
FB:D3:B5:B9:89:F2,-62
EA:EF:87:2F:4D:93,-68
F7:24:98:9B:B6:EA,-77
C9:EC:7A:17:D8:D5,-67
C8:5B:EA:43:6F:75,-71
EA:EF:87:2F:4D:93,-77
F7:24:98:9B:B6:EA,-79
C8:5B:EA:43:6F:75,-68
FB:D3:B5:B9:89:F2,-61
EA:EF:87:2F:4D:93,-68
F7:24:98:9B:B6:EA,-72
C9:EC:7A:17:D8:D5,-68
C8:5B:EA:43:6F:75,-76
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-65
F7:24:98:9B:B6:EA,-79
C9:EC:7A:17:D8:D5,-66
C8:5B:EA:43:6F:75,-68
FB:D3:B5:B9:89:F2,-60
EA:EF:87:2F:4D:93,-68
F7:24:98:9B:B6:EA,-72
C9:EC:7A:17:D8:D5,-65
C8:5B:EA:43:6F:75,-76
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-77
F7:24:98:9B:B6:EA,-77
C9:EC:7A:17:D8:D5,-66
C8:5B:EA:43:6F:75,-68
FB:D3:B5:B9:89:F2,-63
F7:24:98:9B:B6:EA,-70
EA:EF:87:2F:4D:93,-68
C9:EC:7A:17:D8:D5,-65
C8:5B:EA:43:6F:75,-76
FB:D3:B5:B9:89:F2,-72
EA:EF:87:2F:4D:93,-77
F7:24:98:9B:B6:EA,-77
C9:EC:7A:17:D8:D5,-69
C8:5B:EA:43:6F:75,-70
FB:D3:B5:B9:89:F2,-63
