busID,ProximaParada,Ruta,Orientacion,rangoHora,tiempoRecorrido
505,232,6349,0.0,4.0,62.0
505,232,6349,0.0,5.0,61.0
5946,63,546,0.0,19.0,31.0
5946,63,546,0.0,22.0,32.0
5946,63,546,0.0,4.5,31.0
3921,101,7410,1.0,23.5,63.0
4713,64,64,1.0,17.5,32.0
4713,64,64,1.0,20.0,31.0
4713,64,64,1.0,22.5,0.0
4713,64,64,1.0,1.5,63.0
6418,119,6537,0.0,0.0,219.0
6418,119,6537,0.0,4.0,0.0
407,16,4162,0.0,9.0,63.0
295,66,791,1.0,4.0,159.0
295,66,791,1.0,6.5,126.0
295,66,791,1.0,8.0,64.0
295,66,791,1.0,10.5,96.0
3613,263,11765,1.0,4.0,31.0
3613,263,11765,1.0,5.0,32.0
3613,263,11765,1.0,6.0,0.0
7685,79,921,1.0,11.5,0.0
7685,79,921,1.0,12.5,0.0
7685,79,921,1.0,13.5,31.0
7685,79,921,1.0,14.5,63.0
7685,79,921,1.0,16.0,0.0
7685,79,921,1.0,17.5,63.0
7685,79,921,1.0,19.0,31.0
3757,265,11740,1.0,6.5,62.0
3757,265,11740,1.0,8.5,32.0
4916,140,8132,0.0,22.0,31.0
7595,39,5141,0.0,23.0,61.0
7595,39,5141,0.0,2.5,62.0
4318,211,2400,1.0,7.0,62.0
3918,122,7205,1.0,16.5,0.0
3918,122,7205,1.0,17.5,33.0
3918,122,7205,1.0,18.5,64.0
3918,122,7205,1.0,19.5,63.0
3918,122,7205,1.0,21.5,64.0
3918,122,7205,1.0,23.0,31.0
3918,122,7205,1.0,0.5,95.0
3918,122,7205,1.0,2.0,93.0
3918,122,7205,1.0,3.5,31.0
3918,122,7205,1.0,5.0,93.0
4576,28,4612,0.0,17.0,62.0
4576,28,4612,0.0,19.5,127.0
8945,278,9559,1.0,7.5,95.0
6667,96,6816,0.0,5.0,31.0
6667,96,6816,0.0,7.0,31.0
9518,34,5342,1.0,17.5,32.0
9518,34,5342,1.0,20.0,0.0
6895,151,6594,1.0,23.0,63.0
5722,84,1402,1.0,17.5,32.0
5722,84,1402,1.0,23.5,0.0
2213,203,1849,1.0,9.0,32.0
8011,152,9034,0.0,20.5,31.0
8011,152,9034,0.0,0.0,31.0
8011,152,9034,0.0,2.5,0.0
8011,152,9034,0.0,4.0,0.0
8011,152,9034,0.0,6.0,63.0
207,285,10522,0.0,3.0,253.0
207,285,10522,0.0,5.5,284.0
8977,282,12616,1.0,18.5,32.0
8977,282,12616,1.0,19.0,32.0
8977,282,12616,1.0,20.0,94.0
8040,170,8763,1.0,4.0,31.0
8040,170,8763,1.0,5.5,32.0
8040,170,8763,1.0,7.5,0.0
6522,160,9653,0.0,5.0,127.0
6522,160,9653,0.0,7.0,65.0
6522,160,9653,0.0,9.5,0.0
5736,82,1248,0.0,19.5,93.0
3623,263,11734,1.0,10.0,32.0
3773,263,11720,1.0,5.0,254.0
3773,263,11720,1.0,10.0,285.0
2443,202,2104,1.0,8.5,62.0
3547,263,11783,0.0,17.0,0.0
3547,263,11783,0.0,17.5,0.0
6085,179,2315,1.0,19.0,62.0
5881,99,6748,0.0,19.5,0.0
5881,99,6748,0.0,3.5,159.0
4513,189,2136,1.0,23.0,36.0
4236,22,4429,1.0,2.0,127.0
4304,211,2801,0.0,17.5,93.0
9356,134,8180,1.0,4.0,94.0
9356,134,8180,1.0,5.5,95.0
9541,29,3878,0.0,17.0,63.0
4119,185,2636,0.0,2.5,32.0
3555,263,9430,0.0,18.0,93.0
3555,263,9430,0.0,19.0,180.0
3555,263,9430,0.0,20.0,125.0
3555,263,9430,0.0,21.5,189.0
185,274,10905,0.0,22.5,0.0
185,274,10905,0.0,1.0,64.0
6667,96,6826,1.0,1.0,32.0
6667,96,6826,1.0,3.0,63.0
6667,96,6826,1.0,5.0,0.0
3206,295,7061,0.0,4.5,189.0
313,61,502,0.0,22.5,31.0
313,61,502,0.0,0.5,31.0
313,61,502,0.0,2.0,32.0
313,61,502,0.0,4.5,94.0
313,61,502,0.0,6.0,0.0
3760,286,10173,0.0,3.5,63.0
9399,146,8955,0.0,17.5,32.0
9399,146,8955,0.0,19.5,32.0
4681,148,9725,1.0,4.5,31.0
4798,82,1240,1.0,23.5,30.0
442,46,5321,1.0,23.5,315.0
442,46,5321,1.0,1.5,127.0
442,46,5321,1.0,3.0,64.0
442,46,5321,1.0,5.0,32.0
442,46,5321,1.0,6.5,62.0
2875,209,2854,0.0,2.5,95.0
7601,1,3631,0.0,1.5,0.0
7601,1,3631,0.0,6.5,0.0
4953,28,4599,0.0,22.0,32.0
4953,28,4599,0.0,0.0,64.0
4953,28,4599,0.0,2.5,64.0
4953,28,4599,0.0,5.0,32.0
9492,35,3252,0.0,2.0,32.0
9492,35,3252,0.0,4.5,0.0
4997,5,3582,0.0,16.5,63.0
404,52,3497,0.0,18.5,64.0
404,52,3497,0.0,21.0,31.0
404,52,3497,0.0,0.0,32.0
6825,5,3573,1.0,8.5,32.0
3083,242,1227,1.0,3.0,126.0
3600,261,10586,1.0,0.5,62.0
3600,261,10586,1.0,3.0,31.0
8020,155,9816,0.0,8.0,31.0
8020,155,9816,0.0,9.5,0.0
3414,250,1331,0.0,4.5,62.0
4488,281,12109,0.0,16.5,32.0
4488,281,12109,0.0,18.0,57.0
8008,146,8155,1.0,7.0,58.0
3192,302,11948,0.0,6.5,32.0
3192,302,11948,0.0,10.5,0.0
2716,207,7594,1.0,4.0,65.0
7004,175,2225,0.0,18.0,32.0
7004,175,2225,0.0,20.0,31.0
7004,175,2225,0.0,5.0,63.0
3539,263,11737,0.0,16.0,0.0
3539,263,11737,0.0,17.5,31.0
3539,263,11737,0.0,19.0,31.0
3539,263,11737,0.0,3.0,31.0
4814,27,4380,0.0,11.5,1104.0
4814,27,4380,0.0,12.5,31.0
8036,167,8297,1.0,2.5,126.0
3537,261,10531,0.0,17.5,63.0
3537,261,10531,0.0,19.5,61.0
5934,156,12199,0.0,11.5,31.0
5934,156,12199,0.0,17.5,94.0
5934,156,12199,0.0,21.5,315.0
5934,156,12199,0.0,1.5,157.0
5934,156,12199,0.0,5.5,411.0
6822,49,4840,1.0,15.5,0.0
6822,49,4840,1.0,18.0,53.0
6822,49,4840,1.0,23.5,64.0
3035,302,11925,0.0,23.0,31.0
8047,153,12550,0.0,17.0,190.0
3773,263,11768,0.0,5.5,33.0
3928,120,7503,0.0,19.5,31.0
3928,120,7503,0.0,21.0,63.0
7681,76,846,0.0,21.0,64.0
7681,76,846,0.0,22.5,95.0
6851,143,9118,0.0,0.5,31.0
6851,143,9118,0.0,4.0,0.0
577,233,4273,1.0,16.5,62.0
4198,165,8130,0.0,23.5,95.0
4198,165,8130,0.0,2.0,32.0
3564,269,10816,1.0,19.0,32.0
3973,32,4853,1.0,19.0,0.0
3973,32,4853,1.0,21.0,31.0
3973,32,4853,1.0,23.0,0.0
3973,32,4853,1.0,1.0,93.0
3973,32,4853,1.0,3.0,32.0
3973,32,4853,1.0,5.5,32.0
6828,2,3701,1.0,15.5,31.0
6828,2,3701,1.0,16.5,0.0
6828,2,3701,1.0,18.0,0.0
6828,2,3701,1.0,20.0,0.0
6828,2,3701,1.0,22.0,64.0
6828,2,3701,1.0,23.5,64.0
6297,3,5868,1.0,0.0,31.0
3633,263,11797,1.0,18.0,32.0
3633,263,11797,1.0,20.0,31.0
3633,263,11797,1.0,23.5,31.0
3633,263,11797,1.0,4.5,0.0
9440,36,4974,0.0,19.0,95.0
9440,36,4974,0.0,22.0,126.0
9440,36,4974,0.0,7.0,32.0
5714,98,7311,1.0,20.0,156.0
5317,82,1232,1.0,17.5,0.0
5317,82,1232,1.0,2.0,63.0
3760,251,10283,0.0,17.5,61.0
3760,251,10283,0.0,18.5,60.0
3760,251,10283,0.0,20.0,159.0
3760,251,10283,0.0,22.0,126.0
3760,251,10283,0.0,23.5,121.0
6171,69,655,0.0,2.0,31.0
6171,69,655,0.0,4.0,32.0
6171,69,655,0.0,6.0,31.0
6650,95,6439,1.0,3.0,159.0
442,46,5316,0.0,0.5,31.0
442,46,5316,0.0,2.5,31.0
442,46,5316,0.0,4.0,95.0
442,46,5316,0.0,6.0,31.0
442,46,5316,0.0,7.5,64.0
6424,95,6545,0.0,4.0,94.0
6424,95,6545,0.0,6.5,32.0
4011,183,1830,0.0,16.0,40.0
4011,183,1830,0.0,18.5,103.0
485,37,5067,0.0,18.0,125.0
485,37,5067,0.0,20.5,64.0
4633,286,12012,0.0,19.0,94.0
4633,286,12012,0.0,22.5,31.0
4633,286,12012,0.0,1.5,54.0
3027,296,7928,0.0,4.0,62.0
528,274,10907,1.0,18.5,0.0
528,274,10907,1.0,21.0,0.0
6524,19,9925,0.0,20.0,661.0
6524,19,9925,0.0,0.5,96.0
6524,19,9925,0.0,3.5,129.0
6524,19,9925,0.0,5.5,92.0
6393,114,6398,0.0,22.0,93.0
6393,114,6398,0.0,2.5,64.0
6393,114,6398,0.0,7.0,96.0
374,24,5528,0.0,19.0,32.0
374,24,5528,0.0,21.5,32.0
4872,35,6249,0.0,18.0,31.0
3782,265,11868,0.0,11.0,0.0
3782,265,11868,0.0,2.5,31.0
5748,82,1239,1.0,19.0,93.0
5748,82,1239,1.0,0.0,94.0
5748,82,1239,1.0,6.0,62.0
2758,230,2057,0.0,17.5,62.0
273,59,7257,1.0,18.0,96.0
273,59,7257,1.0,21.5,222.0
273,59,7257,1.0,0.0,191.0
273,59,7257,1.0,3.5,284.0
273,59,7257,1.0,6.0,161.0
2812,202,2823,1.0,4.5,63.0
4783,82,1374,1.0,3.5,63.0
4783,82,1374,1.0,7.5,31.0
4783,82,1374,1.0,9.5,94.0
4383,73,7551,1.0,18.5,97.0
6566,12,5891,0.0,17.5,31.0
6566,12,5891,0.0,19.5,979.0
6566,12,5891,0.0,21.5,657.0
6566,12,5891,0.0,0.0,124.0
6566,12,5891,0.0,2.0,127.0
6566,12,5891,0.0,4.5,96.0
7694,55,12246,1.0,23.0,126.0
7694,55,12246,1.0,0.5,127.0
7694,55,12246,1.0,3.0,315.0
7694,55,12246,1.0,5.0,220.0
7694,55,12246,1.0,7.0,222.0
442,42,4408,0.0,15.5,31.0
442,42,4408,0.0,19.5,252.0
7578,16,4176,1.0,5.0,94.0
280,93,1171,1.0,17.5,0.0
280,93,1171,1.0,20.0,95.0
3584,278,12021,0.0,18.5,31.0
3584,278,12021,0.0,23.0,0.0
6023,239,1627,1.0,2.5,252.0
6023,239,1627,1.0,3.0,602.0
6023,239,1627,1.0,3.5,350.0
6023,239,1627,1.0,4.5,442.0
6023,239,1627,1.0,5.0,349.0
6023,239,1627,1.0,6.5,1079.0
6023,239,1627,1.0,7.5,128.0
6023,239,1627,1.0,9.5,158.0
6023,239,1627,1.0,10.0,1405.0
1212,57,377,0.0,19.5,62.0
1212,57,377,0.0,21.5,63.0
1212,57,377,0.0,23.5,94.0
1212,57,377,0.0,1.5,31.0
1212,57,377,0.0,3.5,31.0
1212,57,377,0.0,6.0,94.0
1212,57,377,0.0,8.0,62.0
1212,57,377,0.0,9.5,63.0
9588,32,5833,0.0,19.5,32.0
9588,32,5833,0.0,22.0,64.0
4946,25,4548,1.0,19.0,64.0
4946,25,4548,1.0,22.0,63.0
4984,5,3622,0.0,20.5,63.0
9454,10,9654,1.0,4.5,32.0
4485,293,11580,0.0,17.5,0.0
4485,293,11580,0.0,19.0,31.0
4485,293,11580,0.0,20.5,0.0
4485,293,11580,0.0,23.5,0.0
9549,157,9177,0.0,23.0,7.0
9549,157,9177,0.0,1.0,33.0
378,52,3491,0.0,19.0,30.0
378,52,3491,0.0,21.5,31.0
378,52,3491,0.0,0.0,32.0
378,52,3491,0.0,2.5,32.0
8007,157,9158,0.0,7.0,32.0
8007,157,9158,0.0,9.0,0.0
4773,67,1528,0.0,1.0,0.0
4773,67,1528,0.0,3.5,0.0
4773,67,1528,0.0,6.0,0.0
5546,100,7484,1.0,11.0,31.0
5546,100,7484,1.0,13.0,0.0
5546,100,7484,1.0,15.5,0.0
5546,100,7484,1.0,17.5,32.0
5546,100,7484,1.0,0.0,0.0
5546,100,7484,1.0,4.5,31.0
4777,67,640,1.0,17.0,126.0
4777,67,640,1.0,19.0,124.0
4186,151,9465,0.0,6.0,31.0
2401,202,1829,1.0,20.0,31.0
2401,202,1829,1.0,8.0,58.0
9420,35,3264,0.0,5.5,33.0
9420,35,3264,0.0,7.5,0.0
6316,38,6246,1.0,1.0,94.0
6316,38,6246,1.0,4.0,44.0
6038,54,1348,0.0,19.0,31.0
6286,73,102,1.0,3.0,0.0
6286,73,102,1.0,5.0,31.0
4473,152,8130,0.0,2.0,32.0
4473,152,8130,0.0,3.5,32.0
9216,148,8248,1.0,22.5,65.0
3763,286,9501,1.0,14.0,0.0
3763,286,9501,1.0,19.5,93.0
9651,157,9193,0.0,19.0,0.0
9651,157,9193,0.0,21.5,30.0
257,37,5531,1.0,0.0,31.0
3611,269,10797,0.0,17.0,32.0
3611,269,10797,0.0,18.5,63.0
3611,269,10797,0.0,20.5,31.0
3611,269,10797,0.0,22.5,0.0
9561,141,8189,0.0,19.5,94.0
9561,141,8189,0.0,21.0,63.0
9432,19,4301,0.0,10.0,32.0
4516,163,9618,1.0,20.0,157.0
4516,163,9618,1.0,22.5,30.0
5903,156,1279,0.0,11.0,63.0
5903,156,1279,0.0,18.0,127.0
5903,156,1279,0.0,22.0,63.0
5903,156,1279,0.0,1.5,94.0
5903,156,1279,0.0,5.5,158.0
5903,156,1279,0.0,9.0,63.0
3980,45,3194,0.0,7.0,32.0
6878,136,8596,0.0,2.0,0.0
6878,136,8596,0.0,3.0,0.0
6878,136,8596,0.0,8.5,0.0
6878,136,8596,0.0,10.5,31.0
4434,180,2543,0.0,4.0,187.0
4434,180,2543,0.0,5.5,190.0
9350,157,9164,0.0,7.0,33.0
9350,157,9164,0.0,8.0,31.0
6809,7,5426,1.0,18.5,63.0
6809,7,5426,1.0,21.0,94.0
6809,7,5426,1.0,22.5,158.0
2775,231,7921,0.0,17.0,31.0
2775,231,7921,0.0,19.5,31.0
6843,5,3594,0.0,22.0,0.0
6843,5,3594,0.0,1.5,32.0
6843,5,3594,0.0,4.0,31.0
6843,5,3594,0.0,7.0,0.0
2766,202,8114,0.0,20.5,63.0
5533,106,7641,1.0,18.0,32.0
5533,106,7641,1.0,19.0,0.0
5533,106,7641,1.0,20.5,0.0
5533,106,7641,1.0,23.5,63.0
5533,106,7641,1.0,3.5,0.0
5533,106,7641,1.0,5.0,93.0
5533,106,7641,1.0,7.0,95.0
5533,106,7641,1.0,9.0,63.0
5533,106,7641,1.0,10.0,31.0
7793,80,1126,0.0,4.5,376.0
6381,119,6479,0.0,21.0,62.0
4483,291,12037,0.0,19.0,33.0
6322,196,2558,1.0,6.0,62.0
6623,5,6232,1.0,18.0,0.0
6623,5,6232,1.0,22.5,33.0
2143,222,3170,0.0,18.5,32.0
2754,202,6656,0.0,21.0,126.0
2754,202,6656,0.0,0.0,0.0
6559,160,9447,1.0,1.5,95.0
5256,98,7302,1.0,4.5,32.0
3363,301,8034,0.0,4.5,31.0
4559,3,5424,1.0,16.0,31.0
4860,40,2942,0.0,17.0,32.0
4860,40,2942,0.0,18.5,0.0
4860,40,2942,0.0,21.0,0.0
4860,40,2942,0.0,23.0,31.0
9695,28,4612,0.0,12.0,32.0
9416,47,5335,1.0,6.0,62.0
9416,47,5335,1.0,7.0,0.0
9416,47,5335,1.0,8.0,0.0
6693,109,6489,0.0,22.0,63.0
6693,109,6489,0.0,1.0,0.0
6693,109,6489,0.0,5.0,32.0
6693,109,6489,0.0,8.0,0.0
5079,13,3052,0.0,5.5,31.0
5079,13,3052,0.0,7.5,64.0
229,288,11373,0.0,18.5,32.0
229,288,11373,0.0,21.5,222.0
7764,91,1356,0.0,22.0,126.0
7764,91,1356,0.0,0.0,187.0
7764,91,1356,0.0,2.0,124.0
7764,91,1356,0.0,4.0,127.0
7764,91,1356,0.0,6.5,126.0
7764,91,1356,0.0,8.5,63.0
7764,91,1356,0.0,10.0,63.0
4159,252,6350,1.0,17.0,0.0
4159,252,6350,1.0,18.0,32.0
5325,26,5708,0.0,18.0,348.0
5325,26,5708,0.0,22.0,221.0
5325,26,5708,0.0,0.5,319.0
5325,26,5708,0.0,3.5,255.0
5325,26,5708,0.0,6.0,412.0
9215,258,8097,1.0,19.0,31.0
2113,210,7864,0.0,18.5,599.0
2113,210,7864,0.0,19.0,281.0
2113,210,7864,0.0,19.0,32.0
6613,11,4291,0.0,1.0,0.0
6613,11,4291,0.0,3.5,0.0
6613,11,4291,0.0,6.0,0.0
6613,11,4291,0.0,8.0,93.0
4589,22,4443,1.0,17.0,31.0
4589,22,4443,1.0,21.0,63.0
4589,22,4443,1.0,23.5,31.0
4589,22,4443,1.0,2.5,62.0
4589,22,4443,1.0,5.0,63.0
4589,22,4443,1.0,7.5,31.0
191,274,10903,1.0,19.5,0.0
191,274,10903,1.0,22.0,0.0
191,274,10903,1.0,0.5,31.0
7565,42,5790,1.0,18.0,65.0
6536,160,9648,0.0,0.0,65.0
6512,160,9973,1.0,5.5,33.0
6068,135,8511,0.0,20.0,63.0
7727,80,1361,0.0,17.5,31.0
7727,80,1361,0.0,20.5,219.0
7727,80,1361,0.0,23.0,32.0
7727,80,1361,0.0,2.5,32.0
7727,80,1361,0.0,5.5,220.0
3337,238,10557,1.0,18.0,157.0
3337,238,10557,1.0,20.0,95.0
4473,152,9031,0.0,2.0,0.0
4473,152,9031,0.0,3.5,0.0
3544,263,11737,0.0,5.0,32.0
3416,248,695,0.0,5.5,117.0
6654,95,6455,1.0,4.5,31.0
8809,270,10880,1.0,3.5,32.0
9056,41,5194,1.0,19.5,31.0
9056,41,5194,1.0,21.5,123.0
9056,41,5194,1.0,23.0,64.0
9056,41,5194,1.0,1.0,32.0
9056,41,5194,1.0,2.5,95.0
9056,41,5194,1.0,4.5,32.0
9056,41,5194,1.0,6.0,63.0
4712,85,1173,1.0,16.5,94.0
4712,85,1173,1.0,18.5,0.0
4712,85,1173,1.0,20.5,95.0
4712,85,1173,1.0,22.0,31.0
4712,85,1173,1.0,0.0,63.0
4712,85,1173,1.0,2.5,0.0
4712,85,1173,1.0,4.5,63.0
4712,85,1173,1.0,6.5,32.0
4712,85,1173,1.0,8.5,32.0
5075,125,7517,0.0,18.0,94.0
5075,125,7517,0.0,19.5,163.0
5075,125,7517,0.0,3.0,125.0
5075,125,7517,0.0,4.0,160.0
5075,125,7517,0.0,5.0,159.0
5075,125,7517,0.0,6.5,94.0
4813,2,5468,0.0,18.5,63.0
4813,2,5468,0.0,20.0,128.0
4813,2,5468,0.0,22.5,158.0
4813,2,5468,0.0,0.0,127.0
4813,2,5468,0.0,1.5,124.0
4813,2,5468,0.0,3.5,31.0
4813,2,5468,0.0,5.5,158.0
4813,2,5468,0.0,7.0,126.0
6616,41,5916,0.0,20.0,31.0
6616,41,5916,0.0,21.5,127.0
3987,160,9956,0.0,17.0,0.0
3987,160,9956,0.0,19.5,62.0
6419,119,6542,0.0,21.0,96.0
9650,13,3034,0.0,16.5,0.0
9650,13,3034,0.0,19.0,32.0
2411,229,2601,0.0,17.5,526.0
640,289,11524,1.0,17.5,31.0
640,289,11524,1.0,19.5,33.0
4441,189,2515,0.0,16.5,0.0
4441,189,2515,0.0,19.5,0.0
4441,189,2515,0.0,1.0,0.0
429,48,3426,0.0,5.5,191.0
429,48,3426,0.0,10.5,33.0
6297,38,10250,0.0,19.5,31.0
6297,38,10250,0.0,22.0,95.0
7635,70,120,1.0,4.0,32.0
5606,107,6989,0.0,19.0,62.0
5606,107,6989,0.0,23.0,65.0
5606,107,6989,0.0,3.0,95.0
5606,107,6989,0.0,6.5,62.0
5606,107,6989,0.0,10.0,31.0
3404,249,1610,0.0,5.0,250.0
4045,187,2381,1.0,18.0,0.0
4045,187,2381,1.0,21.0,63.0
3763,252,10333,0.0,0.0,0.0
3763,252,10333,0.0,1.5,0.0
4922,35,6258,1.0,1.5,31.0
543,285,10741,1.0,23.0,0.0
543,285,10741,1.0,1.5,32.0
4203,150,8886,1.0,5.5,31.0
4562,15,6247,1.0,3.5,32.0
4562,15,6247,1.0,5.5,64.0
4694,159,8438,1.0,12.0,0.0
4694,159,8438,1.0,13.0,0.0
4694,159,8438,1.0,15.0,32.0
4694,159,8438,1.0,18.0,63.0
4694,159,8438,1.0,19.0,0.0
5696,64,65,1.0,20.5,124.0
5696,64,65,1.0,23.0,221.0
5696,64,65,1.0,2.0,32.0
3610,258,10604,0.0,20.5,63.0
3610,258,10604,0.0,22.5,95.0
5728,84,1020,0.0,20.0,31.0
4246,185,1932,1.0,5.0,63.0
4246,185,1932,1.0,6.0,31.0
4246,185,1932,1.0,8.0,0.0
9510,38,6246,1.0,17.0,64.0
9510,38,6246,1.0,19.5,126.0
4358,97,7268,0.0,17.0,0.0
4358,97,7268,0.0,20.0,31.0
4358,97,7268,0.0,23.0,63.0
4358,97,7268,0.0,2.5,0.0
4358,97,7268,0.0,5.5,94.0
4358,97,7268,0.0,8.5,0.0
3860,119,7787,0.0,20.5,62.0
3860,119,7787,0.0,0.5,124.0
6856,136,8592,0.0,21.5,94.0
346,46,5311,0.0,23.5,64.0
346,46,5311,0.0,1.0,30.0
346,46,5311,0.0,3.0,127.0
346,46,5311,0.0,4.5,32.0
346,46,5311,0.0,6.5,65.0
346,46,5311,0.0,8.5,31.0
346,46,5311,0.0,10.0,31.0
4032,273,9849,1.0,20.0,0.0
4032,273,9849,1.0,22.0,190.0
4032,273,9849,1.0,23.5,94.0
4032,273,9849,1.0,1.0,63.0
4032,273,9849,1.0,2.0,67.0
4032,273,9849,1.0,9.0,93.0
2710,206,7867,0.0,20.0,63.0
4832,5,3594,0.0,19.0,0.0
4832,5,3594,0.0,21.5,31.0
4502,281,12110,0.0,11.5,0.0
4502,281,12110,0.0,17.0,0.0
4502,281,12110,0.0,19.0,33.0
4718,94,301,1.0,18.5,31.0
4718,94,301,1.0,20.5,0.0
9366,170,12327,1.0,19.0,62.0
3658,265,11774,0.0,18.0,33.0
3658,265,11774,0.0,22.0,0.0
3658,265,11774,0.0,10.0,32.0
665,52,3489,0.0,1.0,0.0
665,52,3489,0.0,3.5,63.0
665,52,3489,0.0,6.0,64.0
665,52,3489,0.0,8.5,64.0
665,52,3489,0.0,10.5,0.0
4647,286,11306,0.0,20.5,31.0
4647,286,11306,0.0,0.0,0.0
6558,163,9584,0.0,3.5,159.0
631,271,10901,0.0,17.0,0.0
631,271,10901,0.0,19.0,156.0
2475,221,6052,1.0,4.5,63.0
5195,28,4367,1.0,11.0,33.0
5107,13,5364,0.0,5.0,93.0
5107,13,5364,0.0,6.5,63.0
273,59,7559,0.0,11.0,31.0
273,59,7559,0.0,19.0,158.0
273,59,7559,0.0,22.5,128.0
273,59,7559,0.0,1.0,32.0
273,59,7559,0.0,4.5,96.0
273,59,7559,0.0,7.5,66.0
6395,109,6495,0.0,20.5,0.0
6395,109,6495,0.0,6.5,0.0
234,1,5894,0.0,19.5,95.0
234,1,5894,0.0,21.5,0.0
234,1,5894,0.0,0.0,31.0
234,1,5894,0.0,2.5,0.0
234,1,5894,0.0,5.0,64.0
9002,278,11177,1.0,18.5,0.0
9002,278,11177,1.0,20.5,0.0
6682,103,7942,1.0,18.5,63.0
6682,103,7942,1.0,21.5,94.0
6682,103,7942,1.0,1.0,250.0
6796,144,4002,1.0,11.0,31.0
6796,144,4002,1.0,12.0,63.0
9019,267,10680,1.0,5.0,0.0
9019,267,10680,1.0,6.5,0.0
2124,219,7535,1.0,2.5,103.0
9216,148,8236,0.0,15.5,31.0
9216,148,8236,0.0,21.5,31.0
9216,148,8236,0.0,23.0,17.0
4897,0,2913,0.0,20.0,34.0
4897,0,2913,0.0,22.0,127.0
4897,0,2913,0.0,0.5,0.0
4897,0,2913,0.0,2.5,32.0
4897,0,2913,0.0,5.0,126.0
5172,22,4445,1.0,22.5,32.0
5172,22,4445,1.0,2.5,95.0
5172,22,4445,1.0,5.5,62.0
5172,22,4445,1.0,6.5,32.0
3699,275,11032,0.0,16.0,31.0
3699,275,11032,0.0,19.0,0.0
408,16,4201,1.0,4.0,32.0
4819,5,3564,1.0,17.0,64.0
4819,5,3564,1.0,19.5,31.0
4819,5,3564,1.0,23.0,32.0
4819,5,3564,1.0,2.0,95.0
4819,5,3564,1.0,5.5,96.0
4819,5,3564,1.0,10.5,63.0
2479,216,3487,0.0,18.0,64.0
2479,216,3487,0.0,19.5,63.0
4576,22,5935,0.0,22.5,64.0
4576,22,5935,0.0,1.5,38.0
4576,22,5935,0.0,4.0,30.0
247,18,6081,1.0,18.5,32.0
247,18,6081,1.0,20.5,62.0
247,18,6081,1.0,22.5,124.0
247,18,6081,1.0,0.5,31.0
247,18,6081,1.0,2.5,0.0
247,18,6081,1.0,4.5,63.0
247,18,6081,1.0,6.0,63.0
247,18,6081,1.0,7.5,31.0
247,18,6081,1.0,8.5,32.0
247,18,6081,1.0,10.0,32.0
9639,157,9229,1.0,20.0,32.0
9639,157,9229,1.0,23.5,0.0
265,48,3457,1.0,20.0,0.0
265,48,3457,1.0,23.0,0.0
265,48,3457,1.0,7.0,32.0
6584,2,3659,0.0,2.5,126.0
4024,270,10874,1.0,3.5,32.0
4024,270,10874,1.0,6.0,0.0
4024,270,10874,1.0,8.0,0.0
4024,270,10874,1.0,10.5,0.0
2753,202,7747,1.0,6.5,285.0
435,46,5817,1.0,16.0,31.0
3638,252,10331,0.0,18.5,61.0
3638,252,10331,0.0,20.0,0.0
3638,252,10331,0.0,21.5,32.0
3638,252,10331,0.0,23.0,95.0
4440,189,2134,1.0,17.0,33.0
4440,189,2134,1.0,7.5,32.0
3344,235,7183,0.0,3.5,96.0
6845,165,9303,0.0,0.5,63.0
3429,241,8116,0.0,11.5,63.0
7054,174,1930,1.0,13.5,0.0
7054,174,1930,1.0,18.0,63.0
7054,174,1930,1.0,20.0,32.0
7054,174,1930,1.0,22.5,31.0
7054,174,1930,1.0,0.5,31.0
3221,309,9234,1.0,18.5,92.0
5749,89,122,0.0,23.0,190.0
7015,179,1775,0.0,6.5,0.0
7015,179,1775,0.0,9.0,31.0
4903,148,8190,1.0,6.5,32.0
2179,209,2415,1.0,1.5,125.0
4639,286,10153,0.0,12.5,31.0
4639,286,10153,0.0,3.0,63.0
3646,280,12076,0.0,21.0,31.0
3646,280,12076,0.0,22.5,95.0
3646,280,12076,0.0,1.5,189.0
3646,280,12076,0.0,4.0,62.0
5731,74,776,0.0,5.0,32.0
3520,265,11878,0.0,3.0,63.0
8932,4,5544,0.0,17.5,0.0
8932,4,5544,0.0,19.5,0.0
3297,305,9857,1.0,18.0,31.0
3987,33,4875,0.0,11.5,0.0
3987,33,4875,0.0,12.5,62.0
3987,33,4875,0.0,9.0,30.0
3987,33,4875,0.0,10.5,32.0
6713,96,7679,0.0,20.0,32.0
6713,96,7679,0.0,22.0,63.0
6713,96,7679,0.0,0.5,31.0
6713,96,7679,0.0,2.5,31.0
6713,96,7679,0.0,4.5,32.0
6713,96,7679,0.0,7.0,32.0
2792,202,6714,0.0,4.0,158.0
4108,45,3335,0.0,16.0,0.0
4108,45,3335,0.0,18.0,0.0
4108,45,3335,0.0,20.0,0.0
3967,32,5881,0.0,14.0,32.0
4848,2,5440,1.0,21.5,32.0
4848,2,5440,1.0,23.0,0.0
263,16,4142,0.0,18.0,220.0
263,16,4142,0.0,3.5,126.0
263,16,4142,0.0,6.0,0.0
9687,25,4517,1.0,17.5,63.0
9687,25,4517,1.0,20.5,0.0
9687,25,4517,1.0,8.5,157.0
4179,139,10063,1.0,6.5,0.0
4179,139,10063,1.0,8.0,0.0
4534,34,5344,1.0,15.5,0.0
4534,34,5344,1.0,18.0,0.0
