busID,ProximaParada,Ruta,Orientacion,rangoHora,tiempoRecorrido
7818,76,652,0.0,21.0,31.0
6340,143,6639,0.0,6.5,200.0
563,288,8874,1.0,1.0,63.0
563,288,8874,1.0,4.0,222.0
2756,230,2219,0.0,18.5,155.0
8059,153,6452,1.0,18.5,32.0
4514,9,4509,1.0,18.5,64.0
4514,9,4509,1.0,21.0,0.0
4514,9,4509,1.0,23.5,32.0
4514,9,4509,1.0,2.0,31.0
4514,9,4509,1.0,4.0,31.0
3206,310,6185,1.0,19.0,222.0
5830,99,6028,0.0,18.0,95.0
4146,255,8151,0.0,4.0,63.0
4146,255,8151,0.0,6.0,65.0
4146,255,8151,0.0,10.0,63.0
4835,5,4711,0.0,18.0,126.0
4835,5,4711,0.0,21.5,0.0
613,277,8639,1.0,3.0,156.0
613,277,8639,1.0,5.5,93.0
4723,94,246,1.0,17.0,31.0
4723,94,246,1.0,17.5,127.0
4723,94,246,1.0,19.5,95.0
4723,94,246,1.0,22.0,126.0
4723,94,246,1.0,22.0,96.0
4723,94,246,1.0,0.5,0.0
4723,94,246,1.0,3.0,187.0
4723,94,246,1.0,5.0,0.0
4723,94,246,1.0,5.5,127.0
4723,94,246,1.0,7.5,0.0
4723,94,246,1.0,7.5,64.0
4869,17,3263,1.0,23.0,96.0
4869,17,3263,1.0,1.5,94.0
4869,17,3263,1.0,3.0,63.0
2731,229,1317,0.0,17.5,31.0
2731,229,1317,0.0,20.0,63.0
3149,234,4839,1.0,18.0,61.0
4215,143,7927,0.0,20.0,222.0
4215,143,7927,0.0,8.5,63.0
525,271,8485,0.0,20.5,63.0
6055,92,5608,0.0,11.0,63.0
508,232,4442,1.0,19.0,62.0
3600,261,8224,1.0,0.5,93.0
3600,261,8224,1.0,2.5,444.0
3600,261,8224,1.0,4.5,311.0
395,16,3189,0.0,19.5,126.0
395,16,3189,0.0,21.5,64.0
5201,129,5344,0.0,19.0,31.0
6024,283,145,1.0,11.0,32.0
6024,283,145,1.0,18.0,63.0
6024,283,145,1.0,20.5,31.0
6024,283,145,1.0,5.0,32.0
6024,283,145,1.0,5.0,0.0
6024,283,145,1.0,7.0,63.0
3990,12,3138,0.0,9.5,32.0
8022,155,6288,0.0,23.5,33.0
8022,155,6288,0.0,1.5,34.0
8022,155,6288,0.0,3.5,33.0
442,44,4020,1.0,18.5,126.0
3626,265,9198,0.0,15.5,31.0
3626,265,9198,0.0,20.0,157.0
3626,265,9198,0.0,4.5,158.0
6642,121,5141,0.0,10.5,62.0
5172,31,9626,0.0,12.5,880.0
4566,29,4142,1.0,14.0,31.0
5572,64,3,0.0,22.5,218.0
5572,64,3,0.0,1.5,95.0
5572,64,3,0.0,4.5,189.0
5572,64,3,0.0,7.0,218.0
3803,131,5936,0.0,0.5,31.0
3829,103,5236,1.0,17.5,95.0
3829,103,5236,1.0,20.5,34.0
3829,103,5236,1.0,23.5,33.0
3829,103,5236,1.0,2.5,99.0
3575,293,8986,1.0,6.0,30.0
3575,293,8986,1.0,8.5,0.0
4847,144,7511,1.0,17.5,31.0
4847,144,7511,1.0,23.0,32.0
4847,144,7511,1.0,2.0,32.0
4847,144,7511,1.0,4.5,62.0
4847,144,7511,1.0,7.5,63.0
6277,187,1632,1.0,19.5,95.0
6277,187,1632,1.0,6.0,95.0
3099,240,5769,1.0,7.0,191.0
9637,160,7319,1.0,2.0,31.0
6578,7,9466,1.0,3.5,32.0
6567,45,2604,1.0,1.5,63.0
9518,15,3918,0.0,7.0,94.0
9518,15,3918,0.0,8.0,64.0
3718,270,8438,0.0,1.5,31.0
3718,270,8438,0.0,4.5,32.0
3718,270,8438,0.0,7.0,32.0
5025,7,2997,1.0,3.5,0.0
5025,7,2997,1.0,4.5,32.0
6233,189,1638,1.0,4.5,31.0
7575,16,3198,0.0,3.5,0.0
7575,16,3198,0.0,5.5,64.0
3346,237,6253,0.0,3.0,158.0
3346,237,6253,0.0,6.0,126.0
4848,2,4432,0.0,23.0,159.0
4848,2,4432,0.0,0.5,31.0
9350,170,7196,0.0,21.5,30.0
9350,170,7196,0.0,23.5,0.0
9350,170,7196,0.0,2.5,94.0
199,285,9307,1.0,18.5,223.0
199,285,9307,1.0,21.5,349.0
3604,257,9015,1.0,17.5,95.0
3604,257,9015,1.0,19.0,63.0
3604,257,9015,1.0,21.5,126.0
3604,257,9015,1.0,22.5,124.0
3604,257,9015,1.0,0.0,127.0
3604,257,9015,1.0,2.0,63.0
3604,257,9015,1.0,3.5,62.0
3604,257,9015,1.0,5.5,62.0
5733,82,1121,0.0,2.5,94.0
5733,82,1121,0.0,5.0,126.0
5733,82,1121,0.0,8.5,0.0
5733,82,1121,0.0,10.5,0.0
2824,209,6098,1.0,6.5,406.0
8002,155,6285,0.0,11.0,0.0
8002,155,6285,0.0,8.5,37.0
2253,227,9520,1.0,19.0,627.0
2253,227,9520,1.0,19.0,472.0
6173,179,1792,1.0,17.0,0.0
6173,179,1792,1.0,19.5,0.0
6173,179,1792,1.0,22.0,31.0
6173,179,1792,1.0,1.0,32.0
6730,119,5134,1.0,2.5,62.0
4105,163,7430,0.0,15.0,63.0
4105,163,7430,0.0,20.5,93.0
4105,163,7430,0.0,0.0,31.0
4592,28,3563,0.0,17.5,64.0
4592,28,3563,0.0,20.0,62.0
4592,28,3563,0.0,1.5,62.0
4592,28,3563,0.0,3.5,128.0
4536,164,4811,1.0,18.0,31.0
4536,164,4811,1.0,20.0,32.0
4536,164,4811,1.0,0.5,31.0
4536,164,4811,1.0,3.0,31.0
4536,164,4811,1.0,5.5,63.0
4882,35,2542,1.0,14.0,62.0
4882,35,2542,1.0,7.5,31.0
4882,35,2542,1.0,10.0,0.0
3522,284,9374,0.0,4.0,93.0
3522,284,9374,0.0,6.5,159.0
8031,141,6352,1.0,5.0,0.0
8031,141,6352,1.0,6.5,62.0
8031,141,6352,1.0,8.0,0.0
253,24,3944,0.0,15.5,94.0
253,24,3944,0.0,17.0,126.0
253,24,3944,0.0,19.5,32.0
253,24,3944,0.0,22.0,158.0
4052,187,1486,0.0,11.5,31.0
4052,187,1486,0.0,1.0,0.0
3839,114,5074,1.0,7.0,63.0
3839,114,5074,1.0,10.0,0.0
3241,299,8357,0.0,5.0,31.0
5569,64,1190,1.0,16.5,94.0
5569,64,1190,1.0,18.5,31.0
5569,64,1190,1.0,21.5,314.0
5569,64,1190,1.0,0.0,158.0
5569,64,1190,1.0,5.5,125.0
4856,40,4348,1.0,2.0,64.0
4856,40,4348,1.0,4.5,94.0
4856,40,4348,1.0,6.5,32.0
4856,40,4348,1.0,8.0,32.0
4856,40,4348,1.0,9.5,93.0
3607,270,8457,1.0,11.0,0.0
3607,270,8457,1.0,16.5,0.0
3607,270,8457,1.0,19.0,0.0
3370,248,6228,0.0,19.5,253.0
3370,248,6228,0.0,20.0,477.0
3370,248,6228,0.0,0.0,344.0
3753,255,9409,0.0,23.5,31.0
3753,255,9409,0.0,1.0,0.0
3753,255,9409,0.0,3.5,31.0
3825,111,5749,1.0,17.5,31.0
3825,111,5749,1.0,19.0,0.0
3825,111,5749,1.0,20.0,0.0
3825,111,5749,1.0,22.5,31.0
3825,111,5749,1.0,0.0,32.0
3777,269,8373,0.0,18.5,32.0
3777,269,8373,0.0,20.0,64.0
3777,269,8373,0.0,22.0,31.0
3777,269,8373,0.0,23.5,63.0
3777,269,8373,0.0,1.5,64.0
3777,269,8373,0.0,3.0,94.0
3777,269,8373,0.0,4.5,94.0
3777,269,8373,0.0,6.5,62.0
9617,0,2239,0.0,17.0,0.0
9617,0,2239,0.0,19.0,63.0
9617,0,2239,0.0,21.0,32.0
9617,0,2239,0.0,23.5,31.0
9617,0,2239,0.0,7.5,32.0
9638,170,7654,1.0,20.5,63.0
7071,186,1515,1.0,19.0,94.0
7071,186,1515,1.0,22.0,94.0
3246,299,8343,0.0,4.5,186.0
6268,174,1381,0.0,16.5,31.0
6268,174,1381,0.0,19.5,57.0
6088,92,198,1.0,16.0,32.0
6088,92,198,1.0,18.0,95.0
6088,92,198,1.0,20.0,31.0
6088,92,198,1.0,22.5,32.0
6088,92,198,1.0,0.0,94.0
6088,92,198,1.0,2.5,157.0
6088,92,198,1.0,5.0,156.0
6088,92,198,1.0,7.0,32.0
4546,19,3294,0.0,23.0,62.0
4546,19,3294,0.0,4.5,0.0
4546,19,3294,0.0,7.0,23.0
458,43,4047,0.0,18.5,31.0
458,43,4047,0.0,20.5,94.0
458,43,4047,0.0,23.0,31.0
5639,107,5395,0.0,13.0,32.0
5639,107,5395,0.0,17.5,33.0
5639,107,5395,0.0,21.0,0.0
5639,107,5395,0.0,1.5,31.0
5639,107,5395,0.0,5.0,32.0
4906,140,7330,1.0,1.5,96.0
9407,17,3251,0.0,19.0,0.0
9407,17,3251,0.0,20.5,64.0
9407,17,3251,0.0,2.0,126.0
555,277,8646,0.0,18.5,31.0
555,277,8646,0.0,20.5,62.0
8943,270,8463,1.0,5.0,63.0
306,79,731,1.0,2.5,125.0
306,79,731,1.0,4.0,248.0
434,37,4123,0.0,4.0,63.0
434,37,4123,0.0,6.0,63.0
434,37,4123,0.0,9.5,0.0
260,48,2643,0.0,0.5,64.0
260,48,2643,0.0,4.0,62.0
260,48,2643,0.0,7.0,126.0
260,48,2643,0.0,8.0,32.0
2856,206,1440,1.0,6.5,64.0
9265,169,6560,1.0,22.5,0.0
9265,169,6560,1.0,0.5,32.0
3896,104,5488,0.0,3.0,191.0
3896,104,5488,0.0,4.5,64.0
3896,104,5488,0.0,5.5,32.0
4853,5,2745,1.0,16.5,0.0
4853,5,2745,1.0,19.5,33.0
4563,38,4632,0.0,3.5,221.0
4563,38,4632,0.0,6.0,0.0
4767,67,232,0.0,0.5,219.0
4767,67,232,0.0,5.0,93.0
4767,67,232,0.0,7.5,63.0
6568,160,7747,1.0,3.5,95.0
6568,160,7747,1.0,6.5,32.0
6568,160,7747,1.0,9.0,0.0
3585,290,7821,1.0,20.5,62.0
3585,290,7821,1.0,20.5,0.0
6038,54,189,0.0,18.0,31.0
6038,54,189,0.0,20.0,0.0
6832,162,7370,0.0,22.5,32.0
6832,162,7370,0.0,3.5,65.0
6832,162,7370,0.0,6.0,190.0
9479,30,4339,0.0,16.5,64.0
9486,3,2709,0.0,3.5,22.0
295,75,649,1.0,19.0,64.0
4236,28,3571,1.0,7.0,63.0
3137,309,7203,1.0,19.0,31.0
8089,153,6451,1.0,18.5,95.0
8089,153,6451,1.0,19.5,186.0
8089,153,6451,1.0,21.0,92.0
8089,153,6451,1.0,22.5,124.0
8089,153,6451,1.0,23.5,31.0
7635,76,656,0.0,18.5,63.0
7635,76,656,0.0,22.0,96.0
7635,76,656,0.0,0.0,0.0
3749,280,9432,0.0,6.5,63.0
3749,280,9432,0.0,9.0,63.0
9205,166,7238,1.0,18.5,0.0
9205,166,7238,1.0,20.5,0.0
7072,178,1992,1.0,2.5,62.0
7072,178,1992,1.0,4.5,0.0
7072,178,1992,1.0,7.0,0.0
7072,178,1992,1.0,10.5,0.0
6441,157,7152,1.0,3.0,32.0
6441,157,7152,1.0,5.0,0.0
4401,54,1147,0.0,17.0,33.0
4401,54,1147,0.0,19.5,63.0
4401,54,1147,0.0,21.5,32.0
4401,54,1147,0.0,23.5,64.0
4401,54,1147,0.0,2.0,63.0
4401,54,1147,0.0,4.0,32.0
4401,54,1147,0.0,6.5,126.0
4401,54,1147,0.0,8.5,0.0
3995,12,3290,0.0,16.5,0.0
3995,12,3290,0.0,18.5,63.0
3995,12,3290,0.0,21.0,0.0
3995,12,3290,0.0,23.0,32.0
3995,12,3290,0.0,1.5,32.0
3995,12,3290,0.0,3.5,94.0
3995,12,3290,0.0,6.0,32.0
7004,188,2137,0.0,8.0,0.0
7004,188,2137,0.0,9.5,0.0
586,232,4852,0.0,5.5,63.0
586,232,4852,0.0,6.5,125.0
6615,162,7372,0.0,22.0,0.0
6615,162,7372,0.0,0.5,0.0
6615,162,7372,0.0,3.0,62.0
562,271,8500,0.0,21.0,124.0
562,271,8500,0.0,0.0,63.0
562,271,8500,0.0,2.5,33.0
562,271,8500,0.0,7.0,0.0
6598,50,9612,1.0,23.0,191.0
6598,50,9612,1.0,0.5,220.0
6598,50,9612,1.0,2.0,795.0
6598,50,9612,1.0,4.0,856.0
6598,50,9612,1.0,6.5,597.0
6598,50,9612,1.0,8.0,535.0
4349,54,183,0.0,20.0,0.0
4349,54,183,0.0,22.0,0.0
4349,54,183,0.0,0.5,0.0
4349,54,183,0.0,2.5,64.0
6406,121,5193,0.0,7.5,64.0
6406,121,5193,0.0,10.5,31.0
8796,278,8677,1.0,20.5,0.0
8796,278,8677,1.0,22.5,33.0
3606,267,9384,0.0,23.5,32.0
3606,267,9384,0.0,1.5,32.0
3606,267,9384,0.0,4.0,31.0
3606,267,9384,0.0,5.5,62.0
3606,267,9384,0.0,7.0,0.0
3291,306,7409,1.0,17.5,64.0
6552,19,3291,0.0,8.0,62.0
6552,19,3291,0.0,10.0,62.0
9401,35,2536,1.0,17.0,31.0
4896,0,2287,1.0,6.0,128.0
4896,0,2287,1.0,8.0,63.0
6851,142,7063,1.0,2.5,63.0
6851,142,7063,1.0,6.0,62.0
4868,35,2496,0.0,18.0,33.0
4868,35,2496,0.0,6.0,221.0
4868,35,2496,0.0,8.5,32.0
4101,163,7459,1.0,17.5,32.0
4101,163,7459,1.0,9.5,63.0
404,52,2690,0.0,18.5,124.0
404,52,2690,0.0,21.0,95.0
404,52,2690,0.0,23.5,94.0
4390,73,67,0.0,16.5,31.0
4390,73,67,0.0,18.0,31.0
4390,73,67,0.0,19.5,63.0
4390,73,67,0.0,21.0,0.0
4390,73,67,0.0,22.5,0.0
4390,73,67,0.0,0.0,63.0
4390,73,67,0.0,4.0,63.0
4148,276,8606,0.0,11.5,32.0
4148,276,8606,0.0,12.5,31.0
6864,143,7078,0.0,8.5,34.0
6579,27,3395,1.0,16.0,31.0
6579,27,3395,1.0,17.5,190.0
6579,27,3395,1.0,19.0,407.0
6579,27,3395,1.0,21.0,126.0
6579,27,3395,1.0,23.0,631.0
6579,27,3395,1.0,8.0,95.0
6579,27,3395,1.0,9.5,95.0
9444,34,4784,1.0,17.5,97.0
9444,34,4784,1.0,20.0,31.0
9444,34,4784,1.0,7.0,0.0
4055,183,1479,1.0,4.0,119.0
4578,25,3508,1.0,17.5,64.0
4578,25,3508,1.0,20.5,93.0
4522,32,3749,1.0,13.5,96.0
6623,5,9425,0.0,17.0,284.0
6623,5,9425,0.0,21.5,252.0
8031,141,6323,1.0,5.0,63.0
8031,141,6323,1.0,6.5,93.0
8031,141,6323,1.0,8.0,0.0
5200,101,5706,1.0,6.5,63.0
5200,101,5706,1.0,8.5,64.0
4435,187,1843,1.0,19.0,124.0
4435,187,1843,1.0,4.0,63.0
4435,187,1843,1.0,7.5,0.0
8852,36,3864,0.0,19.5,31.0
8852,36,3864,0.0,23.5,0.0
2480,217,6072,0.0,22.0,63.0
2480,217,6072,0.0,0.5,0.0
4513,189,2017,0.0,22.0,32.0
8073,148,6376,1.0,7.5,31.0
8073,148,6376,1.0,9.5,94.0
5585,94,226,0.0,17.0,94.0
5585,94,226,0.0,19.0,94.0
5585,94,226,0.0,22.5,93.0
5585,94,226,0.0,1.0,156.0
5585,94,226,0.0,3.5,31.0
5585,94,226,0.0,5.5,31.0
5585,94,226,0.0,8.0,62.0
5585,94,226,0.0,10.0,63.0
9506,160,7825,1.0,18.5,32.0
9506,160,7825,1.0,23.0,63.0
9500,9,4310,1.0,19.5,0.0
9500,9,4310,1.0,21.5,64.0
9500,9,4310,1.0,0.0,0.0
9500,9,4310,1.0,7.0,31.0
9565,170,6298,0.0,3.5,62.0
9565,170,6298,0.0,5.5,31.0
5873,99,5220,0.0,23.0,33.0
5873,99,5220,0.0,7.0,0.0
633,277,8661,1.0,8.0,64.0
3317,237,6268,1.0,22.5,244.0
5047,28,4372,0.0,18.0,0.0
5047,28,4372,0.0,20.0,64.0
7659,76,676,1.0,17.0,31.0
7659,76,676,1.0,19.0,63.0
7659,76,676,1.0,21.0,31.0
7659,76,676,1.0,0.5,63.0
6587,50,4155,0.0,18.0,63.0
564,271,8506,0.0,21.0,0.0
564,271,8506,0.0,23.5,63.0
6167,178,1373,0.0,18.5,32.0
6418,119,5091,0.0,0.0,127.0
6418,119,5091,0.0,4.0,219.0
5050,31,3679,0.0,19.5,63.0
5187,25,4579,0.0,18.5,64.0
5187,25,4579,0.0,21.5,62.0
5187,25,4579,0.0,0.5,96.0
7079,176,1317,0.0,20.5,31.0
5796,64,1250,0.0,19.0,158.0
5796,64,1250,0.0,22.0,126.0
5796,64,1250,0.0,1.0,189.0
5796,64,1250,0.0,3.5,125.0
4537,164,7862,1.0,13.5,127.0
4828,5,9737,0.0,23.5,158.0
4828,5,9737,0.0,3.0,0.0
4828,5,9737,0.0,9.0,32.0
9504,160,7310,1.0,11.5,442.0
4171,143,6695,1.0,17.5,31.0
4171,143,6695,1.0,23.5,63.0
4171,143,6695,1.0,2.5,32.0
6518,12,3147,1.0,18.0,62.0
6518,12,3147,1.0,20.0,65.0
6518,12,3147,1.0,22.5,32.0
6518,12,3147,1.0,0.5,32.0
6518,12,3147,1.0,5.0,32.0
6518,12,3147,1.0,7.5,64.0
4537,29,4132,0.0,18.0,32.0
4575,8,2309,1.0,5.0,30.0
4575,8,2309,1.0,6.0,0.0
4575,8,2309,1.0,8.5,0.0
4575,8,2309,1.0,9.0,31.0
4575,8,2309,1.0,10.0,63.0
4575,8,2309,1.0,10.5,63.0
9683,22,4452,0.0,23.5,0.0
9683,22,4452,0.0,2.0,64.0
9683,22,4452,0.0,4.5,95.0
9683,22,4452,0.0,4.5,0.0
9670,163,7421,0.0,17.5,32.0
668,48,4096,0.0,13.0,32.0
668,48,4096,0.0,15.0,31.0
6892,142,7923,1.0,0.0,31.0
6892,142,7923,1.0,6.5,31.0
7644,79,729,1.0,8.5,31.0
6591,49,3729,0.0,3.0,0.0
6591,49,3729,0.0,6.5,0.0
6591,49,3729,0.0,9.5,31.0
653,271,8513,0.0,14.0,31.0
653,271,8513,0.0,16.5,32.0
653,271,8513,0.0,19.0,0.0
653,271,8513,0.0,21.0,0.0
653,271,8513,0.0,23.0,63.0
653,271,8513,0.0,1.5,33.0
653,271,8513,0.0,4.5,0.0
653,271,8513,0.0,7.0,31.0
4422,60,379,1.0,16.0,189.0
4422,60,379,1.0,18.0,126.0
4422,60,379,1.0,19.5,126.0
6387,119,5111,0.0,1.0,32.0
6387,119,5111,0.0,5.5,0.0
6387,119,5111,0.0,9.0,0.0
4971,5,2780,0.0,17.5,32.0
4971,5,2780,0.0,23.5,31.0
4971,5,2780,0.0,3.5,63.0
4971,5,2780,0.0,6.5,127.0
4255,190,1607,0.0,20.0,63.0
4255,190,1607,0.0,22.5,62.0
4255,190,1607,0.0,1.0,0.0
4255,190,1607,0.0,3.5,102.0
4255,190,1607,0.0,6.0,31.0
4255,190,1607,0.0,9.5,31.0
4464,146,6397,0.0,16.0,32.0
4871,40,2265,1.0,19.0,32.0
4871,40,2265,1.0,21.0,63.0
4871,40,2265,1.0,23.0,124.0
4871,40,2265,1.0,1.5,31.0
4871,40,2265,1.0,3.5,31.0
3503,268,8231,1.0,22.5,30.0
6642,121,5181,1.0,20.5,252.0
6642,121,5181,1.0,1.0,254.0
6642,121,5181,1.0,6.0,316.0
6642,121,5181,1.0,9.5,0.0
7048,176,2158,0.0,3.5,68.0
7036,176,2179,0.0,18.5,31.0
6007,92,5162,0.0,17.5,64.0
6007,92,5162,0.0,19.0,63.0
3760,251,8014,1.0,19.0,158.0
3760,251,8014,1.0,21.0,161.0
3760,251,8014,1.0,22.5,0.0
3760,251,8014,1.0,22.5,95.0
3760,251,8014,1.0,0.0,61.0
422,39,3982,1.0,6.5,31.0
3035,302,6199,0.0,21.5,126.0
3877,121,9706,0.0,12.0,126.0
3272,248,911,0.0,6.5,162.0
2239,236,4225,0.0,3.5,631.0
468,16,3198,0.0,3.0,0.0
468,16,3198,0.0,5.5,31.0
7703,70,122,0.0,18.0,93.0
7703,70,122,0.0,19.0,31.0
7703,70,122,0.0,20.0,93.0
7703,70,122,0.0,21.5,98.0
7703,70,122,0.0,22.5,0.0
7703,70,122,0.0,0.0,94.0
7703,70,122,0.0,1.0,94.0
7703,70,122,0.0,2.0,62.0
7703,70,122,0.0,3.5,32.0
7703,70,122,0.0,4.5,93.0
7703,70,122,0.0,6.0,63.0
566,271,8516,1.0,18.0,31.0
566,271,8516,1.0,21.0,0.0
8907,121,5160,0.0,0.5,63.0
8907,121,5160,0.0,6.0,32.0
6185,97,5604,0.0,21.5,63.0
6185,97,5604,0.0,0.5,0.0
6185,97,5604,0.0,4.5,0.0
4061,71,515,0.0,18.0,95.0
4061,71,515,0.0,21.0,0.0
4061,71,515,0.0,23.5,31.0
4061,71,515,0.0,2.0,0.0
4061,71,515,0.0,7.0,0.0
4061,71,515,0.0,9.5,31.0
6164,179,2071,0.0,21.0,840.0
6164,179,2071,0.0,23.0,858.0
3877,119,4981,1.0,18.5,31.0
6118,78,692,0.0,18.0,94.0
6452,167,6403,1.0,8.0,32.0
2110,211,9757,0.0,18.0,1894.0
2401,202,1616,0.0,0.5,31.0
2401,202,1616,0.0,5.0,95.0
2401,202,1616,0.0,10.0,31.0
5114,17,3267,1.0,18.0,62.0
5114,17,3267,1.0,20.0,95.0
6402,119,5707,1.0,18.5,63.0
4434,189,1628,1.0,17.5,36.0
4434,189,1628,1.0,0.0,33.0
6453,157,7136,1.0,3.5,32.0
288,93,1029,1.0,3.0,31.0
3601,287,8885,0.0,3.0,33.0
3601,287,8885,0.0,5.5,63.0
3601,287,8885,0.0,6.0,31.0
3601,287,8885,0.0,8.5,0.0
6131,158,7595,0.0,3.0,30.0
6131,158,7595,0.0,5.0,0.0
6131,158,7595,0.0,6.0,31.0
6297,36,3894,1.0,2.5,32.0
6297,36,3894,1.0,5.5,31.0
4812,5,2748,1.0,2.0,0.0
4812,5,2748,1.0,5.0,31.0
9507,29,3347,0.0,0.0,97.0
9507,29,3347,0.0,2.5,0.0
6426,119,5137,1.0,19.0,191.0
6426,119,5137,1.0,23.0,92.0
6426,119,5137,1.0,3.0,191.0
6426,119,5137,1.0,7.0,63.0
2256,228,6319,1.0,19.0,62.0
558,274,8481,0.0,22.0,32.0
558,274,8481,0.0,0.5,31.0
7720,66,867,1.0,1.0,64.0
7720,66,867,1.0,6.0,31.0
7720,66,867,1.0,8.0,0.0
3209,296,5429,1.0,19.5,1296.0
326,80,769,1.0,0.5,190.0
6112,74,893,1.0,2.5,0.0
6112,74,893,1.0,4.5,32.0
599,277,8660,1.0,18.5,0.0
599,277,8660,1.0,20.5,0.0
6893,147,9735,1.0,17.0,65.0
6893,147,9735,1.0,18.0,32.0
6893,147,9735,1.0,19.5,31.0
6893,147,9735,1.0,20.5,33.0
8949,2,2830,0.0,2.0,31.0
8949,2,2830,0.0,3.5,28.0
8949,2,2830,0.0,5.5,0.0
8056,169,6487,1.0,17.0,0.0
8056,169,6487,1.0,18.0,0.0
8056,169,6487,1.0,19.5,95.0
8056,169,6487,1.0,1.5,62.0
8056,169,6487,1.0,3.0,94.0
8056,169,6487,1.0,5.0,95.0
7010,178,1397,1.0,18.0,62.0
7010,178,1397,1.0,20.0,0.0
3951,121,5110,0.0,0.5,31.0
3951,121,5110,0.0,6.0,0.0
4651,286,8787,1.0,5.0,31.0
4651,286,8787,1.0,8.0,31.0
6679,103,5864,0.0,21.0,0.0
6679,103,5864,0.0,0.0,0.0
7757,61,410,1.0,19.0,31.0
7757,61,410,1.0,21.0,32.0
7757,61,410,1.0,1.5,62.0
7757,61,410,1.0,3.5,0.0
7757,61,410,1.0,5.5,0.0
7757,61,410,1.0,7.5,31.0
420,43,4064,1.0,23.0,31.0
420,43,4064,1.0,1.5,63.0
420,43,4064,1.0,4.0,0.0
262,16,3175,0.0,4.0,63.0
7069,188,1779,1.0,19.5,0.0
7069,188,1779,1.0,23.5,34.0
2250,235,4851,1.0,18.0,65.0
2250,235,4851,1.0,1.0,31.0
7053,188,1881,1.0,6.0,32.0
9349,273,8562,0.0,18.0,443.0
9349,273,8562,0.0,19.0,94.0
9349,273,8562,0.0,20.0,33.0
9349,273,8562,0.0,21.5,0.0
9349,273,8562,0.0,22.5,126.0
9349,273,8562,0.0,0.0,95.0
9349,273,8562,0.0,1.0,0.0
9349,273,8562,0.0,2.5,95.0
9349,273,8562,0.0,4.0,189.0
4528,19,7723,1.0,14.0,65.0
3588,291,8361,1.0,3.5,124.0
3588,291,8361,1.0,8.0,63.0
5586,106,5884,1.0,19.5,32.0
4938,35,2554,1.0,20.0,32.0
4938,35,2554,1.0,2.0,31.0
4938,35,2554,1.0,5.0,0.0
