deadCars,flux,queue,time,class,density,totalCars
764,16.36,0,962,0.75,21.82,192
766,15.8,0,963,0.73,21.59,190
767,17.84,0,964,0.83,21.59,190
769,19.43,0,965,0.9,21.48,189
771,20.68,0,966,0.96,21.48,189
773,21.82,0,967,1.02,21.36,188
774,23.18,0,968,1.09,21.25,187
774,24.55,0,969,1.15,21.36,188
774,24.43,0,970,1.14,21.48,189
775,25.8,0,971,1.19,21.59,190
775,26.59,0,972,1.22,21.82,192
775,26.59,0,973,1.21,22.05,194
775,24.09,0,974,1.08,22.27,196
775,25.23,0,975,1.12,22.5,198
775,24.32,0,976,1.08,22.61,199
775,23.52,0,977,1.03,22.84,201
775,22.84,0,978,1,22.95,202
776,21.36,0,979,0.93,22.95,202
777,19.66,0,980,0.85,23.07,203
780,18.98,0,981,0.83,22.84,201
781,18.86,0,982,0.82,22.95,202
783,17.84,0,983,0.79,22.73,200
784,19.89,0,984,0.87,22.84,201
786,21.14,0,985,0.93,22.61,199
787,21.36,0,986,0.95,22.5,198
790,22.61,0,987,1.02,22.27,196
790,24.32,0,988,1.09,22.39,197
791,26.14,0,989,1.17,22.39,197
792,23.86,0,990,1.07,22.27,196
792,24.55,0,991,1.1,22.39,197
792,25.57,0,992,1.14,22.5,198
792,23.86,0,993,1.06,22.5,198
792,22.39,0,994,0.99,22.61,199
792,22.73,0,995,1,22.84,201
792,21.36,0,996,0.93,23.07,203
792,20.57,0,997,0.89,23.07,203
792,18.75,0,998,0.81,23.07,203
792,18.75,0,999,0.8,23.3,205
793,18.86,0,1000,0.81,23.3,205
796,18.52,0,1001,0.8,23.18,204
797,18.98,0,1002,0.81,23.3,205
800,18.41,0,1003,0.8,23.07,203
801,20.45,0,1004,0.89,23.07,203
803,21.02,0,1005,0.91,23.07,203
804,22.73,0,1006,0.99,23.07,203
806,22.5,0,1007,0.99,22.84,201
809,21.93,0,1008,0.97,22.5,198
809,23.3,0,1009,1.02,22.73,200
809,24.43,0,1010,1.07,22.73,200
809,24.55,0,1011,1.07,22.84,201
809,24.32,0,1012,1.06,22.95,202
809,25.45,0,1013,1.1,23.07,203
809,23.86,0,1014,1.03,23.18,204
809,22.39,0,1015,0.97,23.18,204
809,22.27,0,1016,0.96,23.18,204
809,20.11,0,1017,0.87,23.18,204
809,20,0,1018,0.85,23.41,206
812,17.39,0,1019,0.75,23.18,204
813,17.39,0,1020,0.75,23.3,205
815,16.59,0,1021,0.72,23.07,203
816,18.18,0,1022,0.78,23.18,204
818,17.84,0,1023,0.78,22.95,202
820,18.18,0,1024,0.79,22.95,202
823,17.95,0,1025,0.79,22.61,199
823,20.11,0,1026,0.89,22.73,200
823,21.7,0,1027,0.95,22.95,202
825,23.75,0,1028,1.03,22.95,202
826,25.91,0,1029,1.12,23.07,203
826,26.7,0,1030,1.16,23.07,203
826,29.77,0,1031,1.29,23.07,203
826,28.07,0,1032,1.21,23.18,204
826,27.5,0,1033,1.17,23.41,206
826,25.34,0,1034,1.07,23.64,208
826,23.86,0,1035,1,23.86,210
826,22.73,0,1036,0.95,23.86,210
826,22.61,0,1037,0.95,23.86,210
826,21.48,0,1038,0.9,23.86,210
828,19.09,0,1039,0.8,23.75,209
830,18.52,0,1040,0.78,23.64,208
831,19.89,0,1041,0.84,23.64,208
832,21.25,0,1042,0.89,23.75,209
834,21.82,0,1043,0.92,23.64,208
836,24.2,0,1044,1.02,23.64,208
839,24.43,0,1045,1.04,23.52,207
841,25.45,0,1046,1.08,23.52,207
843,26.7,0,1047,1.14,23.41,206
846,26.36,0,1048,1.14,23.18,204
846,27.84,0,1049,1.2,23.3,205
846,27.73,0,1050,1.19,23.3,205
846,27.95,0,1051,1.19,23.52,207
846,26.02,0,1052,1.1,23.75,209
846,25.23,0,1053,1.06,23.75,209
846,25.11,0,1054,1.05,23.98,211
846,23.86,0,1055,1,23.98,211
846,23.07,0,1056,0.96,23.98,211
846,21.02,0,1057,0.87,24.09,212
847,19.32,0,1058,0.8,24.2,213
847,19.43,0,1059,0.8,24.43,215
849,17.16,0,1060,0.71,24.2,213
849,16.93,0,1061,0.7,24.2,213
851,17.05,0,1062,0.71,23.98,211
854,16.36,0,1063,0.69,23.64,208
856,17.73,0,1064,0.75,23.52,207
858,17.05,0,1065,0.73,23.41,206
861,17.61,0,1066,0.76,23.07,203
862,21.02,0,1067,0.92,22.95,202
862,23.18,0,1068,1.01,22.95,202
862,25.57,0,1069,1.11,23.07,203
862,25.57,0,1070,1.1,23.3,205
862,26.25,0,1071,1.13,23.3,205
862,26.02,0,1072,1.11,23.52,207
862,26.93,0,1073,1.14,23.64,208
862,25.45,0,1074,1.08,23.64,208
862,23.52,0,1075,0.99,23.86,210
862,24.55,0,1076,1.02,24.09,212
862,23.07,0,1077,0.95,24.32,214
862,21.93,0,1078,0.9,24.43,215
864,20,0,1079,0.83,24.2,213
866,19.55,0,1080,0.81,24.2,213
867,19.09,0,1081,0.79,24.32,214
869,18.75,0,1082,0.78,24.09,212
871,19.55,0,1083,0.82,23.86,210
873,20.34,0,1084,0.86,23.75,209
875,20.91,0,1085,0.88,23.75,209
876,21.36,0,1086,0.9,23.75,209
879,22.73,0,1087,0.97,23.41,206
880,25.23,0,1088,1.07,23.52,207
880,27.05,0,1089,1.15,23.52,207
880,27.39,0,1090,1.16,23.64,208
880,26.36,0,1091,1.12,23.64,208
880,25,0,1092,1.05,23.86,210
880,25,0,1093,1.04,24.09,212
880,22.61,0,1094,0.93,24.2,213
880,23.07,0,1095,0.94,24.43,215
880,23.3,0,1096,0.94,24.66,217
880,22.95,0,1097,0.92,24.89,219
881,20.45,0,1098,0.82,24.89,219
881,18.3,0,1099,0.74,24.89,219
882,17.84,0,1100,0.72,24.77,218
883,18.3,0,1101,0.74,24.77,218
885,17.39,0,1102,0.71,24.66,217
887,19.66,0,1103,0.8,24.66,217
889,20.91,0,1104,0.85,24.55,216
890,21.48,0,1105,0.88,24.43,215
892,22.39,0,1106,0.92,24.43,215
896,22.73,0,1107,0.94,24.09,212
896,25.57,0,1108,1.05,24.32,214
896,26.7,0,1109,1.09,24.55,216
896,26.7,0,1110,1.08,24.77,218
896,27.5,0,1111,1.11,24.89,219
896,26.82,0,1112,1.08,24.89,219
896,26.36,0,1113,1.05,25,220
896,22.84,0,1114,0.91,25.11,221
896,21.48,0,1115,0.86,25.11,221
896,20.34,0,1116,0.8,25.34,223
896,19.77,0,1117,0.78,25.34,223
896,20.57,0,1118,0.8,25.57,225
898,20.68,0,1119,0.81,25.45,224
898,18.75,0,1120,0.74,25.45,224
901,20,0,1121,0.79,25.34,223
902,18.86,0,1122,0.75,25.23,222
904,18.86,0,1123,0.75,25.11,221
908,19.32,0,1124,0.78,24.89,219
910,20.45,0,1125,0.82,24.89,219
911,21.25,0,1126,0.86,24.77,218
912,24.55,0,1127,0.99,24.89,219
912,24.66,0,1128,0.99,24.89,219
913,26.25,0,1129,1.05,25,220
913,27.84,0,1130,1.1,25.23,222
914,28.75,0,1131,1.14,25.23,222
914,27.16,0,1132,1.08,25.23,222
914,24.89,0,1133,0.98,25.34,223
914,23.98,0,1134,0.94,25.45,224
914,22.05,0,1135,0.87,25.45,224
914,18.98,0,1136,0.74,25.57,225
914,20,0,1137,0.78,25.8,227
915,18.07,0,1138,0.7,25.68,226
916,17.73,0,1139,0.69,25.8,227
916,19.66,0,1140,0.76,26.02,229
917,20.91,0,1141,0.8,26.14,230
917,21.25,0,1142,0.81,26.36,232
920,20.91,0,1143,0.8,26.14,230
922,22.05,0,1144,0.84,26.14,230
923,22.61,0,1145,0.87,26.02,229
926,20.11,0,1146,0.78,25.68,226
926,23.98,0,1147,0.93,25.68,226
927,25.68,0,1148,1,25.8,227
930,24.89,0,1149,0.97,25.57,225
932,23.52,0,1150,0.92,25.45,224
932,25.57,0,1151,1,25.45,224
932,25.23,0,1152,0.99,25.45,224
932,24.09,0,1153,0.94,25.68,226
932,23.18,0,1154,0.89,25.91,228
932,22.27,0,1155,0.86,25.91,228
932,24.32,0,1156,0.93,26.02,229
932,22.73,0,1157,0.87,26.25,231
932,22.16,0,1158,0.84,26.48,233
935,19.09,0,1159,0.72,26.36,232
935,19.2,0,1160,0.73,26.36,232
938,18.3,0,1161,0.7,26.25,231
940,19.2,0,1162,0.73,26.14,230
941,19.2,0,1163,0.73,26.14,230
944,18.98,0,1164,0.73,25.91,228
944,21.93,0,1165,0.84,26.14,230
946,24.55,0,1166,0.94,26.14,230
947,25.45,0,1167,0.97,26.14,230
949,25.11,0,1168,0.97,26.02,229
949,27.16,0,1169,1.04,26.14,230
950,26.36,0,1170,1.01,26.02,229
950,26.48,0,1171,1.01,26.14,230
950,24.43,0,1172,0.93,26.14,230
950,23.18,0,1173,0.88,26.25,231
950,21.14,0,1174,0.81,26.25,231
950,22.16,0,1175,0.84,26.48,233
950,21.59,0,1176,0.82,26.48,233
950,21.36,0,1177,0.8,26.7,235
950,21.36,0,1178,0.8,26.82,236
951,18.41,0,1179,0.69,26.82,236
953,18.07,0,1180,0.67,26.82,236
955,18.75,0,1181,0.7,26.82,236
956,18.75,0,1182,0.7,26.93,237
959,19.43,0,1183,0.73,26.7,235
960,19.09,0,1184,0.71,26.7,235
962,17.95,0,1185,0.68,26.48,233
964,19.77,0,1186,0.75,26.48,233
965,21.02,0,1187,0.8,26.36,232
966,23.64,0,1188,0.9,26.36,232
966,23.75,0,1189,0.9,26.36,232
966,24.77,0,1190,0.94,26.36,232
966,25.91,0,1191,0.97,26.59,234
966,24.32,0,1192,0.91,26.59,234
966,21.93,0,1193,0.82,26.59,234
966,22.39,0,1194,0.84,26.7,235
966,19.89,0,1195,0.74,26.82,236
966,20.45,0,1196,0.76,27.05,238
966,20.34,0,1197,0.75,27.16,239
968,19.32,0,1198,0.71,27.16,239
968,17.27,0,1199,0.64,27.16,239
968,17.05,0,1200,0.62,27.27,240
968,16.93,0,1201,0.62,27.27,240
970,15.57,0,1202,0.58,27.05,238
971,17.39,0,1203,0.64,27.16,239
975,17.95,0,1204,0.67,26.7,235
976,19.43,0,1205,0.73,26.7,235
977,20.34,0,1206,0.76,26.59,234
980,20.68,0,1207,0.78,26.48,233
980,24.2,0,1208,0.91,26.59,234
980,25.91,0,1209,0.97,26.7,235
981,26.14,0,1210,0.98,26.7,235
981,25.91,0,1211,0.97,26.7,235
981,27.05,0,1212,1,26.93,237
981,23.98,0,1213,0.89,27.05,238
981,24.77,0,1214,0.91,27.16,239
981,23.52,0,1215,0.86,27.27,240
981,22.61,0,1216,0.82,27.5,242
981,22.05,0,1217,0.8,27.61,243
981,22.39,0,1218,0.8,27.84,245
982,19.89,0,1219,0.71,27.84,245
983,19.55,0,1220,0.7,27.73,244
986,16.48,0,1221,0.6,27.39,241
987,17.39,0,1222,0.63,27.39,241
990,18.52,0,1223,0.68,27.16,239
992,19.09,0,1224,0.71,27.05,238
994,20.8,0,1225,0.77,26.93,237
996,21.7,0,1226,0.81,26.93,237
998,21.48,0,1227,0.8,26.7,235
998,23.98,0,1228,0.89,26.82,236
998,26.59,0,1229,0.99,26.93,237
998,25,0,1230,0.92,27.05,238
998,27.5,0,1231,1.01,27.27,240
998,27.61,0,1232,1,27.5,242
998,26.59,0,1233,0.96,27.61,243
998,26.7,0,1234,0.96,27.73,244
998,25.34,0,1235,0.91,27.84,245
998,22.27,0,1236,0.8,27.84,245
998,21.25,0,1237,0.76,27.84,245
999,18.64,0,1238,0.67,27.84,245
1001,18.18,0,1239,0.65,27.84,245
1003,17.5,0,1240,0.63,27.84,245
1005,17.95,0,1241,0.65,27.73,244
1006,17.16,0,1242,0.62,27.61,243
1007,18.3,0,1243,0.66,27.73,244
1009,20.57,0,1244,0.74,27.73,244
1010,21.93,0,1245,0.79,27.61,243
1012,23.18,0,1246,0.84,27.61,243
1015,23.98,0,1247,0.88,27.39,241
1015,26.14,0,1248,0.95,27.39,241
1016,28.18,0,1249,1.03,27.39,241
1016,28.52,0,1250,1.04,27.5,242
1016,27.95,0,1251,1.02,27.5,242
1016,28.07,0,1252,1.02,27.5,242
1016,25.23,0,1253,0.91,27.61,243
1016,25.23,0,1254,0.91,27.84,245
1016,24.77,0,1255,0.89,27.95,246
1016,23.3,0,1256,0.83,28.18,248
1016,21.02,0,1257,0.75,28.18,248
1017,19.09,0,1258,0.67,28.3,249
1018,18.3,0,1259,0.65,28.3,249
1020,17.95,0,1260,0.63,28.3,249
1022,19.09,0,1261,0.67,28.3,249
1022,22.16,0,1262,0.78,28.41,250
1025,19.89,0,1263,0.7,28.3,249
1026,20.11,0,1264,0.71,28.41,250
1029,21.7,0,1265,0.77,28.18,248
1029,22.27,0,1266,0.79,28.18,248
1031,21.82,0,1267,0.78,27.95,246
1033,22.84,0,1268,0.82,27.95,246
1035,24.09,0,1269,0.87,27.84,245
1035,24.55,0,1270,0.87,28.07,247
1035,24.09,0,1271,0.86,28.07,247
1035,23.86,0,1272,0.84,28.3,249
1035,21.59,0,1273,0.76,28.52,251
1035,21.82,0,1274,0.76,28.52,251
1035,21.7,0,1275,0.75,28.75,253
1035,19.89,0,1276,0.69,28.75,253
1035,20.23,0,1277,0.7,28.86,254
1035,19.43,0,1278,0.67,29.09,256
1035,18.75,0,1279,0.64,29.2,257
1036,18.18,0,1280,0.62,29.2,257
1039,17.73,0,1281,0.61,29.09,256
1040,18.52,0,1282,0.64,29.09,256
1042,19.77,0,1283,0.68,29.09,256
1044,19.77,0,1284,0.68,28.98,255
1046,19.09,0,1285,0.66,28.75,253
1047,21.02,0,1286,0.73,28.86,254
1049,20.68,0,1287,0.72,28.75,253
1051,21.59,0,1288,0.75,28.64,252
1051,24.2,0,1289,0.85,28.64,252
1051,24.89,0,1290,0.87,28.64,252
1051,24.66,0,1291,0.86,28.75,253
1051,22.5,0,1292,0.78,28.75,253
1051,22.84,0,1293,0.79,28.98,255
1051,21.82,0,1294,0.75,29.2,257
1051,21.82,0,1295,0.75,29.2,257
1051,18.98,0,1296,0.65,29.2,257
1051,18.07,0,1297,0.61,29.43,259
1051,17.73,0,1298,0.6,29.43,259
1052,14.43,0,1299,0.49,29.32,258
1054,13.98,0,1300,0.48,29.09,256
1054,17.61,0,1301,0.6,29.2,257
1055,19.66,0,1302,0.67,29.32,258
1057,19.32,0,1303,0.66,29.09,256
1058,21.02,0,1304,0.72,29.2,257
1060,19.66,0,1305,0.68,28.98,255
1061,20,0,1306,0.69,28.86,254
1063,21.59,0,1307,0.75,28.64,252
1064,23.41,0,1308,0.82,28.64,252
1065,22.84,0,1309,0.8,28.52,251
1065,25.11,0,1310,0.87,28.75,253
1065,25.57,0,1311,0.88,28.98,255
1065,24.89,0,1312,0.85,29.2,257
1065,25.91,0,1313,0.88,29.43,259
1065,22.5,0,1314,0.76,29.66,261
1065,21.25,0,1315,0.72,29.66,261
1065,18.41,0,1316,0.62,29.77,262
1065,17.05,0,1317,0.57,29.77,262
1065,15.8,0,1318,0.53,29.77,262
1068,14.66,0,1319,0.49,29.66,261
1069,15.23,0,1320,0.51,29.66,261
1069,15.8,0,1321,0.53,29.66,261
1072,17.27,0,1322,0.59,29.43,259
1073,17.61,0,1323,0.6,29.43,259
1076,16.02,0,1324,0.55,29.09,256
1077,18.52,0,1325,0.64,29.09,256
1077,22.05,0,1326,0.75,29.32,258
1080,21.7,0,1327,0.74,29.2,257
1080,24.32,0,1328,0.83,29.32,258
1080,25,0,1329,0.85,29.32,258
1080,24.55,0,1330,0.83,29.43,259
1080,25,0,1331,0.85,29.55,260
1080,26.48,0,1332,0.89,29.77,262
1080,24.77,0,1333,0.83,29.77,262
1080,23.41,0,1334,0.79,29.77,262
1080,21.93,0,1335,0.73,30,264
1080,21.82,0,1336,0.72,30.23,266
1080,21.02,0,1337,0.7,30.23,266
1081,20.11,0,1338,0.66,30.34,267
1083,17.84,0,1339,0.59,30.11,265
1084,18.07,0,1340,0.6,30.11,265
1085,17.16,0,1341,0.57,30.11,265
1086,17.84,0,1342,0.59,30,264
1089,17.95,0,1343,0.6,29.77,262
1091,18.3,0,1344,0.62,29.55,260
1092,20.34,0,1345,0.69,29.55,260
1094,20.91,0,1346,0.71,29.32,258
1095,21.82,0,1347,0.75,29.2,257
1098,24.32,0,1348,0.84,29.09,256
1098,27.39,0,1349,0.93,29.32,258
1098,24.09,0,1350,0.82,29.32,258
1098,24.77,0,1351,0.84,29.55,260
1098,25,0,1352,0.85,29.55,260
1098,23.52,0,1353,0.79,29.66,261
1098,21.25,0,1354,0.71,29.77,262
1098,21.48,0,1355,0.72,29.77,262
1098,20.8,0,1356,0.7,29.89,263
1098,17.95,0,1357,0.6,30.11,265
1098,18.52,0,1358,0.61,30.34,267
1098,18.41,0,1359,0.6,30.45,268
1100,18.75,0,1360,0.62,30.45,268
1103,16.25,0,1361,0.54,30.11,265
1105,16.82,0,1362,0.56,30,264
1107,18.07,0,1363,0.6,30,264
1109,17.27,0,1364,0.58,29.89,263
1109,20.45,0,1365,0.68,30,264
1110,21.02,0,1366,0.7,30,264
1112,22.27,0,1367,0.75,29.89,263
1112,23.86,0,1368,0.8,29.89,263
1113,25.11,0,1369,0.84,29.77,262
1113,24.2,0,1370,0.81,29.77,262
1113,23.64,0,1371,0.79,29.77,262
1113,22.27,0,1372,0.75,29.77,262
1113,22.84,0,1373,0.76,29.89,263
1113,22.73,0,1374,0.76,30,264
1113,22.73,0,1375,0.75,30.23,266
1113,21.7,0,1376,0.72,30.23,266
1113,19.43,0,1377,0.64,30.45,268
1114,18.41,0,1378,0.6,30.45,268
1116,17.95,0,1379,0.59,30.34,267
1118,16.82,0,1380,0.56,30.23,266
1119,18.3,0,1381,0.6,30.34,267
1123,17.73,0,1382,0.59,30.11,265
1123,18.98,0,1383,0.63,30.11,265
1125,19.77,0,1384,0.66,30.11,265
1125,21.59,0,1385,0.71,30.34,267
1128,22.27,0,1386,0.74,30.23,266
1129,22.39,0,1387,0.74,30.23,266
1129,23.07,0,1388,0.76,30.23,266
1129,26.14,0,1389,0.86,30.45,268
1129,26.14,0,1390,0.86,30.57,269
1129,25.23,0,1391,0.83,30.57,269
1129,23.98,0,1392,0.78,30.68,270
1129,22.61,0,1393,0.73,30.8,271
1129,23.98,0,1394,0.77,31.02,273
1129,23.64,0,1395,0.76,31.14,274
1129,21.93,0,1396,0.7,31.36,276
1129,20.68,0,1397,0.65,31.59,278
1130,19.43,0,1398,0.61,31.7,279
1131,18.75,0,1399,0.59,31.82,280
1132,18.3,0,1400,0.58,31.7,279
1132,18.3,0,1401,0.57,31.82,280
1134,18.41,0,1402,0.58,31.82,280
1136,17.5,0,1403,0.55,31.7,279
1139,17.39,0,1404,0.55,31.48,277
1139,18.52,0,1405,0.59,31.48,277
1141,20.57,0,1406,0.65,31.48,277
1142,21.59,0,1407,0.69,31.36,276
1146,23.3,0,1408,0.75,31.14,274
1146,25.91,0,1409,0.83,31.25,275
1147,25.11,0,1410,0.8,31.36,276
1147,23.64,0,1411,0.75,31.48,277
1147,23.3,0,1412,0.74,31.48,277
1147,22.27,0,1413,0.7,31.7,279
1147,21.82,0,1414,0.69,31.7,279
1147,17.84,0,1415,0.56,31.82,280
1147,18.41,0,1416,0.58,31.82,280
1147,18.64,0,1417,0.58,32.05,282
1147,16.14,0,1418,0.5,32.05,282
1148,14.89,0,1419,0.46,32.05,282
1149,15.34,0,1420,0.48,32.05,282
1151,15.11,0,1421,0.47,32.05,282
1151,16.93,0,1422,0.53,32.05,282
1153,18.07,0,1423,0.56,32.05,282
1153,19.2,0,1424,0.6,32.16,283
1155,20.45,0,1425,0.64,32.16,283
1157,21.14,0,1426,0.66,31.93,281
1160,20.68,0,1427,0.65,31.59,278
1161,20.91,0,1428,0.66,31.48,277
1162,22.5,0,1429,0.71,31.48,277
1162,22.84,0,1430,0.72,31.59,278
1162,23.18,0,1431,0.73,31.59,278
1162,20.8,0,1432,0.66,31.59,278
1162,20.23,0,1433,0.64,31.82,280
1162,18.75,0,1434,0.59,31.93,281
1162,20.11,0,1435,0.63,32.16,283
1162,18.41,0,1436,0.57,32.39,285
1162,16.25,0,1437,0.5,32.61,287
1162,16.93,0,1438,0.52,32.73,288
1163,15.68,0,1439,0.48,32.84,289
1165,15.23,0,1440,0.47,32.73,288
1166,16.14,0,1441,0.49,32.73,288
1168,14.55,0,1442,0.45,32.5,286
1171,17.05,0,1443,0.53,32.27,284
1172,17.5,0,1444,0.54,32.27,284
1174,16.59,0,1445,0.52,32.05,282
1176,18.86,0,1446,0.59,31.82,280
1176,21.48,0,1447,0.67,31.93,281
1177,22.5,0,1448,0.7,31.93,281
1177,25.45,0,1449,0.79,32.16,283
1177,25,0,1450,0.78,32.16,283
1177,25.91,0,1451,0.8,32.27,284
1177,23.18,0,1452,0.72,32.39,285
1177,20.8,0,1453,0.64,32.39,285
1177,20.45,0,1454,0.63,32.5,286
1177,19.2,0,1455,0.59,32.5,286
1177,19.2,0,1456,0.59,32.73,288
1177,17.84,0,1457,0.54,32.84,289
1178,15.91,0,1458,0.49,32.73,288
1179,15.11,0,1459,0.46,32.61,287
1180,14.89,0,1460,0.46,32.5,286
1180,17.16,0,1461,0.52,32.73,288
1183,16.59,0,1462,0.51,32.5,286
1184,16.7,0,1463,0.52,32.39,285
1187,16.25,0,1464,0.51,32.16,283
1188,16.82,0,1465,0.52,32.16,283
1191,17.27,0,1466,0.54,31.93,281
1191,19.43,0,1467,0.61,32.05,282
1192,20,0,1468,0.63,31.93,281
1192,22.73,0,1469,0.71,31.93,281
1192,23.07,0,1470,0.72,32.16,283
1192,22.61,0,1471,0.7,32.16,283
1192,22.84,0,1472,0.71,32.39,285
1192,21.36,0,1473,0.66,32.39,285
1192,19.32,0,1474,0.59,32.5,286
1192,20,0,1475,0.61,32.73,288
1192,18.18,0,1476,0.56,32.73,288
1192,18.41,0,1477,0.56,32.84,289
1192,17.5,0,1478,0.53,32.95,290
1192,17.84,0,1479,0.54,33.18,292
1196,15.91,0,1480,0.48,32.95,290
1198,15.34,0,1481,0.47,32.84,289
1199,16.14,0,1482,0.49,32.95,290
1201,16.25,0,1483,0.49,32.95,290
1202,19.66,0,1484,0.59,33.07,291
1205,19.32,0,1485,0.59,32.84,289
1206,19.32,0,1486,0.59,32.73,288
1208,21.14,0,1487,0.65,32.61,287
1209,21.59,0,1488,0.66,32.61,287
1209,21.48,0,1489,0.65,32.84,289
1209,23.86,0,1490,0.72,32.95,290
1209,22.95,0,1491,0.7,32.95,290
1209,21.25,0,1492,0.64,32.95,290
1209,20.8,0,1493,0.63,33.07,291
1209,19.66,0,1494,0.59,33.18,292
1209,18.52,0,1495,0.56,33.18,292
1209,17.39,0,1496,0.52,33.18,292
1209,17.27,0,1497,0.52,33.41,294
1210,15,0,1498,0.45,33.3,293
1210,15.23,0,1499,0.46,33.41,294
1211,14.77,0,1500,0.44,33.41,294
1212,15.45,0,1501,0.46,33.52,295
1214,15.45,0,1502,0.46,33.3,293
1214,16.7,0,1503,0.5,33.3,293
1217,16.14,0,1504,0.49,32.95,290
1218,18.41,0,1505,0.56,32.84,289
1220,18.52,0,1506,0.57,32.61,287
1221,22.73,0,1507,0.69,32.73,288
1222,24.2,0,1508,0.74,32.84,289
1222,25.91,0,1509,0.79,32.84,289
1223,23.52,0,1510,0.72,32.84,289
1223,25.23,0,1511,0.77,32.95,290
1223,23.64,0,1512,0.71,33.07,291
1223,22.95,0,1513,0.69,33.18,292
1223,21.02,0,1514,0.63,33.18,292
1223,20.23,0,1515,0.61,33.41,294
1223,17.84,0,1516,0.53,33.64,296
1223,17.39,0,1517,0.51,33.86,298
1223,16.02,0,1518,0.47,33.98,299
1223,16.7,0,1519,0.49,34.2,301
1225,16.48,0,1520,0.48,34.09,300
1225,16.25,0,1521,0.47,34.32,302
1226,17.16,0,1522,0.5,34.2,301
1228,16.93,0,1523,0.5,33.98,299
1230,17.61,0,1524,0.52,33.98,299
1232,18.52,0,1525,0.55,33.75,297
1234,18.41,0,1526,0.55,33.52,295
1236,19.77,0,1527,0.59,33.52,295
1238,21.02,0,1528,0.63,33.3,293
1238,22.05,0,1529,0.66,33.52,295
1238,21.59,0,1530,0.64,33.52,295
1238,20.57,0,1531,0.61,33.64,296
1238,20.57,0,1532,0.61,33.86,298
1238,20.68,0,1533,0.61,33.98,299
1238,20.57,0,1534,0.6,34.09,300
1238,19.66,0,1535,0.57,34.32,302
1238,17.39,0,1536,0.5,34.43,303
1238,18.41,0,1537,0.53,34.66,305
1238,15.91,0,1538,0.46,34.66,305
1239,15.68,0,1539,0.45,34.55,304
1239,16.14,0,1540,0.46,34.77,306
1242,16.48,0,1541,0.48,34.66,305
1244,15.91,0,1542,0.46,34.66,305
1244,17.73,0,1543,0.51,34.77,306
1247,18.41,0,1544,0.53,34.55,304
1247,21.14,0,1545,0.61,34.55,304
1249,20.57,0,1546,0.6,34.55,304
1251,22.84,0,1547,0.66,34.55,304
1251,25.91,0,1548,0.75,34.66,305
1252,26.82,0,1549,0.78,34.55,304
1253,25.57,0,1550,0.74,34.55,304
1253,25.57,0,1551,0.74,34.55,304
1253,24.89,0,1552,0.72,34.77,306
1253,23.18,1,1553,0.66,34.89,307
1253,23.18,1,1554,0.66,34.89,307
1253,21.59,2,1555,0.62,34.89,307
1253,19.77,4,1556,0.57,34.89,307
1253,19.66,6,1557,0.56,34.89,307
1253,18.18,7,1558,0.52,35,308
1255,16.02,6,1559,0.46,35,308
1255,18.18,8,1560,0.52,35,308
1257,17.73,8,1561,0.51,35,308
1257,19.43,8,1562,0.55,35.11,309
1260,19.55,7,1563,0.56,34.89,307
1263,20,8,1564,0.58,34.55,304
1265,20.8,9,1565,0.6,34.43,303
1267,22.05,10,1566,0.64,34.32,302
1269,22.95,12,1567,0.67,34.09,300
1271,23.41,11,1568,0.69,34.09,300
1272,24.09,11,1569,0.71,33.98,299
1272,23.98,10,1570,0.7,34.09,300
1272,24.2,10,1571,0.71,34.2,301
1272,23.07,10,1572,0.67,34.43,303
1272,23.07,11,1573,0.67,34.55,304
1272,22.27,13,1574,0.64,34.55,304
1272,21.36,11,1575,0.61,34.77,306
1272,19.09,9,1576,0.55,35,308
1272,17.73,8,1577,0.5,35.11,309
1272,17.5,8,1578,0.5,35.23,310
1273,15,9,1579,0.43,35.23,310
1274,17.05,11,1580,0.49,35.11,309
1276,16.48,10,1581,0.47,35.23,310
1279,15.91,10,1582,0.46,34.89,307
1280,15.68,10,1583,0.45,35,308
1281,17.05,11,1584,0.49,35,308
1283,17.61,11,1585,0.5,34.89,307
1283,19.66,13,1586,0.56,34.89,307
1285,19.55,15,1587,0.56,34.66,305
1285,22.27,15,1588,0.64,34.66,305
1286,25.11,16,1589,0.72,34.66,305
1286,24.32,13,1590,0.69,35,308
1286,24.66,14,1591,0.7,35.11,309
1286,23.98,14,1592,0.68,35.11,309
1286,22.61,15,1593,0.64,35.11,309
1286,23.41,15,1594,0.67,35.11,309
1286,21.36,16,1595,0.61,35.11,309
1286,20.45,18,1596,0.58,35.11,309
1286,18.41,17,1597,0.52,35.34,311
1286,18.3,17,1598,0.52,35.34,311
1288,17.16,16,1599,0.49,35.23,310
1288,17.16,17,1600,0.49,35.23,310
1290,17.16,18,1601,0.49,35,308
1292,16.7,20,1602,0.48,34.77,306
1292,17.5,20,1603,0.5,34.89,307
1295,17.05,18,1604,0.49,34.77,306
1297,17.73,18,1605,0.51,34.55,304
1298,20.23,17,1606,0.59,34.55,304
1300,20.23,17,1607,0.59,34.32,302
1301,21.7,17,1608,0.63,34.2,301
1301,23.52,16,1609,0.68,34.43,303
1301,22.73,15,1610,0.66,34.55,304
1301,22.05,17,1611,0.64,34.55,304
1301,21.25,19,1612,0.62,34.55,304
1301,20.45,18,1613,0.59,34.66,305
1301,21.48,19,1614,0.62,34.77,306
