deadCars,flux,queue,time,class,density,totalCars
1301,20.68,19,1615,0.59,34.77,306
1301,20.45,20,1616,0.59,34.89,307
1301,19.43,19,1617,0.56,35,308
1301,18.18,19,1618,0.52,35.11,309
1301,17.95,19,1619,0.51,35.11,309
1303,16.25,20,1620,0.47,34.89,307
1303,16.82,21,1621,0.48,35,308
1306,17.16,22,1622,0.5,34.66,305
1307,16.93,23,1623,0.49,34.55,304
1309,18.07,23,1624,0.52,34.55,304
1311,20,23,1625,0.58,34.32,302
1314,21.02,23,1626,0.61,34.2,301
1315,21.36,22,1627,0.62,34.2,301
1315,24.2,24,1628,0.71,34.2,301
1315,25,24,1629,0.73,34.43,303
1315,24.32,25,1630,0.7,34.55,304
1315,25.57,24,1631,0.74,34.77,306
1315,24.43,24,1632,0.7,35,308
1315,23.52,24,1633,0.67,35.11,309
1315,23.3,26,1634,0.66,35.11,309
1315,22.27,26,1635,0.63,35.11,309
1315,20.23,26,1636,0.57,35.23,310
1315,18.18,24,1637,0.51,35.45,312
1315,17.61,23,1638,0.49,35.68,314
1315,17.5,23,1639,0.49,35.68,314
1319,17.27,21,1640,0.49,35.45,312
1320,17.61,22,1641,0.5,35.45,312
1323,17.27,24,1642,0.49,35.11,309
1323,19.55,24,1643,0.55,35.34,311
1326,19.2,24,1644,0.55,35,308
1328,19.55,23,1645,0.56,35,308
1330,20.34,23,1646,0.58,34.77,306
1330,22.27,23,1647,0.64,35,308
1331,23.41,22,1648,0.67,35,308
1332,24.43,23,1649,0.7,35,308
1332,24.09,24,1650,0.69,35,308
1332,23.75,23,1651,0.68,35.11,309
1332,23.07,23,1652,0.66,35.11,309
1332,21.7,25,1653,0.62,35.11,309
1332,20.91,23,1654,0.59,35.34,311
1332,20.34,22,1655,0.57,35.57,313
1332,18.86,22,1656,0.53,35.57,313
1332,15.8,20,1657,0.44,35.8,315
1333,16.25,22,1658,0.46,35.68,314
1334,15.45,21,1659,0.43,35.68,314
1334,15.68,21,1660,0.44,35.68,314
1335,16.82,22,1661,0.47,35.68,314
1336,17.05,22,1662,0.48,35.68,314
1339,18.64,23,1663,0.53,35.45,312
1340,18.07,24,1664,0.51,35.45,312
1341,19.89,26,1665,0.56,35.34,311
1344,20.68,25,1666,0.59,35.11,309
1345,21.93,26,1667,0.63,35,308
1347,22.84,26,1668,0.65,34.89,307
1347,25.57,27,1669,0.73,34.89,307
1348,22.5,25,1670,0.64,35,308
1348,23.86,27,1671,0.68,35,308
1348,23.98,28,1672,0.69,35,308
1348,21.48,29,1673,0.61,35,308
1348,22.16,29,1674,0.63,35,308
1348,21.02,29,1675,0.6,35.11,309
1348,18.3,28,1676,0.52,35.23,310
1348,17.05,30,1677,0.48,35.23,310
1348,17.39,31,1678,0.49,35.34,311
1349,16.59,31,1679,0.47,35.45,312
1351,15.23,31,1680,0.43,35.23,310
1353,15.45,30,1681,0.44,35.11,309
1354,17.39,31,1682,0.5,35.11,309
1356,18.07,32,1683,0.52,34.89,307
1358,18.86,34,1684,0.54,34.66,305
1359,19.2,33,1685,0.55,34.66,305
1360,21.36,34,1686,0.62,34.66,305
1362,21.02,34,1687,0.61,34.43,303
1363,23.86,34,1688,0.69,34.43,303
1363,25.23,34,1689,0.73,34.66,305
1364,23.52,33,1690,0.68,34.66,305
1364,23.52,32,1691,0.67,35,308
1364,23.86,31,1692,0.68,35.11,309
1364,21.59,30,1693,0.61,35.23,310
1364,22.95,28,1694,0.65,35.45,312
1364,22.39,28,1695,0.63,35.68,314
1364,21.48,28,1696,0.6,35.68,314
1364,18.75,28,1697,0.52,35.91,316
1364,17.61,27,1698,0.49,36.02,317
1365,18.75,29,1699,0.52,35.91,316
1367,15.57,30,1700,0.43,35.8,315
1368,17.16,31,1701,0.48,35.8,315
1370,17.27,29,1702,0.48,35.8,315
1372,19.32,29,1703,0.54,35.57,313
1375,19.55,29,1704,0.55,35.23,310
1376,20.57,30,1705,0.59,35.11,309
1378,21.25,30,1706,0.61,34.89,307
1380,22.84,30,1707,0.66,34.66,305
1380,24.09,30,1708,0.69,34.77,306
1380,26.25,30,1709,0.75,34.89,307
1380,26.36,31,1710,0.75,35,308
1381,22.84,32,1711,0.65,35,308
1381,25,34,1712,0.71,35,308
1381,24.09,34,1713,0.68,35.23,310
1381,21.14,34,1714,0.6,35.34,311
1381,20.45,35,1715,0.58,35.45,312
1381,21.02,35,1716,0.59,35.45,312
1381,17.05,32,1717,0.48,35.8,315
1382,17.5,34,1718,0.49,35.68,314
1382,17.39,36,1719,0.49,35.68,314
1384,16.7,36,1720,0.47,35.68,314
1386,17.5,38,1721,0.49,35.45,312
1388,17.95,35,1722,0.5,35.57,313
1389,18.07,35,1723,0.51,35.45,312
1390,20.57,35,1724,0.58,35.45,312
1392,21.48,36,1725,0.61,35.23,310
1394,22.61,37,1726,0.65,35,308
1398,23.3,37,1727,0.67,34.55,304
1398,23.86,37,1728,0.69,34.77,306
1399,27.39,37,1729,0.79,34.77,306
1399,25.34,36,1730,0.73,34.89,307
1399,26.25,37,1731,0.75,34.89,307
1399,23.86,36,1732,0.68,35.23,310
1399,22.39,37,1733,0.63,35.34,311
1399,21.59,39,1734,0.61,35.34,311
1399,21.25,41,1735,0.6,35.34,311
1399,18.41,40,1736,0.52,35.57,313
1399,17.95,41,1737,0.5,35.57,313
1399,18.3,41,1738,0.51,35.68,314
1401,16.36,42,1739,0.46,35.57,313
1403,16.7,43,1740,0.47,35.34,311
1404,18.75,45,1741,0.53,35.23,310
1406,18.64,43,1742,0.53,35.23,310
1408,16.82,45,1743,0.48,35,308
1408,20.57,47,1744,0.59,35,308
1412,20,45,1745,0.58,34.77,306
1412,22.73,45,1746,0.65,34.89,307
1414,23.3,46,1747,0.67,34.77,306
1414,25.23,47,1748,0.73,34.77,306
1414,26.59,47,1749,0.76,34.89,307
1414,25.23,47,1750,0.72,35,308
1414,25,49,1751,0.71,35,308
1414,25.23,46,1752,0.71,35.34,311
1414,23.86,46,1753,0.68,35.34,311
1414,22.73,46,1754,0.64,35.57,313
1414,22.39,47,1755,0.63,35.68,314
1414,20.45,46,1756,0.57,35.8,315
1414,19.89,46,1757,0.55,35.91,316
1414,19.32,48,1758,0.54,35.91,316
1415,18.98,47,1759,0.53,35.91,316
1417,18.3,45,1760,0.51,35.91,316
1419,17.05,45,1761,0.48,35.68,314
1420,18.07,45,1762,0.51,35.68,314
1423,18.64,46,1763,0.53,35.34,311
1423,20.23,45,1764,0.57,35.45,312
1426,21.02,47,1765,0.6,35.11,309
1427,24.09,46,1766,0.69,35.11,309
1428,25.34,44,1767,0.72,35.23,310
1430,24.43,45,1768,0.7,35.11,309
1432,25.34,45,1769,0.73,34.89,307
1432,26.25,43,1770,0.75,35.11,309
1433,25.34,43,1771,0.72,35.11,309
1433,25.11,41,1772,0.71,35.34,311
1433,22.61,41,1773,0.64,35.34,311
1433,21.93,41,1774,0.62,35.45,312
1433,20.91,40,1775,0.59,35.57,313
1433,19.09,40,1776,0.53,35.8,315
1433,18.18,40,1777,0.51,35.91,316
1433,16.7,41,1778,0.47,35.91,316
1435,17.39,42,1779,0.49,35.8,315
1435,18.3,42,1780,0.51,35.8,315
1438,19.77,40,1781,0.55,35.68,314
1438,19.2,39,1782,0.54,35.8,315
1441,19.2,40,1783,0.54,35.45,312
1444,20.91,41,1784,0.6,35.11,309
1445,22.84,42,1785,0.65,35.11,309
1447,22.95,43,1786,0.66,35,308
1449,23.18,43,1787,0.66,35,308
1450,24.89,43,1788,0.71,34.89,307
1451,26.02,45,1789,0.75,34.77,306
1451,25.11,46,1790,0.72,34.89,307
1451,25.57,46,1791,0.73,35,308
1451,25.91,47,1792,0.74,35,308
1451,24.89,49,1793,0.71,35,308
1451,24.55,50,1794,0.7,35.11,309
1451,21.7,52,1795,0.62,35.11,309
1451,19.55,54,1796,0.56,35.11,309
1451,19.43,53,1797,0.55,35.34,311
1451,18.98,54,1798,0.54,35.45,312
1452,18.98,55,1799,0.54,35.45,312
1455,17.16,56,1800,0.49,35.11,309
1456,17.5,54,1801,0.5,35.23,310
1457,19.89,55,1802,0.56,35.23,310
1459,21.48,57,1803,0.61,35,308
1461,22.05,58,1804,0.63,34.89,307
1462,23.52,59,1805,0.68,34.77,306
1465,23.98,59,1806,0.69,34.55,304
1467,23.64,61,1807,0.69,34.32,302
1469,25.68,60,1808,0.75,34.32,302
1470,25,60,1809,0.73,34.2,301
1470,24.32,61,1810,0.71,34.2,301
1471,24.09,61,1811,0.71,34.09,300
1471,22.73,60,1812,0.66,34.2,301
1471,23.98,61,1813,0.7,34.2,301
1471,22.95,62,1814,0.67,34.32,302
1471,20.68,61,1815,0.6,34.43,303
1471,20.11,59,1816,0.58,34.66,305
1471,18.64,60,1817,0.54,34.77,306
1471,18.64,61,1818,0.54,34.77,306
1471,17.16,61,1819,0.49,34.77,306
1474,18.41,60,1820,0.53,34.55,304
1476,17.61,60,1821,0.51,34.32,302
1477,18.3,58,1822,0.53,34.43,303
1478,19.09,58,1823,0.55,34.43,303
1480,20,58,1824,0.58,34.2,301
1482,20.8,60,1825,0.61,33.98,299
1483,20.68,58,1826,0.6,34.2,301
1485,24.09,59,1827,0.71,33.98,299
1487,23.52,59,1828,0.69,33.86,298
1487,25.68,59,1829,0.76,33.86,298
1487,24.66,60,1830,0.73,33.98,299
1487,26.36,60,1831,0.78,33.98,299
1487,25.8,60,1832,0.76,34.09,300
1487,24.43,58,1833,0.71,34.32,302
1487,23.07,58,1834,0.67,34.55,304
1487,22.61,58,1835,0.65,34.77,306
1487,20.11,56,1836,0.57,35,308
1487,18.52,56,1837,0.53,35.11,309
1487,19.32,55,1838,0.55,35.23,310
1489,17.5,56,1839,0.5,35.11,309
1490,17.05,56,1840,0.49,35,308
1493,15.34,55,1841,0.44,34.89,307
1494,16.93,57,1842,0.49,34.77,306
1496,17.5,56,1843,0.5,34.66,305
1499,17.39,58,1844,0.51,34.32,302
1500,20.8,60,1845,0.61,34.2,301
1502,21.82,59,1846,0.64,34.09,300
1503,22.95,61,1847,0.68,33.98,299
1503,25.23,60,1848,0.74,34.09,300
1503,27.73,61,1849,0.81,34.09,300
1503,25.23,60,1850,0.74,34.2,301
1503,26.36,59,1851,0.77,34.32,302
1503,23.98,59,1852,0.7,34.32,302
1503,23.98,59,1853,0.7,34.43,303
1503,21.25,58,1854,0.61,34.66,305
1503,21.48,60,1855,0.62,34.66,305
1503,19.32,59,1856,0.55,35,308
1503,18.98,61,1857,0.54,35,308
1503,18.52,63,1858,0.53,35,308
1505,17.61,64,1859,0.5,34.89,307
1506,17.84,64,1860,0.51,35,308
1506,17.84,65,1861,0.51,35.11,309
1508,19.2,64,1862,0.55,35,308
1510,19.43,63,1863,0.56,34.89,307
1513,20.11,64,1864,0.58,34.55,304
1514,21.82,62,1865,0.63,34.77,306
1516,23.52,62,1866,0.68,34.55,304
1519,23.75,61,1867,0.69,34.32,302
1520,23.18,60,1868,0.67,34.43,303
1520,25.45,62,1869,0.74,34.43,303
1520,26.14,62,1870,0.76,34.55,304
1520,24.77,62,1871,0.72,34.55,304
1520,26.25,61,1872,0.75,34.77,306
1520,23.41,60,1873,0.67,34.89,307
1520,24.43,60,1874,0.7,34.89,307
1520,23.18,62,1875,0.66,34.89,307
1520,20.45,62,1876,0.58,35,308
1520,17.84,62,1877,0.51,35.11,309
1520,18.3,62,1878,0.52,35.23,310
1522,17.61,63,1879,0.5,35,308
1522,19.32,65,1880,0.55,35,308
1525,18.07,67,1881,0.52,34.66,305
1525,18.3,68,1882,0.53,34.77,306
1528,17.5,68,1883,0.51,34.55,304
1529,18.64,69,1884,0.54,34.55,304
1531,19.32,68,1885,0.56,34.43,303
1533,21.14,67,1886,0.62,34.32,302
1536,21.02,67,1887,0.62,34.09,300
1537,22.95,66,1888,0.67,34.09,300
1537,26.48,64,1889,0.77,34.32,302
1538,25.68,62,1890,0.75,34.43,303
1538,24.09,61,1891,0.7,34.55,304
1538,24.43,59,1892,0.7,34.89,307
1538,22.73,58,1893,0.65,35,308
1538,21.36,59,1894,0.61,35.11,309
1538,20.57,57,1895,0.58,35.34,311
1538,18.52,58,1896,0.52,35.45,312
1538,18.86,58,1897,0.53,35.45,312
1538,19.32,58,1898,0.54,35.68,314
1539,17.16,57,1899,0.48,35.68,314
1541,16.36,58,1900,0.46,35.45,312
1541,16.7,58,1901,0.47,35.45,312
1542,19.09,58,1902,0.54,35.45,312
1543,20.23,57,1903,0.57,35.45,312
1546,19.66,56,1904,0.56,35.23,310
1548,20.8,55,1905,0.59,35.11,309
1551,20.34,57,1906,0.58,34.77,306
1551,23.98,58,1907,0.69,34.77,306
1553,24.77,59,1908,0.72,34.55,304
1553,26.25,58,1909,0.76,34.66,305
1553,26.48,58,1910,0.76,34.77,306
1553,24.77,59,1911,0.71,34.89,307
1553,24.2,61,1912,0.69,34.89,307
1553,22.39,62,1913,0.64,34.89,307
1553,20.57,62,1914,0.59,35.11,309
1553,20.34,62,1915,0.58,35.11,309
1553,19.77,62,1916,0.56,35.23,310
1553,18.64,60,1917,0.52,35.57,313
1553,18.18,61,1918,0.51,35.57,313
1555,17.05,59,1919,0.48,35.57,313
1555,17.5,60,1920,0.49,35.57,313
1557,18.07,57,1921,0.51,35.68,314
1559,18.98,57,1922,0.54,35.45,312
1561,19.32,53,1923,0.54,35.68,314
1563,18.98,54,1924,0.54,35.45,312
1563,22.84,55,1925,0.64,35.45,312
1565,22.27,55,1926,0.63,35.34,311
1568,22.05,55,1927,0.63,35.23,310
1568,24.32,55,1928,0.69,35.23,310
1571,26.48,56,1929,0.76,34.89,307
1571,24.43,54,1930,0.7,35.11,309
1571,24.89,54,1931,0.71,35.11,309
1571,23.86,53,1932,0.68,35.34,311
1571,22.39,52,1933,0.63,35.45,312
1571,20.91,52,1934,0.59,35.45,312
1571,20.57,52,1935,0.58,35.57,313
1571,19.32,54,1936,0.54,35.57,313
1571,19.2,52,1937,0.54,35.8,315
1571,17.5,51,1938,0.49,35.91,316
1573,17.16,53,1939,0.48,35.68,314
1573,17.95,53,1940,0.5,35.8,315
1576,17.05,53,1941,0.48,35.45,312
1578,16.25,54,1942,0.46,35.34,311
1580,17.27,54,1943,0.49,35.11,309
1580,20.34,55,1944,0.58,35.23,310
1582,20.68,55,1945,0.59,35,308
1585,20.91,56,1946,0.6,34.77,306
1587,23.18,55,1947,0.67,34.66,305
1587,24.77,56,1948,0.71,34.66,305
1588,26.36,57,1949,0.76,34.66,305
1588,25.91,58,1950,0.75,34.66,305
1588,25.68,58,1951,0.74,34.77,306
1588,24.55,59,1952,0.7,34.89,307
1588,23.75,57,1953,0.68,35.11,309
1588,22.95,57,1954,0.65,35.23,310
1588,22.27,56,1955,0.63,35.34,311
1588,20.68,58,1956,0.59,35.34,311
1588,19.77,59,1957,0.56,35.34,311
1589,18.86,58,1958,0.53,35.45,312
1590,17.5,59,1959,0.49,35.45,312
1592,17.16,59,1960,0.49,35.34,311
1595,16.82,59,1961,0.48,35.11,309
1595,17.39,59,1962,0.49,35.34,311
1599,16.7,59,1963,0.48,34.89,307
1599,18.3,60,1964,0.52,34.89,307
1601,19.32,61,1965,0.56,34.77,306
1603,19.43,61,1966,0.56,34.55,304
1605,19.77,59,1967,0.57,34.55,304
1605,22.16,60,1968,0.64,34.55,304
1605,23.52,60,1969,0.68,34.55,304
1605,23.52,57,1970,0.67,34.89,307
1605,24.32,57,1971,0.69,35,308
1605,21.93,58,1972,0.62,35.11,309
1605,22.73,58,1973,0.65,35.23,310
1605,20.57,59,1974,0.58,35.23,310
1605,19.55,60,1975,0.55,35.23,310
1605,19.77,60,1976,0.56,35.34,311
1605,19.2,59,1977,0.54,35.45,312
1605,17.61,57,1978,0.49,35.8,315
1605,17.95,59,1979,0.5,35.8,315
1607,16.59,58,1980,0.46,35.68,314
1608,16.93,57,1981,0.47,35.68,314
1610,17.61,56,1982,0.5,35.57,313
1611,18.18,56,1983,0.51,35.68,314
1613,19.43,57,1984,0.55,35.57,313
1616,20.23,56,1985,0.57,35.34,311
1617,21.7,56,1986,0.62,35.23,310
1619,22.16,56,1987,0.63,35.23,310
1620,23.41,57,1988,0.66,35.23,310
1620,24.43,58,1989,0.69,35.23,310
1620,25.11,58,1990,0.71,35.34,311
1620,23.64,59,1991,0.67,35.34,311
1620,23.41,58,1992,0.66,35.45,312
1621,23.3,58,1993,0.66,35.45,312
1621,21.36,58,1994,0.6,35.68,314
1621,21.82,58,1995,0.61,35.68,314
1621,19.43,59,1996,0.54,35.68,314
1621,18.41,60,1997,0.52,35.68,314
1621,16.59,60,1998,0.46,35.68,314
1623,17.16,61,1999,0.48,35.45,312
1625,16.82,59,2000,0.47,35.57,313
1625,16.36,58,2001,0.46,35.68,314
1626,17.39,60,2002,0.49,35.57,313
1629,17.61,59,2003,0.5,35.34,311
1630,17.95,60,2004,0.51,35.34,311
1631,21.82,59,2005,0.62,35.34,311
1633,22.61,58,2006,0.64,35.23,310
1635,24.09,59,2007,0.69,35.11,309
1636,25.57,59,2008,0.73,35.11,309
1637,26.82,59,2009,0.76,35.11,309
1637,26.93,58,2010,0.76,35.23,310
1637,25.23,60,2011,0.72,35.23,310
1637,25,60,2012,0.71,35.34,311
1637,23.64,61,2013,0.67,35.34,311
1637,21.82,61,2014,0.62,35.45,312
1637,21.02,61,2015,0.59,35.57,313
1637,18.3,62,2016,0.51,35.57,313
1637,18.86,62,2017,0.53,35.68,314
1637,18.52,62,2018,0.52,35.68,314
1638,18.3,60,2019,0.51,35.8,315
1640,16.7,58,2020,0.47,35.8,315
1642,15.91,59,2021,0.45,35.57,313
1643,17.27,59,2022,0.48,35.68,314
1645,18.07,59,2023,0.51,35.57,313
1646,19.89,61,2024,0.56,35.45,312
1647,20,62,2025,0.56,35.45,312
1649,21.93,62,2026,0.62,35.23,310
1651,22.73,63,2027,0.65,35,308
1653,23.64,63,2028,0.68,34.77,306
1653,25.34,61,2029,0.72,35.11,309
1653,25.23,61,2030,0.72,35.23,310
1653,24.43,60,2031,0.69,35.34,311
1653,23.3,58,2032,0.65,35.57,313
1653,22.61,57,2033,0.63,35.8,315
1653,23.64,57,2034,0.66,35.91,316
1653,22.39,57,2035,0.62,36.14,318
1653,21.14,58,2036,0.58,36.25,319
1653,18.07,59,2037,0.5,36.25,319
1653,18.75,61,2038,0.52,36.25,319
1654,18.41,61,2039,0.51,36.25,319
1655,19.43,62,2040,0.54,36.25,319
1659,17.05,62,2041,0.48,35.8,315
1662,15.8,64,2042,0.45,35.45,312
1662,17.5,65,2043,0.49,35.57,313
1664,17.5,65,2044,0.49,35.45,312
1666,18.75,65,2045,0.53,35.34,311
1667,20.34,66,2046,0.58,35.23,310
1669,22.16,65,2047,0.63,35.11,309
1670,22.95,66,2048,0.66,35,308
1670,23.75,65,2049,0.67,35.34,311
1670,23.75,66,2050,0.67,35.45,312
1670,23.41,65,2051,0.66,35.57,313
1670,23.75,66,2052,0.67,35.68,314
1670,23.98,68,2053,0.67,35.68,314
1670,22.95,67,2054,0.64,35.91,316
1670,23.18,66,2055,0.64,36.02,317
1670,20.57,66,2056,0.57,36.02,317
1670,20.57,67,2057,0.57,36.14,318
1671,17.61,65,2058,0.49,36.25,319
1671,15.91,66,2059,0.44,36.25,319
1673,17.16,67,2060,0.47,36.14,318
1675,17.16,67,2061,0.48,35.91,316
1679,16.93,68,2062,0.48,35.45,312
1679,18.98,69,2063,0.54,35.45,312
1681,19.66,66,2064,0.55,35.57,313
1683,20.34,68,2065,0.58,35.34,311
1686,22.16,68,2066,0.63,35.11,309
1687,23.75,69,2067,0.68,35,308
1687,25.91,68,2068,0.74,35.23,310
1688,26.36,69,2069,0.75,35.23,310
1688,24.77,67,2070,0.7,35.45,312
1688,25.8,67,2071,0.73,35.57,313
1688,23.41,66,2072,0.66,35.68,314
1688,22.61,65,2073,0.63,35.8,315
1688,21.02,66,2074,0.59,35.91,316
1688,20.68,66,2075,0.58,35.91,316
1688,20.68,65,2076,0.57,36.02,317
1688,18.52,65,2077,0.51,36.02,317
1689,17.95,65,2078,0.5,36.02,317
1690,16.93,66,2079,0.47,35.91,316
1692,18.07,65,2080,0.5,35.8,315
1692,17.73,65,2081,0.49,36.02,317
1694,17.95,64,2082,0.5,35.91,316
1696,18.64,64,2083,0.52,35.8,315
1697,20.68,63,2084,0.58,35.8,315
1700,20.23,64,2085,0.57,35.57,313
1702,21.59,65,2086,0.61,35.45,312
1703,22.27,66,2087,0.63,35.45,312
1704,24.09,66,2088,0.68,35.45,312
1704,26.14,67,2089,0.73,35.57,313
1704,23.07,67,2090,0.65,35.57,313
1704,23.3,67,2091,0.65,35.57,313
1704,22.27,67,2092,0.63,35.57,313
1704,22.39,68,2093,0.63,35.57,313
1704,22.05,68,2094,0.62,35.57,313
1704,22.27,68,2095,0.62,35.68,314
1704,19.2,70,2096,0.54,35.68,314
1704,18.75,70,2097,0.52,35.8,315
1704,18.07,71,2098,0.5,35.8,315
1705,18.52,70,2099,0.52,35.8,315
1705,18.75,70,2100,0.52,36.02,317
1709,17.27,69,2101,0.48,35.68,314
1710,18.41,69,2102,0.52,35.57,313
1712,17.95,70,2103,0.51,35.34,311
1714,20.34,71,2104,0.58,35.23,310
1715,21.36,72,2105,0.61,35.23,310
1717,23.18,72,2106,0.66,35.11,309
1720,24.66,72,2107,0.7,35,308
1720,25.45,73,2108,0.72,35.11,309
1721,26.48,73,2109,0.75,35.11,309
1721,26.7,73,2110,0.76,35.34,311
1721,25.68,73,2111,0.72,35.57,313
1721,24.89,72,2112,0.7,35.68,314
1721,21.48,72,2113,0.6,35.68,314
1721,21.7,71,2114,0.61,35.8,315
1721,23.64,72,2115,0.66,35.91,316
1721,22.73,72,2116,0.63,35.91,316
1721,20.23,71,2117,0.56,36.14,318
1722,19.89,72,2118,0.55,36.14,318
1724,18.75,71,2119,0.52,36.02,317
1725,17.95,71,2120,0.5,36.02,317
1725,18.52,70,2121,0.51,36.25,319
1729,18.41,70,2122,0.51,35.91,316
1730,19.55,70,2123,0.55,35.8,315
1731,20.34,70,2124,0.57,35.8,315
1734,21.93,70,2125,0.62,35.45,312
1736,25,71,2126,0.71,35.23,310
1738,25.23,70,2127,0.72,35.23,310
1738,27.73,71,2128,0.79,35.23,310
1740,27.39,70,2129,0.78,35.23,310
1740,26.36,71,2130,0.75,35.34,311
1740,25.57,70,2131,0.72,35.45,312
1740,26.36,70,2132,0.74,35.57,313
1740,25.57,72,2133,0.72,35.57,313
1740,23.64,69,2134,0.66,35.91,316
1740,22.16,71,2135,0.62,35.91,316
1740,20.91,70,2136,0.58,36.02,317
1740,20.45,70,2137,0.57,36.14,318
1740,20.34,70,2138,0.56,36.14,318
1743,18.07,69,2139,0.5,36.02,317
1744,19.66,69,2140,0.55,35.91,316
1745,17.84,68,2141,0.5,36.02,317
1748,16.59,68,2142,0.46,35.8,315
1750,17.39,68,2143,0.49,35.68,314
1751,18.75,70,2144,0.53,35.57,313
1754,18.64,70,2145,0.53,35.23,310
1755,20.8,70,2146,0.59,35.34,311
1757,21.59,72,2147,0.61,35.11,309
1758,23.75,70,2148,0.67,35.23,310
1758,24.77,70,2149,0.7,35.23,310
1758,24.09,69,2150,0.68,35.34,311
1758,24.2,68,2151,0.68,35.57,313
1758,23.75,69,2152,0.67,35.57,313
1758,23.18,71,2153,0.65,35.57,313
1758,21.25,73,2154,0.6,35.57,313
1758,21.93,73,2155,0.62,35.57,313
1758,20,73,2156,0.56,35.8,315
1758,18.64,72,2157,0.52,36.02,317
1758,19.32,72,2158,0.54,36.02,317
1758,18.86,74,2159,0.52,36.02,317
1760,17.05,76,2160,0.48,35.8,315
1761,18.75,76,2161,0.52,35.8,315
1764,18.75,75,2162,0.53,35.57,313
1764,21.82,77,2163,0.61,35.57,313
1767,22.39,77,2164,0.64,35.23,310
1768,23.75,76,2165,0.67,35.23,310
1772,22.73,75,2166,0.65,34.89,307
1773,24.09,72,2167,0.69,35.11,309
1775,25.45,73,2168,0.73,35,308
1775,25.91,74,2169,0.74,35.11,309
1775,26.14,75,2170,0.74,35.11,309
1775,25,76,2171,0.71,35.23,310
1775,24.2,74,2172,0.68,35.45,312
1775,23.98,75,2173,0.68,35.45,312
1775,23.18,74,2174,0.65,35.68,314
1775,22.5,74,2175,0.63,35.8,315
1775,21.25,75,2176,0.59,35.91,316
1775,19.89,74,2177,0.55,36.14,318
1776,19.43,76,2178,0.54,36.02,317
1779,17.39,76,2179,0.49,35.8,315
1781,17.73,78,2180,0.5,35.57,313
1782,18.75,78,2181,0.53,35.45,312
1783,17.95,79,2182,0.51,35.45,312
1786,18.41,80,2183,0.52,35.11,309
1787,20,80,2184,0.57,35,308
1788,21.02,80,2185,0.6,35.11,309
1789,21.7,82,2186,0.62,35,308
1790,24.66,83,2187,0.71,34.89,307
1791,24.55,85,2188,0.71,34.77,306
1792,26.93,85,2189,0.78,34.66,305
1793,25.45,86,2190,0.73,34.66,305
1793,23.64,87,2191,0.68,34.66,305
1793,23.52,88,2192,0.68,34.66,305
1793,23.07,88,2193,0.67,34.66,305
1793,22.84,89,2194,0.66,34.77,306
1793,19.77,89,2195,0.56,35,308
1793,20.57,89,2196,0.59,35,308
1793,19.55,89,2197,0.56,35.11,309
1793,19.43,89,2198,0.55,35.11,309
1794,18.98,89,2199,0.54,35,308
1795,19.2,88,2200,0.55,35.23,310
1798,18.41,89,2201,0.53,34.89,307
1800,18.18,88,2202,0.52,34.77,306
1801,18.75,90,2203,0.54,34.66,305
1804,19.66,90,2204,0.57,34.43,303
1807,20.23,88,2205,0.59,34.32,302
1808,21.25,86,2206,0.62,34.43,303
1808,22.73,88,2207,0.66,34.43,303
1809,24.89,88,2208,0.72,34.55,304
1809,26.25,88,2209,0.76,34.55,304
1809,26.14,87,2210,0.75,34.66,305
1809,26.93,88,2211,0.77,34.77,306
1809,26.25,89,2212,0.75,34.77,306
1809,24.66,89,2213,0.71,34.77,306
1809,22.39,91,2214,0.64,34.77,306
1809,21.02,93,2215,0.6,34.77,306
1809,20.57,93,2216,0.59,35,308
1809,20.68,94,2217,0.59,35.11,309
1809,20.34,92,2218,0.58,35.34,311
1812,16.93,91,2219,0.48,35.11,309
1814,17.84,89,2220,0.51,35.11,309
1814,19.89,91,2221,0.57,35.11,309
1816,19.09,91,2222,0.55,35,308
1817,20.45,92,2223,0.58,35,308
1820,20.23,92,2224,0.58,34.77,306
1822,20.8,90,2225,0.6,34.77,306
1824,21.25,88,2226,0.61,34.77,306
1826,21.48,86,2227,0.62,34.77,306
1828,22.61,86,2228,0.65,34.66,305
1828,22.84,84,2229,0.65,34.89,307
1828,24.09,84,2230,0.69,34.89,307
1828,24.43,85,2231,0.7,34.89,307
1828,25.91,86,2232,0.74,35,308
1828,23.98,87,2233,0.68,35.11,309
1828,22.39,86,2234,0.63,35.34,311
1828,23.07,84,2235,0.65,35.57,313
1828,20.57,85,2236,0.58,35.57,313
1828,17.84,86,2237,0.5,35.57,313
1828,17.61,87,2238,0.49,35.68,314
1832,15,87,2239,0.42,35.34,311
1833,15.91,87,2240,0.45,35.34,311
1833,17.27,88,2241,0.49,35.45,312
1837,17.5,86,2242,0.5,35.23,310
1838,17.61,86,2243,0.5,35.11,309
1838,19.55,83,2244,0.55,35.45,312
1840,19.32,84,2245,0.55,35.23,310
1842,21.59,86,2246,0.62,35,308
1842,23.07,83,2247,0.65,35.34,311
1845,25,85,2248,0.71,35,308
1846,25.91,86,2249,0.74,34.89,307
1846,25.8,87,2250,0.74,35,308
1846,23.41,85,2251,0.66,35.34,311
1846,25.57,85,2252,0.72,35.34,311
1846,24.32,84,2253,0.68,35.57,313
1846,21.82,84,2254,0.61,35.68,314
1846,19.09,86,2255,0.54,35.68,314
1846,19.55,88,2256,0.55,35.68,314
