aibo1,aibo2,aibo3,aibo4,aibo5,class
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-38,-35,-60,-75,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-59,-71,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-61,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
-37,-35,-60,-70,-70,0
