position,b1,b2,b3,b4,b5
14,-67,-67,-72,-66,-72
14,-58,-68,-72,-66,-68
14,-69,-68,-75,-75,-70
14,-60,-68,-73,-74,-70
14,-55,-68,-72,-74,-70
14,-64,-71,-75,-70,-69
14,-54,-69,-71,-66,-66
14,-57,-77,-75,-74,-70
14,-55,-69,-71,-66,-66
14,-58,-78,-74,-66,-67
14,-55,-72,-73,-66,-66
14,-57,-68,-71,-74,-70
14,-56,-73,-72,-74,-67
14,-61,-72,-72,-74,-70
14,-55,-68,-74,-66,-70
14,-55,-74,-74,-74,-69
14,-56,-73,-73,-74,-67
14,-56,-78,-73,-67,-70
14,-56,-73,-73,-67,-68
14,-61,-73,-71,-66,-70
14,-56,-68,-73,-74,-70
14,-60,-68,-74,-74,-70
14,-59,-73,-72,-74,-68
14,-56,-69,-72,-74,-68
14,-59,-78,-73,-74,-70
14,-56,-68,-72,-66,-68
14,-56,-68,-71,-74,-68
14,-56,-77,-72,-74,-66
14,-56,-68,-74,-74,-66
14,-55,-73,-73,-67,-66
14,-60,-71,-72,-67,-66
14,-55,-73,-74,-74,-71
14,-61,-72,-74,-74,-66
14,-55,-69,-74,-66,-66
14,-56,-78,-71,-74,-66
14,-56,-71,-70,-74,-69
14,-61,-68,-73,-74,-68
14,-56,-68,-73,-74,-68
14,-61,-68,-72,-66,-68
14,-65,-78,-73,-74,-65
14,-56,-73,-73,-74,-67
14,-56,-68,-73,-66,-68
14,-61,-68,-74,-74,-68
14,-56,-73,-72,-66,-68
14,-60,-68,-72,-74,-70
14,-60,-67,-72,-74,-70
14,-58,-71,-73,-74,-68
14,-56,-72,-74,-74,-67
14,-61,-69,-71,-66,-70
14,-57,-68,-73,-74,-70
14,-65,-67,-74,-70,-70
14,-65,-78,-73,-74,-65
14,-55,-69,-72,-74,-70
14,-55,-72,-72,-74,-69
14,-61,-74,-74,-67,-66
14,-59,-73,-72,-74,-65
14,-65,-72,-73,-74,-66
14,-65,-68,-73,-74,-66
14,-61,-72,-74,-74,-70
14,-60,-67,-72,-74,-70
14,-66,-71,-74,-66,-70
14,-57,-68,-75,-74,-65
14,-60,-72,-72,-74,-70
14,-57,-78,-73,-66,-68
14,-56,-67,-71,-74,-70
14,-56,-67,-72,-74,-66
14,-55,-77,-71,-67,-70
14,-65,-69,-74,-74,-66
14,-61,-73,-72,-66,-68
14,-60,-68,-72,-66,-68
14,-55,-78,-74,-74,-69
14,-57,-69,-70,-66,-66
14,-59,-73,-73,-66,-68
14,-61,-73,-75,-74,-64
14,-60,-78,-73,-74,-70
14,-55,-67,-71,-74,-71
14,-55,-67,-73,-70,-68
14,-59,-67,-72,-74,-68
14,-55,-72,-70,-74,-70
14,-59,-68,-73,-83,-70
14,-61,-68,-78,-74,-73
14,-53,-67,-68,-74,-71
14,-54,-68,-76,-75,-70
14,-53,-69,-70,-78,-71
14,-57,-68,-69,-76,-70
14,-54,-68,-75,-71,-68
14,-57,-67,-76,-84,-68
14,-54,-72,-79,-67,-73
14,-57,-72,-68,-67,-74
14,-53,-73,-69,-81,-73
14,-52,-68,-79,-77,-71
14,-56,-68,-74,-74,-73
14,-61,-68,-68,-69,-75
14,-52,-73,-82,-80,-66
14,-62,-69,-68,-78,-70
14,-59,-67,-73,-67,-68
14,-57,-69,-69,-68,-69
14,-61,-72,-79,-75,-66
14,-63,-69,-75,-71,-68
14,-56,-76,-73,-73,-62
14,-55,-73,-75,-66,-72
14,-65,-69,-78,-77,-74
14,-62,-68,-84,-67,-72
14,-58,-74,-76,-71,-67
14,-62,-70,-83,-78,-70
14,-54,-75,-72,-72,-71
14,-63,-71,-69,-75,-71
14,-54,-68,-73,-70,-70
14,-54,-67,-71,-77,-66
14,-54,-72,-81,-70,-72
14,-58,-68,-76,-77,-63
14,-64,-71,-76,-73,-65
14,-54,-66,-79,-70,-70
14,-59,-81,-76,-77,-76
14,-54,-67,-79,-68,-76
14,-57,-66,-77,-68,-67
14,-55,-71,-76,-74,-71
14,-60,-68,-76,-77,-65
14,-59,-79,-81,-77,-76
14,-61,-78,-74,-75,-65
14,-65,-68,-82,-74,-76
15,-60,-62,-73,-69,-57
15,-65,-63,-72,-71,-59
15,-70,-66,-72,-71,-64
15,-60,-62,-72,-74,-63
15,-60,-74,-74,-70,-57
15,-70,-70,-80,-71,-57
15,-61,-66,-72,-69,-71
15,-61,-74,-80,-74,-63
15,-59,-64,-76,-71,-62
15,-66,-72,-73,-71,-57
15,-61,-66,-73,-71,-67
15,-58,-74,-80,-74,-57
15,-58,-74,-76,-71,-67
15,-63,-63,-74,-71,-67
15,-70,-70,-71,-72,-63
15,-62,-66,-80,-71,-71
15,-70,-74,-71,-74,-57
15,-65,-69,-73,-69,-66
15,-61,-74,-80,-74,-72
15,-60,-62,-73,-71,-57
15,-61,-74,-79,-69,-62
15,-58,-66,-73,-74,-57
15,-60,-62,-73,-69,-64
15,-71,-66,-80,-74,-64
15,-60,-62,-72,-69,-63
15,-60,-62,-80,-69,-57
15,-71,-75,-73,-71,-64
15,-60,-62,-72,-75,-73
15,-71,-64,-72,-69,-65
15,-61,-62,-73,-69,-64
15,-65,-75,-80,-71,-64
15,-71,-62,-73,-74,-72
15,-61,-62,-73,-73,-63
15,-65,-74,-76,-73,-62
15,-60,-66,-73,-69,-67
15,-65,-74,-72,-72,-64
15,-71,-62,-80,-74,-64
15,-63,-62,-73,-71,-57
15,-65,-66,-80,-74,-57
15,-59,-64,-73,-70,-59
15,-59,-74,-80,-74,-71
15,-58,-64,-73,-71,-57
15,-60,-74,-73,-74,-67
15,-59,-66,-72,-71,-63
15,-60,-74,-72,-74,-57
15,-59,-62,-73,-70,-63
15,-59,-74,-72,-67,-63
15,-59,-66,-73,-75,-57
15,-72,-63,-80,-68,-56
15,-59,-74,-73,-74,-63
15,-72,-62,-73,-71,-57
15,-59,-66,-80,-74,-72
15,-59,-69,-73,-72,-63
15,-65,-69,-80,-72,-68
15,-72,-74,-73,-69,-62
15,-61,-66,-73,-70,-71
15,-71,-66,-73,-69,-57
15,-58,-66,-76,-71,-64
15,-59,-62,-73,-71,-67
15,-65,-69,-73,-72,-62
15,-72,-74,-73,-70,-63
15,-64,-63,-73,-72,-60
15,-64,-64,-80,-73,-66
15,-58,-72,-71,-71,-56
15,-66,-66,-71,-72,-64
15,-60,-73,-73,-74,-72
15,-65,-64,-73,-72,-64
15,-59,-67,-72,-70,-62
15,-60,-74,-80,-74,-71
15,-72,-70,-76,-70,-64
15,-60,-70,-72,-71,-63
15,-72,-62,-73,-74,-63
15,-59,-64,-80,-72,-67
15,-62,-65,-72,-71,-64
15,-71,-72,-73,-74,-72
15,-59,-62,-80,-68,-63
15,-72,-66,-73,-74,-72
15,-60,-70,-73,-70,-63
15,-65,-66,-73,-74,-64
15,-59,-74,-73,-71,-64
15,-60,-67,-80,-71,-57
15,-59,-66,-73,-69,-57
15,-65,-74,-73,-70,-56
15,-72,-66,-72,-69,-63
15,-60,-72,-73,-75,-57
15,-72,-62,-73,-68,-71
15,-59,-73,-73,-72,-63
15,-72,-67,-73,-71,-64
15,-59,-63,-73,-70,-62
15,-66,-68,-73,-71,-62
15,-66,-64,-73,-71,-62
15,-72,-66,-73,-70,-56
15,-61,-72,-72,-70,-72
15,-63,-69,-72,-74,-64
15,-65,-70,-73,-70,-68
15,-65,-70,-73,-71,-65
15,-60,-61,-73,-74,-63
15,-59,-74,-73,-71,-72
15,-59,-64,-72,-71,-63
15,-71,-66,-73,-74,-57
15,-65,-70,-72,-72,-68
15,-71,-72,-80,-70,-64
15,-59,-66,-73,-75,-57
15,-71,-72,-80,-70,-72
15,-59,-66,-72,-74,-57
15,-71,-74,-73,-68,-72
15,-59,-66,-80,-72,-57
15,-60,-74,-73,-68,-64
15,-59,-70,-75,-70,-64
15,-60,-64,-75,-72,-57
15,-60,-64,-73,-74,-60
15,-60,-69,-73,-71,-68
15,-71,-62,-80,-70,-73
15,-60,-74,-73,-71,-64
15,-63,-68,-73,-70,-60
15,-59,-63,-72,-74,-65
15,-60,-74,-80,-70,-65
15,-60,-62,-72,-74,-64
15,-71,-62,-71,-70,-57
15,-71,-68,-75,-71,-64
15,-60,-74,-80,-70,-56
15,-59,-66,-73,-70,-72
15,-59,-69,-72,-71,-57
15,-71,-74,-80,-74,-72
15,-60,-67,-73,-71,-64
15,-65,-66,-76,-71,-67
15,-58,-62,-72,-74,-59
15,-72,-66,-73,-70,-64
15,-59,-62,-71,-70,-57
15,-59,-68,-73,-71,-59
15,-59,-70,-73,-68,-60
15,-60,-72,-73,-68,-64
15,-60,-70,-73,-70,-56
15,-71,-66,-80,-71,-72
15,-72,-62,-73,-70,-60
15,-60,-64,-73,-72,-64
15,-66,-66,-79,-75,-64
15,-72,-62,-72,-71,-57
15,-65,-70,-76,-70,-65
15,-58,-66,-72,-74,-73
15,-60,-70,-80,-71,-57
15,-63,-68,-72,-72,-67
15,-66,-68,-73,-70,-64
15,-71,-64,-77,-70,-61
15,-64,-76,-79,-71,-69
15,-74,-64,-73,-73,-57
15,-65,-72,-74,-69,-63
15,-74,-64,-71,-72,-57
15,-65,-65,-74,-70,-65
15,-70,-72,-76,-69,-69
15,-64,-64,-75,-73,-66
15,-71,-66,-73,-71,-68
15,-64,-71,-71,-71,-61
15,-68,-65,-72,-70,-61
15,-63,-65,-73,-70,-61
15,-63,-71,-75,-73,-61
15,-63,-64,-73,-73,-65
15,-65,-66,-72,-71,-58
15,-68,-65,-71,-73,-66
15,-65,-65,-70,-68,-65
15,-62,-61,-81,-72,-59
15,-69,-62,-73,-68,-66
15,-63,-66,-72,-72,-65
15,-59,-62,-82,-70,-58
15,-67,-71,-71,-69,-64
15,-58,-66,-72,-69,-62
15,-59,-70,-74,-70,-57
15,-63,-72,-71,-70,-65
15,-63,-62,-78,-70,-64
15,-69,-62,-71,-68,-57
15,-63,-72,-85,-71,-63
15,-86,-63,-71,-69,-57
15,-58,-63,-85,-70,-64
15,-58,-68,-71,-71,-60
15,-58,-70,-73,-71,-64
15,-62,-72,-71,-72,-57
15,-62,-62,-72,-70,-65
15,-62,-66,-78,-70,-60
15,-58,-62,-72,-71,-64
15,-62,-69,-78,-71,-67
15,-63,-69,-73,-69,-63
15,-57,-72,-83,-71,-66
15,-63,-68,-72,-69,-58
15,-58,-62,-84,-72,-66
15,-64,-69,-72,-69,-57
15,-60,-62,-72,-69,-63
15,-61,-62,-87,-71,-61
15,-63,-65,-71,-70,-64
15,-68,-66,-71,-70,-69
15,-59,-67,-75,-73,-57
15,-63,-67,-78,-69,-66
15,-64,-68,-77,-72,-60
15,-68,-66,-78,-72,-71
15,-65,-64,-73,-73,-60
15,-73,-64,-71,-74,-63
15,-74,-68,-73,-68,-63
15,-69,-65,-75,-68,-57
15,-63,-65,-72,-70,-71
15,-69,-65,-77,-72,-59
15,-62,-68,-73,-69,-61
15,-67,-61,-79,-73,-64
15,-64,-69,-77,-71,-57
15,-68,-65,-76,-74,-69
15,-63,-65,-72,-71,-66
15,-62,-67,-76,-70,-64
15,-64,-69,-82,-67,-57
15,-62,-63,-76,-72,-72
15,-65,-68,-72,-71,-57
15,-62,-70,-77,-71,-70
15,-70,-65,-70,-70,-57
15,-71,-69,-76,-69,-64
15,-63,-67,-72,-73,-72
15,-69,-73,-80,-74,-69
15,-62,-66,-74,-71,-57
15,-68,-63,-71,-68,-69
15,-66,-67,-81,-71,-62
15,-63,-66,-72,-67,-65
15,-70,-70,-75,-71,-72
15,-65,-65,-74,-69,-60
15,-65,-69,-76,-71,-74
15,-65,-69,-72,-72,-68
15,-64,-63,-79,-74,-57
15,-63,-63,-75,-70,-65
15,-63,-64,-71,-69,-72
15,-62,-70,-72,-72,-57
15,-63,-66,-81,-71,-69
15,-69,-68,-72,-68,-65
15,-64,-63,-78,-70,-57
15,-69,-63,-74,-70,-72
15,-62,-65,-77,-73,-64
15,-63,-66,-71,-69,-65
15,-65,-67,-78,-70,-63
15,-70,-63,-74,-71,-71
15,-66,-71,-72,-68,-65
15,-66,-66,-74,-72,-57
15,-70,-66,-72,-72,-61
15,-64,-65,-75,-72,-68
15,-71,-66,-75,-73,-64
15,-65,-62,-72,-69,-57
15,-65,-71,-75,-73,-73
15,-63,-63,-72,-68,-57
15,-66,-63,-74,-70,-65
15,-65,-66,-71,-72,-72
15,-63,-62,-74,-69,-63
15,-63,-70,-77,-69,-68
15,-66,-66,-74,-68,-64
15,-65,-63,-72,-67,-65
15,-65,-70,-77,-69,-65
15,-65,-66,-73,-68,-56
15,-61,-63,-75,-68,-64
15,-66,-67,-73,-69,-65
15,-63,-63,-72,-69,-60
15,-70,-71,-74,-68,-63
15,-66,-71,-76,-71,-61
15,-63,-66,-72,-69,-71
15,-64,-68,-74,-74,-57
15,-67,-70,-72,-69,-71
15,-61,-66,-72,-73,-65
15,-64,-68,-73,-68,-65
15,-70,-63,-72,-70,-63
15,-66,-64,-74,-73,-65
15,-65,-66,-72,-74,-57
15,-71,-68,-75,-73,-57
15,-65,-66,-77,-70,-66
15,-63,-66,-73,-73,-65
15,-65,-65,-72,-69,-57
15,-68,-67,-77,-70,-64
15,-63,-70,-72,-73,-72
15,-71,-70,-72,-71,-60
15,-65,-62,-71,-68,-64
15,-66,-68,-74,-73,-64
15,-63,-62,-72,-70,-73
15,-63,-63,-77,-68,-57
15,-65,-70,-72,-69,-72
15,-65,-66,-76,-69,-65
15,-65,-68,-74,-70,-64
15,-62,-66,-73,-69,-57
15,-64,-71,-72,-71,-61
15,-61,-66,-74,-69,-72
15,-65,-68,-73,-71,-57
15,-65,-63,-76,-66,-71
15,-62,-62,-72,-69,-64
15,-70,-70,-77,-71,-57
15,-67,-66,-74,-69,-65
15,-63,-70,-72,-70,-72
15,-68,-64,-72,-69,-72
15,-66,-66,-72,-68,-72
15,-70,-66,-72,-72,-57
15,-61,-63,-74,-69,-72
15,-65,-65,-74,-73,-65
15,-69,-64,-74,-71,-68
15,-65,-63,-72,-71,-57
15,-65,-65,-74,-66,-72
15,-62,-63,-74,-70,-64
15,-63,-63,-76,-71,-65
15,-62,-71,-72,-70,-57
15,-63,-63,-77,-71,-73
15,-62,-66,-75,-70,-65
15,-63,-67,-77,-71,-62
15,-70,-66,-74,-69,-72
15,-63,-63,-72,-71,-65
15,-63,-63,-73,-70,-64
15,-62,-65,-78,-70,-57
15,-66,-65,-73,-71,-64
15,-63,-63,-75,-70,-68
15,-69,-71,-77,-72,-72
15,-63,-71,-75,-69,-57
15,-69,-66,-77,-69,-65
15,-65,-71,-72,-68,-57
15,-62,-66,-71,-69,-65
15,-69,-71,-72,-69,-60
15,-62,-71,-77,-71,-57
15,-69,-63,-72,-68,-73
15,-65,-66,-74,-72,-57
15,-63,-63,-72,-71,-73
15,-67,-71,-74,-71,-65
15,-66,-64,-75,-71,-60
15,-62,-64,-76,-69,-66
15,-70,-66,-75,-69,-64
15,-63,-63,-72,-71,-65
15,-70,-66,-77,-70,-57
15,-65,-65,-75,-72,-65
15,-65,-71,-72,-71,-63
15,-65,-66,-77,-72,-72
15,-62,-70,-78,-71,-65
15,-65,-65,-72,-69,-61
15,-64,-63,-75,-72,-71
15,-69,-68,-78,-71,-61
15,-66,-67,-74,-70,-72
15,-63,-69,-72,-71,-57
15,-66,-63,-78,-72,-72
15,-69,-70,-71,-69,-57
15,-69,-66,-75,-69,-57
15,-65,-62,-77,-73,-72
15,-70,-63,-73,-69,-65
15,-62,-70,-74,-70,-64
15,-70,-62,-72,-72,-70
15,-70,-63,-72,-71,-57
15,-62,-71,-78,-69,-65
15,-69,-63,-72,-71,-57
15,-62,-66,-77,-69,-65
15,-66,-66,-71,-72,-69
15,-70,-70,-78,-68,-57
15,-63,-64,-73,-73,-65
15,-63,-66,-73,-72,-73
15,-63,-70,-78,-69,-57
15,-63,-64,-73,-71,-65
15,-63,-63,-72,-72,-60
15,-63,-63,-74,-70,-64
15,-66,-66,-78,-69,-64
15,-64,-66,-75,-71,-57
15,-65,-70,-72,-69,-73
15,-63,-66,-75,-70,-57
15,-65,-71,-72,-68,-72
15,-71,-65,-73,-70,-57
15,-65,-65,-74,-69,-64
15,-67,-66,-72,-69,-64
15,-62,-65,-73,-70,-72
15,-70,-66,-74,-70,-64
15,-62,-71,-72,-71,-72
15,-70,-66,-77,-69,-64
15,-65,-68,-72,-70,-64
15,-66,-64,-77,-68,-57
15,-63,-68,-76,-70,-65
15,-70,-66,-75,-68,-55
15,-63,-63,-79,-70,-61
15,-65,-67,-72,-70,-63
15,-63,-65,-75,-69,-72
15,-69,-71,-76,-68,-57
15,-63,-64,-71,-71,-64
15,-69,-65,-79,-68,-68
15,-62,-64,-72,-70,-65
15,-70,-66,-71,-71,-57
15,-65,-70,-74,-70,-73
15,-63,-65,-72,-73,-62
15,-65,-71,-79,-70,-72
15,-62,-62,-72,-72,-57
15,-69,-66,-80,-70,-72
15,-64,-63,-73,-71,-61
15,-66,-64,-74,-69,-66
15,-66,-66,-75,-71,-66
15,-68,-65,-71,-70,-57
15,-63,-63,-77,-72,-71
15,-63,-67,-75,-67,-64
15,-65,-67,-73,-73,-71
15,-65,-67,-77,-69,-64
15,-65,-67,-75,-70,-69
15,-63,-67,-69,-70,-67
15,-63,-71,-77,-71,-71
15,-63,-65,-73,-70,-65
15,-63,-66,-78,-69,-57
15,-69,-68,-73,-70,-65
15,-63,-66,-75,-69,-57
15,-71,-70,-77,-71,-65
15,-65,-63,-73,-70,-57
15,-71,-70,-78,-71,-69
15,-60,-64,-76,-70,-66
15,-59,-66,-75,-71,-56
15,-62,-65,-77,-73,-74
15,-59,-69,-75,-72,-56
15,-62,-66,-83,-69,-65
15,-69,-70,-79,-69,-63
15,-65,-70,-75,-69,-65
15,-68,-72,-78,-72,-62
15,-68,-65,-73,-70,-57
1,-65,-61,-74,-73,-67
1,-68,-58,-76,-62,-66
1,-74,-61,-79,-62,-72
1,-77,-60,-83,-61,-69
1,-69,-60,-78,-60,-66
1,-63,-60,-80,-66,-74
1,-69,-59,-74,-60,-78
1,-65,-60,-70,-60,-77
1,-64,-61,-70,-60,-71
1,-65,-60,-72,-65,-73
1,-65,-61,-79,-59,-82
1,-66,-60,-80,-66,-72
1,-65,-60,-75,-64,-80
1,-63,-59,-72,-62,-72
1,-64,-59,-71,-60,-73
1,-65,-61,-69,-60,-78
1,-68,-60,-72,-59,-71
1,-63,-59,-81,-60,-71
1,-65,-58,-80,-63,-66
1,-75,-59,-71,-68,-71
1,-63,-60,-77,-58,-71
1,-70,-58,-77,-59,-69
1,-64,-60,-73,-60,-67
1,-63,-61,-77,-59,-74
1,-61,-59,-75,-61,-65
1,-69,-60,-75,-58,-73
1,-63,-60,-74,-60,-67
1,-64,-60,-70,-62,-71
1,-68,-59,-74,-68,-70
1,-62,-59,-75,-59,-73
1,-66,-58,-75,-66,-68
1,-64,-59,-69,-63,-68
1,-63,-59,-76,-59,-72
1,-67,-60,-75,-59,-69
1,-63,-59,-74,-59,-65
1,-67,-59,-76,-59,-67
1,-62,-60,-68,-60,-74
1,-62,-60,-70,-60,-69
1,-67,-60,-72,-62,-69
1,-63,-59,-70,-60,-73
1,-68,-60,-68,-61,-67
1,-62,-60,-69,-67,-64
1,-64,-60,-70,-64,-69
1,-63,-60,-77,-60,-64
1,-67,-61,-70,-63,-64
1,-63,-60,-69,-66,-70
1,-63,-60,-69,-58,-63
1,-61,-60,-76,-68,-72
1,-68,-60,-70,-57,-66
1,-62,-59,-67,-67,-72
1,-68,-59,-67,-57,-65
1,-65,-59,-68,-61,-68
1,-64,-60,-69,-58,-64
1,-68,-60,-76,-67,-68
1,-63,-60,-71,-63,-70
1,-65,-60,-70,-61,-63
1,-64,-60,-69,-60,-63
1,-64,-59,-70,-59,-64
1,-65,-59,-72,-65,-65
1,-67,-60,-75,-59,-65
1,-65,-59,-69,-68,-70
1,-67,-61,-75,-58,-65
1,-63,-60,-67,-67,-68
1,-67,-60,-75,-58,-72
1,-63,-60,-67,-69,-68
1,-67,-60,-75,-59,-63
1,-66,-59,-69,-64,-72
1,-61,-60,-69,-68,-63
1,-65,-60,-70,-59,-72
1,-63,-59,-69,-68,-64
1,-67,-60,-70,-58,-68
1,-64,-59,-75,-68,-64
1,-67,-60,-70,-59,-67
1,-65,-59,-75,-67,-72
1,-67,-59,-72,-67,-67
1,-65,-60,-67,-61,-72
1,-65,-59,-71,-61,-70
1,-65,-59,-75,-58,-68
1,-61,-60,-68,-68,-72
1,-67,-60,-75,-59,-67
1,-62,-59,-67,-61,-72
1,-65,-59,-69,-68,-66
1,-67,-60,-69,-58,-64
1,-65,-59,-75,-68,-72
1,-67,-60,-67,-61,-69
1,-64,-60,-72,-59,-69
1,-63,-59,-75,-61,-72
1,-65,-60,-68,-64,-70
1,-67,-60,-75,-60,-64
1,-65,-61,-69,-58,-64
1,-67,-59,-69,-68,-69
1,-63,-60,-68,-58,-72
1,-66,-59,-75,-63,-66
1,-62,-59,-70,-61,-63
1,-63,-59,-69,-59,-68
1,-63,-60,-69,-63,-65
1,-66,-60,-76,-66,-72
1,-62,-59,-69,-59,-68
1,-66,-60,-70,-64,-72
1,-64,-59,-70,-59,-70
1,-68,-61,-68,-65,-68
1,-63,-60,-69,-67,-72
1,-64,-60,-75,-59,-67
1,-62,-60,-68,-68,-72
1,-67,-60,-72,-66,-69
1,-64,-60,-78,-57,-68
1,-67,-60,-70,-67,-65
1,-62,-59,-73,-59,-68
1,-62,-61,-70,-59,-68
1,-63,-59,-71,-59,-64
1,-65,-60,-72,-59,-64
1,-62,-60,-70,-59,-70
1,-62,-59,-73,-60,-70
1,-65,-59,-73,-60,-68
1,-64,-59,-73,-58,-64
1,-65,-60,-70,-63,-63
1,-63,-60,-68,-67,-69
1,-65,-59,-75,-59,-67
1,-62,-60,-71,-59,-73
1,-68,-59,-71,-59,-66
1,-64,-59,-71,-65,-72
1,-62,-59,-70,-58,-69
1,-64,-59,-73,-59,-72
1,-66,-60,-72,-60,-63
1,-68,-60,-73,-65,-69
1,-62,-59,-72,-59,-69
1,-63,-60,-70,-66,-73
1,-62,-59,-70,-61,-70
1,-67,-59,-73,-62,-74
1,-64,-60,-76,-60,-67
1,-63,-59,-71,-63,-67
1,-64,-60,-75,-64,-65
1,-64,-60,-71,-60,-65
1,-65,-58,-74,-58,-73
1,-62,-59,-69,-74,-67
1,-62,-59,-75,-59,-69
1,-65,-60,-74,-63,-72
1,-66,-60,-74,-65,-66
1,-62,-59,-75,-62,-64
1,-64,-59,-82,-68,-71
1,-65,-59,-67,-63,-71
1,-65,-60,-77,-67,-68
1,-62,-59,-72,-62,-69
1,-64,-61,-87,-68,-72
1,-63,-58,-82,-62,-69
1,-65,-59,-88,-60,-73
1,-64,-59,-69,-59,-70
1,-64,-59,-76,-62,-77
1,-63,-62,-73,-63,-76
1,-65,-60,-73,-65,-73
1,-69,-60,-74,-63,-70
1,-69,-60,-77,-66,-80
1,-78,-59,-78,-60,-73
1,-66,-59,-80,-74,-74
1,-70,-59,-75,-65,-69
1,-65,-59,-84,-70,-65
1,-70,-59,-80,-60,-70
1,-71,-59,-80,-66,-66
1,-69,-60,-75,-60,-72
1,-73,-59,-80,-64,-63
1,-76,-60,-78,-60,-64
1,-68,-59,-75,-62,-70
1,-72,-59,-72,-62,-63
1,-70,-60,-75,-60,-65
1,-66,-60,-72,-69,-68
1,-65,-61,-73,-60,-69
1,-65,-61,-70,-61,-71
1,-64,-61,-71,-61,-70
1,-62,-60,-77,-60,-72
1,-64,-60,-68,-63,-73
1,-62,-60,-71,-69,-69
1,-64,-60,-70,-61,-71
1,-67,-60,-77,-71,-70
1,-63,-60,-69,-61,-68
1,-64,-60,-77,-67,-71
1,-66,-60,-81,-65,-70
1,-63,-59,-72,-62,-69
1,-65,-60,-75,-66,-70
1,-73,-60,-71,-63,-65
1,-63,-60,-71,-63,-64
1,-65,-60,-68,-62,-73
1,-64,-60,-73,-66,-66
1,-66,-60,-75,-58,-68
1,-64,-60,-68,-68,-64
1,-63,-59,-77,-58,-65
1,-64,-59,-69,-59,-69
1,-63,-60,-78,-60,-65
1,-61,-57,-69,-62,-66
1,-66,-60,-75,-59,-64
1,-64,-60,-73,-66,-71
1,-64,-59,-76,-62,-67
1,-65,-60,-73,-59,-70
1,-64,-59,-72,-58,-65
1,-66,-60,-75,-65,-65
1,-64,-60,-75,-70,-72
1,-66,-59,-71,-64,-67
1,-64,-60,-72,-62,-71
1,-66,-61,-76,-71,-69
1,-66,-60,-70,-61,-68
1,-66,-60,-68,-60,-72
1,-69,-60,-74,-62,-65
1,-65,-59,-68,-62,-72
1,-68,-60,-72,-70,-67
1,-63,-59,-73,-60,-73
1,-69,-60,-68,-62,-65
1,-63,-58,-74,-70,-72
1,-69,-60,-67,-62,-65
1,-65,-60,-74,-70,-68
1,-69,-59,-69,-62,-73
1,-63,-60,-72,-61,-67
1,-65,-60,-70,-60,-70
1,-62,-60,-74,-61,-65
1,-69,-59,-68,-60,-68
1,-64,-59,-72,-61,-66
1,-63,-57,-71,-66,-67
1,-63,-60,-73,-62,-70
1,-69,-61,-75,-60,-68
1,-64,-60,-72,-62,-68
1,-67,-60,-72,-62,-70
1,-64,-60,-74,-62,-66
1,-63,-59,-70,-66,-65
1,-65,-60,-68,-71,-72
1,-69,-59,-72,-58,-65
1,-65,-59,-72,-65,-64
1,-69,-60,-66,-71,-67
1,-65,-59,-71,-60,-72
1,-65,-59,-72,-65,-72
1,-69,-60,-74,-60,-68
1,-62,-61,-68,-62,-63
1,-69,-60,-68,-58,-66
1,-65,-61,-75,-66,-70
1,-62,-60,-72,-60,-72
1,-69,-59,-72,-60,-68
1,-66,-59,-71,-71,-65
1,-63,-58,-71,-71,-64
1,-66,-59,-71,-65,-68
1,-67,-60,-71,-61,-68
1,-63,-59,-72,-62,-65
1,-63,-60,-76,-59,-65
1,-63,-59,-68,-71,-70
1,-63,-59,-72,-60,-68
1,-63,-59,-74,-65,-65
1,-65,-60,-71,-60,-65
1,-65,-60,-71,-64,-64
1,-68,-60,-73,-62,-73
1,-67,-60,-71,-60,-72
1,-62,-60,-73,-63,-69
1,-63,-59,-71,-64,-70
1,-66,-60,-74,-61,-72
1,-63,-60,-71,-61,-68
1,-66,-60,-75,-58,-71
1,-63,-60,-70,-62,-64
1,-66,-59,-74,-70,-71
1,-64,-59,-70,-61,-69
1,-63,-60,-75,-69,-71
1,-64,-60,-75,-64,-67
1,-62,-60,-72,-59,-64
1,-64,-60,-70,-68,-68
1,-63,-58,-75,-62,-64
1,-63,-60,-69,-64,-71
1,-63,-59,-75,-70,-71
1,-63,-60,-70,-59,-68
1,-66,-60,-70,-64,-70
1,-62,-60,-72,-62,-71
1,-62,-60,-75,-70,-64
1,-63,-59,-70,-62,-65
1,-66,-60,-72,-66,-70
1,-62,-60,-73,-61,-67
1,-62,-60,-75,-59,-66
1,-64,-60,-72,-62,-65
1,-63,-60,-72,-60,-70
1,-66,-60,-75,-69,-65
1,-63,-60,-70,-61,-71
1,-63,-59,-71,-65,-69
1,-63,-60,-72,-69,-66
1,-66,-60,-70,-59,-70
1,-62,-60,-72,-69,-65
1,-63,-60,-72,-64,-67
1,-64,-59,-71,-60,-65
1,-64,-59,-72,-63,-65
1,-63,-60,-72,-61,-66
1,-62,-59,-72,-61,-70
1,-65,-60,-76,-65,-66
1,-63,-60,-73,-62,-69
1,-62,-60,-71,-67,-71
1,-62,-61,-72,-64,-69
1,-62,-59,-72,-65,-70
1,-67,-60,-74,-62,-68
1,-63,-60,-71,-58,-70
1,-63,-59,-73,-64,-70
1,-63,-60,-68,-70,-63
1,-66,-59,-74,-60,-73
1,-64,-59,-72,-64,-66
1,-62,-58,-86,-68,-70
1,-64,-59,-74,-64,-67
1,-66,-58,-76,-63,-70
