position,b1,b2,b3,b4,b5
12,-70,-72,-80,-71,-65
12,-68,-78,-76,-75,-63
12,-64,-75,-76,-74,-64
12,-65,-79,-75,-81,-62
12,-67,-70,-74,-77,-63
12,-66,-72,-74,-77,-64
12,-64,-71,-77,-76,-63
12,-59,-71,-76,-80,-62
12,-70,-74,-75,-76,-63
12,-60,-72,-75,-75,-63
12,-60,-83,-76,-73,-63
12,-63,-67,-75,-75,-64
12,-59,-68,-75,-72,-63
12,-67,-70,-75,-72,-63
12,-66,-79,-75,-74,-62
12,-65,-77,-75,-73,-62
12,-65,-73,-76,-70,-63
12,-63,-75,-73,-74,-63
12,-64,-72,-72,-78,-65
12,-59,-75,-77,-71,-65
12,-71,-75,-72,-74,-63
12,-64,-75,-75,-71,-62
12,-64,-75,-75,-75,-64
12,-72,-87,-74,-70,-65
12,-64,-74,-74,-73,-62
12,-67,-72,-74,-74,-63
12,-71,-74,-74,-72,-62
12,-65,-76,-77,-77,-63
12,-64,-74,-75,-79,-64
12,-67,-76,-73,-73,-63
12,-66,-69,-74,-73,-64
12,-65,-74,-74,-76,-63
12,-66,-74,-73,-74,-63
12,-60,-71,-75,-74,-62
12,-71,-73,-75,-71,-63
12,-59,-71,-73,-75,-64
12,-63,-71,-75,-73,-66
12,-65,-87,-76,-72,-64
12,-59,-70,-72,-74,-66
12,-72,-71,-73,-76,-64
12,-69,-68,-76,-76,-63
12,-67,-79,-74,-75,-65
12,-64,-87,-75,-74,-64
12,-71,-73,-77,-71,-65
12,-63,-86,-77,-75,-66
12,-74,-74,-75,-71,-63
12,-66,-78,-76,-72,-64
12,-63,-72,-78,-74,-63
12,-71,-80,-84,-72,-63
12,-63,-72,-77,-77,-63
12,-69,-77,-79,-75,-62
12,-63,-70,-81,-74,-63
12,-72,-81,-77,-82,-62
12,-72,-78,-74,-76,-63
12,-71,-73,-74,-74,-63
12,-63,-76,-74,-70,-64
12,-62,-76,-75,-73,-65
12,-72,-69,-74,-75,-62
12,-60,-74,-75,-72,-62
12,-63,-75,-75,-73,-64
12,-57,-71,-75,-71,-64
12,-62,-83,-75,-74,-65
12,-58,-71,-74,-69,-63
12,-68,-84,-75,-70,-61
12,-67,-75,-74,-74,-66
12,-75,-77,-74,-74,-64
12,-69,-70,-75,-74,-64
12,-71,-71,-76,-78,-62
12,-62,-75,-75,-75,-66
12,-63,-70,-73,-72,-64
12,-69,-71,-75,-72,-66
12,-61,-75,-76,-72,-63
12,-66,-71,-77,-74,-65
12,-64,-75,-79,-72,-62
12,-61,-78,-76,-75,-63
12,-74,-74,-77,-71,-66
12,-67,-79,-75,-75,-66
12,-67,-75,-76,-70,-62
12,-65,-76,-74,-71,-64
12,-64,-67,-75,-73,-63
12,-63,-81,-76,-73,-64
12,-64,-69,-75,-78,-63
12,-69,-81,-77,-71,-62
12,-62,-68,-75,-76,-64
12,-66,-80,-74,-71,-62
12,-65,-75,-75,-83,-65
12,-68,-77,-76,-76,-63
12,-61,-88,-74,-69,-66
12,-66,-73,-75,-72,-67
12,-69,-75,-78,-68,-62
12,-62,-70,-74,-71,-67
12,-67,-72,-74,-73,-62
12,-61,-70,-75,-68,-64
12,-61,-70,-74,-76,-63
12,-65,-76,-75,-72,-62
12,-59,-68,-75,-77,-65
12,-63,-68,-74,-69,-63
12,-71,-87,-76,-68,-65
12,-63,-75,-79,-72,-64
12,-66,-81,-78,-71,-66
12,-72,-73,-75,-74,-63
12,-60,-74,-77,-73,-65
12,-66,-72,-76,-76,-63
12,-61,-72,-77,-73,-63
12,-64,-74,-75,-72,-66
12,-66,-72,-75,-75,-63
12,-64,-76,-77,-80,-65
12,-60,-74,-76,-70,-63
12,-64,-86,-75,-75,-65
12,-60,-75,-72,-70,-66
12,-62,-83,-75,-72,-65
12,-66,-78,-74,-75,-64
12,-65,-72,-76,-73,-65
12,-68,-72,-75,-74,-65
12,-62,-70,-75,-74,-64
12,-59,-76,-75,-73,-66
12,-65,-71,-75,-73,-62
12,-59,-76,-74,-75,-66
12,-67,-77,-73,-73,-64
12,-66,-76,-77,-73,-63
12,-63,-70,-74,-77,-64
12,-64,-74,-76,-74,-65
12,-61,-74,-77,-73,-65
12,-58,-73,-79,-73,-63
12,-63,-75,-75,-75,-64
12,-68,-70,-81,-73,-62
12,-65,-79,-75,-71,-63
12,-66,-88,-75,-71,-63
12,-71,-80,-77,-74,-64
12,-58,-73,-75,-71,-63
12,-62,-72,-75,-72,-67
12,-62,-70,-76,-73,-64
12,-61,-70,-76,-77,-63
12,-59,-81,-74,-73,-65
12,-63,-78,-73,-71,-63
12,-66,-76,-76,-73,-62
12,-62,-77,-76,-69,-68
12,-63,-74,-78,-77,-63
12,-63,-75,-81,-76,-61
12,-61,-75,-74,-71,-64
12,-74,-76,-75,-71,-65
12,-61,-74,-78,-75,-63
12,-68,-75,-78,-72,-61
12,-64,-72,-77,-72,-63
12,-71,-72,-78,-75,-65
12,-59,-74,-77,-72,-65
12,-62,-83,-76,-78,-63
12,-64,-82,-74,-75,-63
12,-64,-75,-75,-74,-65
12,-61,-81,-75,-78,-63
12,-69,-79,-74,-71,-65
12,-62,-77,-76,-74,-62
12,-71,-78,-76,-71,-64
12,-59,-76,-75,-77,-62
12,-66,-75,-75,-75,-63
12,-64,-72,-76,-75,-62
12,-64,-77,-75,-73,-63
12,-60,-71,-76,-74,-64
12,-69,-72,-75,-73,-64
12,-62,-78,-75,-73,-63
12,-60,-73,-76,-73,-62
12,-64,-69,-75,-73,-63
12,-62,-77,-74,-72,-63
12,-60,-70,-77,-73,-62
12,-64,-77,-75,-71,-66
12,-63,-69,-74,-73,-62
12,-72,-76,-75,-71,-64
12,-64,-77,-74,-74,-63
12,-64,-75,-75,-71,-62
12,-60,-75,-76,-74,-64
12,-71,-77,-75,-75,-62
12,-65,-79,-76,-72,-65
12,-64,-75,-74,-78,-62
12,-65,-73,-75,-74,-63
12,-72,-74,-75,-71,-63
12,-64,-72,-74,-77,-61
12,-62,-72,-77,-75,-63
12,-64,-76,-79,-78,-64
12,-72,-73,-78,-73,-62
12,-65,-71,-85,-75,-63
12,-65,-72,-80,-72,-61
12,-62,-77,-83,-74,-64
12,-66,-74,-77,-77,-63
12,-68,-83,-77,-77,-66
12,-60,-78,-74,-74,-66
12,-66,-71,-75,-72,-62
12,-64,-82,-76,-75,-63
12,-69,-71,-75,-71,-62
12,-60,-71,-74,-74,-63
12,-69,-83,-77,-77,-63
12,-59,-69,-75,-74,-64
12,-61,-71,-76,-72,-63
12,-64,-73,-75,-72,-63
12,-64,-76,-77,-72,-63
12,-64,-81,-73,-72,-64
12,-60,-78,-78,-74,-62
12,-64,-73,-74,-74,-64
12,-62,-70,-76,-74,-61
12,-60,-70,-78,-72,-67
12,-60,-83,-77,-71,-63
12,-66,-78,-74,-74,-62
12,-61,-84,-75,-72,-63
12,-69,-71,-75,-76,-61
12,-68,-68,-77,-76,-67
12,-61,-74,-75,-74,-62
12,-74,-70,-76,-78,-63
12,-59,-78,-77,-70,-62
12,-57,-68,-75,-77,-63
12,-61,-73,-76,-71,-65
12,-67,-71,-77,-75,-65
12,-63,-72,-76,-72,-65
12,-69,-71,-77,-73,-65
12,-65,-71,-75,-72,-64
12,-64,-81,-73,-73,-66
12,-62,-71,-75,-73,-61
12,-59,-71,-76,-73,-61
12,-63,-86,-74,-73,-64
12,-64,-77,-76,-76,-66
12,-60,-80,-75,-73,-64
12,-62,-80,-76,-71,-64
12,-58,-69,-75,-76,-63
12,-65,-69,-75,-73,-64
12,-62,-81,-74,-77,-66
12,-66,-76,-76,-73,-66
12,-70,-69,-78,-74,-63
12,-65,-69,-75,-75,-66
12,-61,-67,-76,-73,-64
12,-71,-77,-77,-70,-65
12,-70,-68,-75,-74,-68
12,-61,-67,-75,-74,-68
12,-63,-74,-74,-73,-64
12,-61,-72,-74,-74,-65
12,-62,-75,-81,-80,-62
12,-63,-66,-77,-71,-70
12,-62,-68,-74,-75,-61
12,-63,-77,-74,-75,-66
12,-65,-68,-76,-71,-65
12,-67,-71,-76,-70,-66
12,-61,-74,-76,-68,-65
12,-66,-72,-76,-73,-65
12,-72,-83,-75,-69,-66
12,-61,-72,-77,-73,-65
12,-67,-82,-80,-73,-65
12,-67,-68,-75,-71,-65
12,-64,-74,-75,-70,-66
12,-62,-73,-74,-75,-64
12,-66,-67,-74,-72,-64
12,-63,-79,-75,-74,-66
12,-67,-79,-79,-74,-62
12,-71,-76,-78,-76,-64
12,-67,-76,-75,-75,-62
12,-73,-79,-78,-76,-64
12,-72,-75,-75,-76,-64
12,-65,-75,-77,-74,-64
12,-64,-75,-78,-75,-62
12,-67,-67,-77,-72,-62
12,-66,-67,-77,-72,-63
12,-63,-75,-78,-73,-64
12,-68,-75,-78,-72,-63
12,-68,-78,-79,-73,-61
12,-63,-75,-78,-72,-66
12,-64,-68,-78,-71,-61
12,-67,-78,-77,-72,-61
12,-64,-73,-79,-73,-65
12,-67,-76,-78,-72,-65
12,-64,-78,-78,-72,-61
12,-67,-75,-77,-73,-65
12,-65,-77,-77,-73,-63
12,-64,-66,-80,-73,-65
12,-67,-75,-78,-73,-66
12,-67,-68,-79,-72,-61
12,-64,-75,-80,-74,-65
12,-67,-78,-78,-73,-61
12,-63,-68,-80,-72,-63
12,-67,-78,-79,-75,-65
12,-66,-73,-80,-73,-64
12,-64,-76,-80,-73,-63
12,-67,-68,-80,-73,-63
12,-63,-68,-80,-75,-65
12,-66,-76,-80,-73,-64
13,-59,-68,-77,-72,-72
13,-56,-68,-75,-64,-63
13,-59,-70,-76,-68,-73
13,-59,-68,-75,-66,-67
13,-57,-70,-76,-67,-65
13,-57,-71,-77,-68,-72
13,-59,-68,-76,-64,-72
13,-57,-69,-77,-66,-67
13,-57,-68,-77,-70,-64
13,-56,-71,-76,-72,-65
13,-58,-69,-77,-66,-67
13,-57,-68,-76,-68,-64
13,-59,-68,-76,-64,-72
13,-58,-70,-77,-71,-72
13,-57,-70,-76,-69,-72
13,-56,-68,-76,-64,-62
13,-58,-71,-76,-72,-72
13,-59,-71,-77,-66,-72
13,-59,-70,-77,-66,-66
13,-57,-71,-75,-67,-67
13,-59,-70,-76,-69,-66
13,-57,-68,-75,-68,-66
13,-59,-70,-77,-71,-63
13,-57,-71,-76,-64,-67
13,-57,-70,-74,-69,-73
13,-59,-70,-73,-67,-64
13,-58,-67,-75,-68,-68
13,-55,-71,-73,-67,-74
13,-60,-69,-78,-74,-65
13,-59,-72,-74,-64,-66
13,-59,-68,-75,-71,-74
13,-58,-69,-76,-66,-68
13,-57,-69,-76,-68,-68
13,-60,-71,-77,-71,-71
13,-59,-70,-75,-71,-67
13,-59,-68,-74,-71,-64
13,-58,-68,-73,-70,-66
13,-58,-73,-75,-71,-64
13,-57,-68,-74,-69,-71
13,-58,-68,-76,-69,-67
13,-57,-70,-85,-63,-64
13,-58,-71,-73,-68,-64
13,-57,-73,-71,-68,-73
13,-57,-69,-78,-70,-70
13,-59,-66,-77,-73,-64
13,-57,-70,-84,-74,-70
13,-57,-71,-78,-71,-69
13,-59,-66,-76,-69,-65
13,-57,-68,-79,-69,-69
13,-56,-67,-79,-69,-69
13,-57,-70,-81,-72,-66
13,-57,-68,-76,-73,-71
13,-57,-69,-82,-68,-65
13,-58,-69,-75,-74,-66
13,-59,-68,-90,-74,-66
13,-57,-71,-74,-73,-74
13,-58,-68,-73,-66,-72
13,-57,-68,-73,-72,-65
13,-57,-68,-74,-63,-68
13,-57,-71,-75,-70,-66
13,-59,-70,-73,-63,-72
13,-57,-71,-74,-69,-66
13,-58,-71,-73,-73,-69
13,-57,-72,-74,-69,-72
13,-58,-71,-74,-66,-72
13,-57,-66,-75,-72,-66
13,-58,-72,-72,-69,-71
13,-59,-71,-74,-73,-72
13,-57,-65,-73,-64,-65
13,-59,-67,-74,-68,-71
13,-58,-69,-78,-72,-65
13,-59,-70,-74,-64,-65
13,-57,-68,-73,-72,-65
13,-57,-71,-77,-70,-66
13,-58,-72,-83,-69,-73
13,-57,-71,-75,-72,-66
13,-58,-67,-74,-64,-72
13,-58,-71,-76,-69,-69
13,-58,-71,-80,-62,-71
13,-59,-72,-75,-70,-66
13,-58,-69,-79,-70,-66
13,-58,-71,-82,-66,-66
13,-57,-66,-84,-70,-72
13,-58,-68,-85,-66,-71
13,-58,-69,-74,-74,-66
13,-57,-71,-75,-65,-71
13,-58,-70,-86,-67,-67
13,-57,-71,-76,-72,-64
13,-58,-71,-83,-69,-66
13,-58,-65,-74,-72,-71
13,-57,-66,-85,-69,-68
13,-58,-71,-73,-71,-70
13,-57,-66,-86,-67,-67
13,-57,-70,-83,-69,-70
13,-58,-71,-73,-65,-66
13,-57,-72,-75,-69,-71
13,-58,-71,-73,-66,-66
13,-56,-71,-75,-63,-71
13,-57,-71,-84,-69,-66
13,-59,-69,-84,-63,-68
13,-58,-68,-76,-66,-68
13,-57,-72,-73,-71,-66
13,-59,-66,-76,-69,-66
13,-58,-71,-85,-71,-71
13,-58,-68,-84,-66,-66
13,-59,-71,-74,-68,-66
13,-59,-66,-75,-65,-65
13,-58,-71,-73,-63,-66
13,-57,-71,-76,-69,-71
13,-58,-71,-73,-63,-66
13,-58,-68,-73,-66,-67
13,-57,-71,-76,-69,-66
13,-59,-66,-73,-63,-65
13,-58,-71,-76,-69,-71
13,-59,-71,-84,-71,-71
13,-58,-69,-77,-70,-66
13,-58,-71,-73,-71,-71
13,-57,-71,-76,-71,-66
13,-59,-72,-73,-69,-71
13,-57,-71,-84,-69,-68
13,-58,-71,-85,-71,-71
13,-57,-71,-79,-63,-68
13,-57,-71,-76,-69,-65
13,-58,-71,-73,-71,-66
13,-57,-71,-84,-70,-65
13,-57,-71,-83,-68,-65
13,-59,-71,-73,-70,-66
13,-57,-66,-73,-63,-65
13,-56,-71,-75,-63,-65
13,-58,-71,-73,-70,-66
13,-58,-71,-84,-66,-67
13,-58,-69,-73,-66,-71
13,-58,-66,-83,-68,-72
13,-58,-66,-73,-71,-65
13,-58,-66,-83,-63,-66
13,-58,-71,-78,-69,-66
13,-57,-71,-75,-71,-65
13,-58,-71,-73,-69,-66
13,-57,-71,-75,-67,-65
13,-59,-71,-73,-69,-66
13,-57,-71,-79,-69,-68
13,-59,-71,-75,-63,-66
13,-56,-71,-84,-69,-65
13,-58,-71,-73,-63,-66
13,-57,-71,-84,-69,-66
13,-58,-71,-73,-71,-65
13,-56,-71,-75,-69,-72
13,-59,-66,-73,-71,-65
13,-57,-71,-83,-68,-72
13,-58,-69,-74,-66,-72
13,-58,-71,-75,-71,-66
13,-59,-71,-74,-69,-72
13,-57,-71,-73,-66,-65
13,-56,-69,-74,-66,-68
13,-57,-66,-79,-67,-72
13,-58,-68,-83,-67,-66
13,-57,-70,-73,-69,-65
13,-59,-66,-83,-63,-72
13,-57,-66,-74,-71,-70
13,-59,-67,-76,-68,-67
13,-58,-71,-74,-69,-66
13,-58,-68,-75,-71,-68
13,-57,-68,-80,-69,-72
13,-58,-71,-83,-63,-68
13,-58,-71,-74,-70,-67
13,-59,-66,-75,-63,-71
13,-57,-71,-74,-69,-65
13,-59,-72,-83,-63,-71
13,-57,-66,-75,-67,-68
13,-58,-66,-74,-71,-68
13,-58,-66,-73,-70,-69
13,-58,-72,-79,-71,-67
13,-58,-71,-73,-66,-65
13,-58,-68,-83,-66,-65
13,-57,-71,-78,-63,-65
13,-58,-71,-73,-72,-67
13,-58,-69,-83,-72,-65
13,-57,-66,-83,-63,-65
13,-58,-71,-83,-63,-65
13,-58,-66,-73,-67,-65
13,-58,-72,-75,-69,-66
13,-57,-66,-83,-72,-71
13,-57,-71,-78,-69,-66
13,-58,-68,-73,-67,-68
13,-58,-71,-80,-72,-67
13,-56,-71,-78,-69,-66
13,-59,-71,-76,-72,-66
13,-58,-71,-73,-69,-66
13,-58,-72,-75,-68,-65
13,-58,-71,-74,-68,-66
13,-59,-68,-73,-66,-66
13,-57,-71,-84,-71,-66
13,-58,-67,-84,-72,-66
13,-58,-66,-73,-66,-67
13,-58,-66,-87,-74,-64
13,-57,-71,-73,-71,-66
13,-59,-71,-74,-73,-70
13,-57,-66,-74,-69,-65
13,-59,-71,-75,-63,-71
13,-58,-71,-75,-69,-66
13,-58,-70,-75,-65,-68
13,-57,-71,-74,-74,-70
13,-57,-67,-74,-70,-71
13,-58,-70,-84,-63,-66
13,-57,-71,-75,-68,-66
13,-58,-71,-76,-67,-71
13,-58,-69,-74,-68,-72
13,-59,-70,-85,-64,-65
13,-57,-72,-74,-69,-66
13,-58,-66,-75,-74,-64
13,-57,-71,-83,-69,-65
13,-58,-73,-86,-66,-66
13,-59,-73,-73,-62,-66
13,-57,-71,-74,-72,-72
13,-58,-71,-74,-69,-65
13,-59,-73,-73,-71,-66
13,-58,-71,-86,-63,-72
13,-58,-68,-74,-69,-65
13,-58,-69,-85,-70,-64
13,-58,-70,-84,-67,-71
13,-57,-71,-73,-63,-66
13,-59,-71,-74,-71,-70
13,-58,-70,-73,-73,-74
13,-59,-68,-80,-70,-66
13,-58,-67,-73,-68,-65
13,-58,-72,-73,-72,-67
13,-60,-68,-75,-66,-65
13,-58,-74,-74,-73,-66
13,-59,-69,-76,-66,-70
13,-58,-72,-75,-71,-73
13,-57,-73,-76,-64,-65
13,-60,-66,-88,-70,-66
13,-58,-70,-78,-70,-66
13,-58,-66,-79,-70,-69
13,-59,-71,-82,-69,-66
13,-57,-70,-88,-64,-69
13,-59,-73,-75,-69,-72
13,-61,-69,-81,-68,-65
13,-59,-68,-80,-70,-71
13,-55,-75,-79,-69,-68
13,-60,-69,-79,-66,-63
13,-57,-70,-77,-70,-65
13,-56,-73,-74,-65,-64
13,-58,-69,-85,-70,-70
13,-59,-72,-75,-70,-65
13,-59,-69,-83,-71,-68
13,-58,-72,-74,-67,-65
13,-58,-72,-74,-70,-65
13,-56,-73,-80,-64,-67
13,-57,-69,-74,-71,-64
13,-58,-71,-72,-70,-65
13,-58,-67,-78,-68,-66
13,-58,-68,-73,-69,-64
13,-60,-71,-81,-65,-66
13,-57,-70,-82,-68,-68
13,-58,-70,-72,-67,-67
13,-55,-67,-84,-72,-68
13,-63,-71,-74,-72,-69
13,-59,-66,-73,-70,-66
13,-60,-72,-75,-63,-67
13,-58,-71,-73,-74,-65
13,-61,-71,-72,-69,-75
13,-58,-68,-74,-71,-70
13,-56,-71,-74,-72,-65
13,-59,-71,-74,-71,-70
13,-57,-66,-74,-69,-64
13,-58,-68,-73,-66,-63
13,-58,-71,-80,-64,-64
13,-59,-72,-73,-69,-65
13,-55,-70,-81,-72,-64
13,-57,-70,-72,-73,-66
13,-60,-72,-84,-69,-66
13,-58,-68,-87,-73,-63
13,-57,-71,-76,-73,-67
13,-57,-69,-78,-71,-67
13,-57,-69,-73,-64,-65
13,-58,-70,-85,-72,-66
13,-58,-74,-74,-70,-66
13,-58,-75,-78,-66,-65
13,-59,-71,-74,-71,-66
13,-59,-74,-82,-70,-63
13,-60,-65,-75,-65,-67
13,-58,-71,-75,-63,-66
13,-57,-66,-74,-68,-71
13,-57,-66,-75,-69,-65
13,-60,-70,-74,-63,-66
13,-57,-72,-76,-68,-65
13,-59,-70,-80,-63,-68
13,-59,-68,-81,-67,-68
13,-59,-69,-78,-65,-70
13,-58,-68,-80,-66,-66
13,-57,-72,-75,-64,-67
13,-59,-71,-80,-71,-64
13,-60,-72,-75,-63,-66
13,-58,-69,-75,-67,-66
13,-59,-67,-81,-71,-66
13,-57,-72,-74,-65,-68
13,-59,-71,-74,-66,-71
13,-57,-66,-75,-69,-66
13,-59,-71,-74,-63,-66
13,-59,-69,-74,-71,-66
13,-59,-68,-82,-69,-69
13,-57,-71,-82,-72,-66
13,-60,-71,-83,-66,-71
13,-58,-71,-83,-70,-69
13,-57,-72,-74,-69,-66
13,-59,-66,-83,-72,-66
13,-57,-72,-74,-63,-66
13,-59,-72,-74,-71,-71
13,-57,-71,-72,-69,-66
13,-58,-71,-74,-66,-70
13,-57,-66,-74,-63,-66
13,-59,-66,-74,-67,-66
13,-59,-67,-74,-67,-65
13,-58,-67,-76,-66,-66
13,-58,-66,-81,-62,-68
13,-58,-72,-77,-68,-67
13,-60,-65,-77,-74,-65
13,-58,-68,-84,-70,-69
13,-57,-70,-72,-66,-69
13,-59,-70,-81,-73,-64
13,-55,-71,-74,-71,-64
13,-54,-69,-76,-70,-66
13,-59,-70,-74,-69,-65
13,-57,-65,-73,-70,-67
13,-58,-69,-80,-70,-66
13,-60,-74,-77,-64,-80
13,-59,-71,-74,-69,-71
13,-59,-65,-73,-70,-74
13,-69,-68,-74,-70,-78
13,-63,-79,-73,-69,-66
13,-64,-68,-72,-73,-70
14,-58,-66,-71,-73,-69
14,-54,-73,-69,-82,-70
14,-58,-79,-68,-69,-68
14,-63,-66,-73,-82,-67
14,-61,-71,-73,-67,-68
14,-62,-66,-72,-69,-70
14,-54,-67,-73,-75,-69
14,-58,-66,-73,-73,-70
14,-54,-79,-68,-65,-69
14,-57,-73,-68,-75,-68
14,-57,-65,-68,-77,-69
14,-64,-65,-70,-77,-68
14,-54,-67,-68,-81,-67
14,-56,-67,-73,-69,-67
14,-63,-79,-73,-65,-67
14,-63,-70,-73,-77,-70
14,-54,-80,-73,-82,-67
14,-64,-73,-73,-65,-70
14,-59,-67,-73,-65,-69
14,-56,-72,-68,-77,-68
14,-64,-69,-68,-65,-69
14,-64,-66,-68,-75,-70
14,-64,-66,-73,-73,-69
14,-59,-79,-68,-75,-70
14,-59,-67,-73,-82,-68
14,-54,-80,-68,-65,-69
14,-64,-67,-70,-65,-70
14,-62,-72,-67,-78,-68
14,-59,-67,-73,-65,-68
14,-61,-73,-68,-69,-69
14,-64,-72,-68,-74,-69
14,-59,-66,-73,-69,-69
14,-61,-66,-70,-74,-69
14,-62,-73,-67,-65,-68
14,-59,-66,-73,-69,-68
14,-55,-67,-68,-78,-68
14,-64,-78,-72,-82,-69
14,-64,-67,-68,-69,-68
14,-63,-66,-68,-75,-69
14,-64,-73,-68,-77,-69
14,-64,-66,-68,-77,-68
14,-54,-80,-73,-75,-69
14,-59,-66,-73,-68,-70
14,-62,-66,-73,-78,-68
14,-59,-66,-68,-72,-70
14,-56,-66,-73,-75,-69
14,-59,-77,-73,-74,-70
14,-56,-66,-68,-77,-70
14,-59,-76,-73,-76,-67
14,-61,-71,-73,-81,-69
14,-56,-72,-69,-65,-68
14,-59,-66,-68,-70,-68
14,-54,-78,-73,-76,-69
14,-62,-69,-71,-65,-68
14,-57,-77,-73,-65,-69
14,-54,-66,-73,-75,-69
14,-64,-66,-73,-78,-69
14,-54,-67,-73,-76,-70
14,-59,-66,-73,-80,-70
14,-54,-77,-68,-65,-69
14,-59,-67,-68,-65,-69
14,-64,-72,-73,-76,-69
14,-56,-71,-73,-81,-68
14,-59,-66,-71,-78,-68
14,-60,-66,-73,-75,-69
14,-56,-66,-73,-70,-70
14,-61,-77,-73,-76,-69
14,-56,-66,-73,-65,-69
14,-56,-72,-73,-73,-69
14,-54,-76,-68,-76,-69
14,-56,-72,-72,-64,-68
14,-56,-67,-73,-65,-69
14,-59,-72,-68,-65,-68
14,-59,-72,-69,-72,-69
14,-54,-66,-69,-78,-69
14,-64,-71,-73,-76,-67
14,-63,-67,-73,-81,-69
14,-55,-69,-69,-70,-68
14,-64,-67,-68,-76,-70
14,-59,-66,-69,-64,-69
14,-64,-66,-69,-61,-68
14,-64,-66,-73,-65,-68
14,-64,-72,-68,-78,-70
14,-62,-69,-73,-72,-69
14,-56,-66,-74,-70,-69
14,-61,-72,-69,-78,-68
14,-56,-72,-73,-79,-67
14,-59,-77,-67,-65,-70
14,-56,-72,-73,-65,-69
14,-61,-66,-73,-65,-69
14,-54,-67,-68,-80,-68
14,-56,-78,-68,-65,-68
14,-59,-72,-68,-73,-69
14,-59,-67,-73,-64,-70
14,-59,-72,-72,-73,-69
14,-59,-72,-73,-72,-68
14,-64,-72,-73,-80,-68
14,-59,-78,-69,-75,-67
14,-64,-68,-73,-65,-69
14,-56,-78,-73,-65,-68
14,-56,-72,-73,-65,-69
14,-59,-72,-73,-65,-68
14,-59,-77,-68,-80,-70
14,-54,-67,-73,-64,-69
14,-59,-77,-68,-65,-70
14,-64,-72,-73,-76,-69
14,-54,-67,-68,-65,-69
14,-64,-77,-73,-65,-68
14,-54,-67,-68,-75,-70
14,-56,-72,-73,-70,-68
14,-54,-72,-73,-76,-69
14,-63,-66,-69,-80,-68
14,-64,-72,-68,-77,-69
14,-54,-67,-73,-69,-69
14,-59,-77,-73,-80,-70
14,-54,-67,-73,-75,-69
14,-56,-72,-68,-73,-69
14,-59,-66,-68,-65,-69
14,-61,-71,-68,-65,-69
14,-56,-66,-73,-76,-68
14,-59,-71,-70,-64,-68
14,-59,-72,-68,-81,-69
14,-54,-66,-67,-77,-69
14,-64,-77,-68,-76,-68
14,-54,-67,-73,-80,-69
14,-59,-67,-68,-77,-69
14,-54,-78,-68,-65,-71
14,-56,-72,-69,-72,-68
14,-59,-67,-73,-65,-69
14,-59,-71,-73,-72,-68
14,-56,-72,-73,-72,-69
14,-59,-72,-67,-80,-68
14,-64,-77,-73,-80,-68
14,-56,-71,-70,-79,-69
14,-59,-72,-68,-65,-67
14,-54,-72,-73,-77,-69
14,-64,-66,-68,-81,-68
14,-56,-66,-73,-78,-69
14,-64,-67,-73,-77,-68
14,-59,-72,-73,-78,-69
14,-54,-70,-73,-78,-69
14,-61,-72,-73,-77,-70
14,-59,-72,-73,-70,-70
14,-56,-72,-73,-77,-68
14,-54,-67,-68,-80,-70
14,-57,-74,-74,-74,-68
14,-59,-66,-68,-76,-69
14,-56,-70,-76,-74,-67
14,-56,-73,-83,-70,-70
14,-58,-65,-75,-70,-69
14,-55,-74,-85,-68,-72
14,-65,-68,-73,-69,-72
14,-55,-73,-79,-70,-67
14,-59,-68,-77,-71,-69
14,-54,-68,-76,-68,-67
14,-58,-69,-74,-74,-70
14,-61,-68,-78,-69,-76
14,-57,-67,-69,-74,-73
14,-54,-66,-77,-72,-70
14,-61,-68,-68,-71,-70
14,-58,-79,-69,-72,-72
14,-54,-68,-81,-68,-67
14,-61,-66,-75,-76,-70
14,-59,-72,-75,-67,-69
14,-57,-67,-75,-71,-69
14,-55,-67,-73,-66,-67
14,-59,-78,-72,-68,-67
14,-56,-71,-76,-66,-74
14,-59,-67,-69,-68,-75
14,-56,-80,-75,-72,-70
14,-54,-65,-74,-86,-71
14,-59,-68,-70,-71,-68
14,-60,-72,-78,-66,-68
14,-54,-76,-69,-66,-70
14,-59,-70,-73,-76,-72
14,-57,-69,-81,-65,-68
14,-57,-68,-73,-81,-71
14,-56,-68,-76,-65,-71
14,-58,-74,-73,-74,-73
14,-58,-69,-71,-77,-71
14,-58,-76,-74,-80,-69
14,-56,-73,-77,-74,-69
14,-61,-69,-71,-67,-68
14,-56,-69,-77,-74,-69
14,-55,-78,-79,-68,-66
14,-60,-66,-68,-69,-74
14,-54,-71,-80,-76,-67
14,-52,-69,-81,-78,-63
14,-56,-79,-68,-75,-71
14,-59,-68,-69,-78,-65
14,-53,-75,-81,-69,-71
14,-65,-69,-71,-77,-65
14,-54,-72,-77,-69,-74
14,-56,-70,-77,-72,-66
14,-55,-69,-77,-71,-65
14,-62,-68,-75,-68,-75
14,-57,-78,-77,-75,-72
14,-54,-67,-70,-75,-71
14,-62,-73,-74,-74,-64
14,-57,-66,-75,-72,-69
14,-55,-66,-73,-69,-72
14,-58,-66,-71,-74,-70
14,-55,-67,-75,-75,-75
14,-63,-67,-71,-83,-66
14,-56,-69,-75,-76,-73
14,-56,-81,-73,-65,-65
14,-55,-69,-75,-84,-71
14,-57,-80,-71,-65,-71
14,-66,-69,-74,-66,-71
14,-57,-79,-74,-75,-70
